,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
57,Kyle Johnson,F,6-8,190.0,Delaware State,Sr,-,San Diego (CA),Point Loma High School
104,Caleb Surgers,F,6-8,210.0,Delaware State,Fr,-,Cary (NC),Panther Creek High School
91,Dean Shepherd,G,6-3,,Delaware State,Fr,-,New Castle (DE),Tower Hill School
82,Corey Perkins,G,6-2,,Delaware State,Jr,-,Wilmington (DE),Sanford School
4,Alston Andrews,F,6-10,230.0,Delaware State,Jr,-,Ocoee (FL),Ocoee High School
96,Raymond Somerville,C,6-11,235.0,Delaware State,Sr,"Jul 31, 2000",Bryn Mawr (PA),The Shipley School
75,Wesley Oba,F,6-8,215.0,Delaware State,Jr,-,Manchester,Loreto High School Chorlton
71,Jevin Muniz,G,6-6,,Delaware State,So,-,Bethlehem (PA),Believe Prep
120,Elias Walker,G,6-0,170.0,Delaware State,So,-,Elkins Park (PA),Cheltenham High School
88,Martez Robinson,G,6-2,190.0,Delaware State,Jr,-,Owings Mills (MD),New Town High School
100,Miles Stewart,F,6-7,202.0,Howard,So,-,Orlando (FL),Lake Highland Preparatory
76,Shy Odom,SF,6-6,229.0,Howard,So,"Jun 27, 2003",Roxbury (MA),Sierra Canyon School
69,Dylan Metoyer,G,6-1,180.0,Howard,Fr,-,Chatsworth (CA),Sierra Canyon School
67,AJ Magbegor,PF,6-7,,Howard,Fr,"Apr 7, 2004",,
46,Bryce Harris,F,6-4,220.0,Howard,Jr,-,Brentwood (NY),Putnam Science Academy
103,Joshua Strong,G,6-0,175.0,Howard,Jr,-,Brooklyn Park (MN),Champlin Park High School
87,Khalil Robinson,G,6-0,154.0,Howard,Sr,-,West Columbia (SC),Gray Collegiate Academy
44,Jordan Hairston,PG,6-0,160.0,Howard,Sr,-,Chantilly (VA),Westfield High School
64,Talin Lewis,G,6-4,182.0,Howard,Sr,"Jul 17, 2000",Westlake Village (CA),Oaks Christian High School
86,Aaron Roberson,G,6-4,178.0,Howard,So,-,Hyattsville (MD),DeMatha Catholic High School
77,Ose Okojie,F,6-5,191.0,Howard,So,"Aug 7, 2003",Brampton,
85,Freedom Rhames,G,5-11,169.0,Howard,So,-,Los Angeles (CA),Brewster Academy
106,Ayodele Taiwo,C,6-9,243.0,Howard,So,"Dec 28, 2002",Lagos,NBA Academy Africa
7,Jordan Atkins,G,6-2,,Howard,Fr,-,Somerset (NJ),Rutgers Preparatory School
127,Jelani Williams,G,6-5,201.0,Howard,Sr,-,Washington (DC),Sidwell Friends School
126,Elijah Williams,F,6-6,190.0,Howard,Sr,-,Washington (DC),Sidwell Friends School
12,Quint Booker,G,6-2,,Howard,Fr,-,Alexandria (VA),Bishop Ireton High School
123,Thomas Weaver,PG,5-10,156.0,Howard,Sr,-,Potomac (MD),Bullis Prep High School
18,Dom Campbell,C,6-9,268.0,Howard,So,-,Scarborough (ME),Phillips Exeter Academy
121,Isiah Warfield,PG,6-5,180.0,Howard,Sr,-,Sewickley (PA),Sewickley Academy
117,Seth Towns,SF,6-9,230.0,Howard,Sr,"Nov 5, 1997",Columbus (OH),Northland High School
17,Reece Brown,F,6-9,191.0,Howard,Sr,"Jun 21, 2001",Albany (NY),Loomis Chaffee School
31,Marcus Dockery,PG,6-2,170.0,Howard,Jr,-,Washington (DC),Brewster Academy
132,Israel Yaw,GF,6-9,,Maryland-Eastern Shore,So,"May 13, 2001",,
74,Toby Nnadozie,G,6-3,,Maryland-Eastern Shore,So,-,Baltimore (MD),Our Lady Of Mt. Carmel High School
65,Tyler Mack,G,6-6,180.0,Maryland-Eastern Shore,Jr,-,Clinton Township (MI),Cousino High School
35,Devon Ellis,F,6-6,,Maryland-Eastern Shore,So,-,Chicago (IL),
6,Malang Athian,F,6-7,190.0,Maryland-Eastern Shore,Sr,-,Melbourne,Potter's House Christian Academy
78,Kelechi Okworogwo,F,6-6,,Maryland-Eastern Shore,So,-,Brooklyn (NY),Westminster School
28,Chace Davis,G,6-3,,Maryland-Eastern Shore,Jr,-,Accokeek (MD),St. Andrew's Episcopal School
72,Victory Naboya,F,6-8,210.0,Maryland-Eastern Shore,So,-,Washington (DC),Mt. Zion Prep
21,Damani Claxton,G,6-0,175.0,Maryland-Eastern Shore,So,-,Bronx (NY),High School of Sports Management
129,Antwan Wilson,G,6-4,,Maryland-Eastern Shore,Fr,-,Salisbury (MD),Wicomico High School
130,Elijah Wilson,G,6-5,180.0,Maryland-Eastern Shore,Jr,-,Lithonia (GA),Mountain View High School
56,Dionte Johnson,G,6-0,170.0,Maryland-Eastern Shore,So,-,Bronx (NY),St. Patrick High School
51,Troy Hupstead,F,6-7,230.0,Maryland-Eastern Shore,Jr,-,Mount Vernon (NY),Mount Vernon High School
1,Daniel Akitoby,F,6-9,210.0,Morgan State,Jr,-,Fairfax (VA),Falls Church High School
73,Tytan Newton,G,6-1,170.0,Morgan State,So,-,Indianapolis (IN),ASPIRE Basketball Academy
80,Kiran Oliver,GF,6-5,190.0,Morgan State,So,-,Chicago (IL),Paradise Honors High School
79,Christian Oliver,PF,7-0,250.0,Morgan State,Jr,-,Santa Clara (CA),Maranatha High School
115,Myles Thompson,F,6-7,245.0,Morgan State,Sr,-,Camden (NJ),Camden High School
14,"Marvin Brimage, Jr.",G,6-3,170.0,Morgan State,Fr,-,Fairfax (VA),Jackson-Reed High School
122,Staccardo Washington,GF,6-6,180.0,Morgan State,Fr,-,Upper Marlboro (MD),Henry A. Wise High School
105,Wynston Tabbs,PG,6-3,195.0,Morgan State,Sr,"May 22, 1999",Leonardtown (MD),St. Mary's Ryken High School
49,Kameron Hobbs,PG,5-10,165.0,Morgan State,Jr,-,Stockbridge (GA),Dutchtown High School
62,Rob Lawson,G,6-0,170.0,Morgan State,So,-,Capitol Heights (MD),National Christian Academy
92,Ahmarie Simpkins,GF,6-4,190.0,Morgan State,Jr,-,Brooklyn (NY),Brooklyn Collegiate High School
114,Will Thomas,GF,6-6,195.0,Morgan State,Sr,-,Baltimore (MD),Mergenthaler Vocational Technical Senior High School
119,Xavier Valley,F,6-8,205.0,Morgan State,Sr,-,College Park (GA),North Clayton High School
118,Allen Udemadu,PF,6-10,235.0,Morgan State,Jr,-,Lagos,SPIRE Sports Academy
116,Demajion Topps,G,5-11,165.0,Morgan State,Jr,-,Winona (MS),New Manchester High School
34,Trent Edwards,F,6-8,210.0,Morgan State,Fr,-,Winchester (KY),George Rogers Clark High School
124,Kevon Wiggins,SG,6-3,190.0,Morgan State,Sr,"Oct 19, 2000",Rosehall,
113,Jamarii Thomas,G,6-0,185.0,Norfolk State,Jr,-,Greensboro (NC),The Burlington School
107,Daman Tate,PG,6-5,190.0,Norfolk State,Sr,"May 21, 2000",Boston (MA),Cushing Academy
66,Kuluel Mading,F,6-9,202.0,Norfolk State,Jr,-,High Point (NC),The Burlington School
19,Nyzaiah Chambers,F,6-7,230.0,Norfolk State,Sr,"Oct 17, 1999",Chesapeake (VA),Hillcrest Prep
3,Daryl Anderson,F,6-6,185.0,Norfolk State,Sr,"Mar 3, 2000",Charlottesville (VA),The Miller School of Albemarle
9,"George Beale, Jr.",G,6-4,200.0,Norfolk State,So,-,Suffolk (VA),King's Fork High School
10,Allen Betrand,SG,6-5,200.0,Norfolk State,Sr,-,Philadelphia (PA),Roman Catholic High School for Boys
63,Jordan Leaks,G,6-3,,Norfolk State,Fr,-,Hampton (VA),Phoebus High School
11,Tyrel Bladen,F,6-10,230.0,Norfolk State,Sr,-,Coatesville (PA),Coatesville Area High School
41,"Chris Fields, Jr.",F,6-7,220.0,Norfolk State,Fr,"Apr 9, 2005",Petersburg (VA),Petersburg High School
13,Andre Bottoms,G,6-0,180.0,Norfolk State,Sr,"Oct 21, 2001",Chesapeake (VA),Oscar Smith High School
15,Gilbert Brown,G,6-0,175.0,Norfolk State,Jr,-,Newport News (VA),Menchville High School
60,Terrance Jones,G,6-3,180.0,Norfolk State,Sr,"Jan 14, 2001",Trenton (NJ),The Patrick School
32,"Jack Doumbia, Jr",SF,6-6,210.0,Norfolk State,Jr,-,Lanham (MD),Heritage Christian Academy
55,Tyrese Jenkins,GF,6-6,200.0,Norfolk State,Sr,"Oct 11, 2000",Richmond (VA),Varina High School
27,Jaylani Darden,G,6-5,185.0,Norfolk State,Jr,-,Norfolk (VA),Norview High School
52,Christian Ings,PG,6-2,180.0,Norfolk State,Sr,"Sep 14, 1999",Philadelphia (PA),Neumann-Goretti High School
30,Kye Dickson,F,6-7,189.0,North Carolina Central,So,-,Toronto,
81,Gbenga Olubi,PF,6-7,200.0,North Carolina Central,Jr,-,Corona (CA),College Prep Academy
24,Terrence Crawford,SG,6-2,170.0,North Carolina Central,Sr,-,Graham (NC),Hugh M. Cummings High School
22,"Fred Cleveland, Jr.",G,5-9,165.0,North Carolina Central,Sr,-,Chicago (IL),Leo Catholic High School
125,Brock Williams,G,6-0,195.0,North Carolina Central,Jr,-,Burlington (NC),Burlington Christian Academy
26,Chris Daniels,PG,6-1,175.0,North Carolina Central,Jr,-,Raleigh (NC),Millbrook High School
83,Keishon Porter,G,6-5,195.0,North Carolina Central,Sr,-,Macclesfield (NC),SouthWest Edgecombe High School
0,Timmy Adedire,G,6-3,205.0,North Carolina Central,Sr,-,Baltimore (MD),Perry Hall High School
39,Guy Fauntleroy,PG,6-0,172.0,North Carolina Central,So,-,Washington (DC),St. John's College High School
42,Devin Gordon,F,6-4,205.0,North Carolina Central,Jr,-,Powder Springs (GA),McEachern High School
45,Cobey Harraway,GF,6-7,187.0,North Carolina Central,Jr,-,Sarasota (FL),Victory Rock Prep
47,Ja'Darius Harris,G,6-2,175.0,North Carolina Central,Sr,"Sep 11, 2001",Trenton (TN),Peabody High School
53,Emmanuel Izunabor,F,6-8,225.0,North Carolina Central,Sr,"Dec 25, 1999",Fayetteville (NC),Fayetteville Christian
61,Po'Boigh King,G,6-4,195.0,North Carolina Central,So,-,Raleigh (NC),Word of God Christian Academy
36,Caleb Ellison,G,6-0,148.0,North Carolina Central,Fr,-,Winston-Salem (NC),Ronald W. Reagan High School
94,Josh Smith,G,6-4,175.0,North Carolina Central,So,-,Oak Park (IL),The Skill Factory
95,"Perry Smith, Jr.",C,6-9,230.0,North Carolina Central,So,-,Greenville (SC),Legacy Early College
37,Davion Everett,GF,6-6,215.0,South Carolina State,Jr,-,Columbia (SC),Ridge View High School
2,Shaman Alston,GF,6-4,185.0,South Carolina State,Sr,-,Fort Mill (SC),Nation Ford High School
70,James Morrow,F,6-8,210.0,South Carolina State,Fr,-,Jacksonville (FL),Andrew Jackson High School
68,Caleb McCarty,F,6-8,185.0,South Carolina State,Sr,-,Biloxi (MS),Biloxi High School
90,John Seay-Olver,GF,6-3,165.0,South Carolina State,Fr,-,Atlanta (GA),South Cobb High School
93,Jordan Simpson,F,6-5,209.0,South Carolina State,So,-,Orangeburg (SC),
20,Elijah Charles,FC,6-10,240.0,South Carolina State,Jr,-,Los Angeles (CA),
59,Drayton Jones,F,6-10,240.0,South Carolina State,Fr,-,Houston (TX),Oak Hill Academy
54,Dallas James,C,7-0,200.0,South Carolina State,Jr,-,Artesia (CA),City Honors High School
25,Omar Croskey,GF,6-6,195.0,South Carolina State,Sr,-,Sumter (SC),Sumter High School
33,Wilson Dubinsky,G,6-2,200.0,South Carolina State,Jr,-,Ottawa,Orangeville Prep
111,Michael Teal,G,6-1,160.0,South Carolina State,Jr,-,Alexandria (VA),
110,Mitchell Taylor,PG,6-3,170.0,South Carolina State,Fr,-,Atlanta (GA),Middle Georgia Prep
16,Raquan Brown,SG,6-3,200.0,South Carolina State,Sr,-,Mint Hill (NC),Rocky River High School
109,Atiba Taylor,PG,6-4,180.0,South Carolina State,Sr,"Jul 25, 1999",Hackensack (NJ),Hackensack High School
