,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
136,Ryan Sabol,G,6-3,175.0,Buffalo,Fr,-,Washington (DC),Gonzaga College High School
52,Diovion Famakinde,G,6-5,205.0,Buffalo,Fr,-,Brooklyn (NY),Wings Academy
63,James Graham III,PF,6-8,205.0,Buffalo,Sr,-,Glen (MS),Nicolet High School
30,Sy Chatman,F,6-8,227.0,Buffalo,Sr,-,Saint Paul (MN),Cretin Derham Hall High School
147,Jo Smith,C,6-9,200.0,Buffalo,Sr,-,Selma (AL),Crestwood Preparatory College
57,Shawn Fulcher,G,6-0,170.0,Buffalo,So,-,Brooklyn (NY),
68,Hunter Harding,C,7-0,230.0,Central Michigan,Fr,-,Toronto,Royal Crown Academic School
138,Josiah Sanders,F,6-5,235.0,Central Michigan,Fr,-,Phoenix (AZ),
69,Markus Harding,C,6-10,260.0,Central Michigan,Jr,-,Toronto,Toronto Basketball Academy
130,Anthony Pritchard,G,6-2,185.0,Central Michigan,Jr,-,Tulsa (OK),Daniel Webster High School
28,Derrick Butler,PG,6-2,185.0,Central Michigan,Jr,-,Concord (NC),Bull City Prep Academy
122,K.J. Oduor,F,6-9,198.0,Central Michigan,So,-,Kisumu,SPIRE Sports Academy
106,Paul McMillan IV,PG,6-2,170.0,Central Michigan,So,-,College Park (GA),Woodward High School
134,Aidan Rubio,GF,6-6,190.0,Central Michigan,So,-,Flint (MI),DME Academy
14,Drew Barbee,G,6-3,195.0,Central Michigan,Fr,-,Mount Pleasant (MI),Mount Pleasant High School
100,Max Majerle,G,6-4,185.0,Central Michigan,So,-,Scottsdale (AZ),Brewster Academy
145,Shaedon Simpson,G,6-6,180.0,Central Michigan,Fr,-,Toronto,COMBINE Academy
11,Caleb Atewe,C,6-9,233.0,Central Michigan,Fr,"Oct 3, 2003",Brampton,Vaughan Secondary School
1,Noah Adamczyk,G,6-0,180.0,Central Michigan,Fr,-,Bloomfield Hills (MI),Bloomfield Hills High School
45,Bryce Eaton,G,6-0,170.0,Central Michigan,Fr,-,Detroit (MI),Detroit Edison Public Academy
39,Jemel Davis,F,6-8,190.0,Central Michigan,Jr,-,,Liberty Heights Athletic Institute
164,Cayden Vasko,F,6-6,190.0,Central Michigan,Fr,-,Lowell (IN),Bosco Institute
156,Brian Taylor,F,6-6,205.0,Central Michigan,Sr,"Sep 4, 2001",Detroit (MI),Detroit Edison Public Academy
140,Micah Schnyders,G,6-4,195.0,Eastern Michigan,Jr,-,Yorkville (IL),Yorkville High School
102,Cyril Martynov,C,7-0,230.0,Eastern Michigan,So,"Jun 22, 2004",Springwater,Lawrenceville School
105,John McGriff,G,6-0,185.0,Eastern Michigan,Sr,-,Bowie (MD),Bishop McNamara High School
89,Prakash Ketterhagen,GF,6-4,200.0,Eastern Michigan,So,-,Kalamazoo (MI),COMBINE Academy
47,Julius Ellerbe III,GF,6-7,197.0,Eastern Michigan,Sr,-,Fort Washington (MD),Rock Creek Christian Academy
165,Andrew Wells,G,6-3,160.0,Eastern Michigan,Jr,-,East Lansing (MI),East Lansing High School
84,Yusuf Jihad,C,6-8,220.0,Eastern Michigan,Sr,"Aug 10, 2002",Farmington Hills (MI),North Farmington High School
123,Arne Osojnik,G,6-6,,Eastern Michigan,Fr,"Aug 7, 2004",Ljubljana,Dream City Christian School
18,Jalin Billingsley,PF,6-8,225.0,Eastern Michigan,Jr,-,Cleveland (OH),Lutheran High School East
128,Derik Pranger,F,6-9,,Eastern Michigan,Fr,-,Centennial (CO),Arapahoe High School
131,Javantae Randle,F,6-11,210.0,Eastern Michigan,So,-,Detroit (MI),Frederick Douglass Prep
132,Kevin Rice,G,6-4,200.0,Eastern Michigan,Jr,-,Grand Blanc (MI),Grand Blanc High School
60,Legend Geeter,F,6-8,235.0,Eastern Michigan,So,"Feb 3, 2002",River Rouge (MI),River Rouge High School
95,Orlando Lovejoy,G,6-2,,Eastern Michigan,So,-,Detroit (MI),Summit Academy High School
142,Connor Serven,F,6-8,235.0,Eastern Michigan,Sr,"May 17, 2002",Bushnell (IL),St. Rita of Cascia High School
0,Tyson Acuff,G,6-4,190.0,Eastern Michigan,Jr,"Sep 16, 2002",Detroit (MI),Cass Technical High School
124,Chris Payton,PF,6-7,215.0,Kent State,Sr,-,Bloomington (IL),Bloomington High School
16,Mike Bekelja,G,6-1,180.0,Kent State,Jr,"Aug 9, 2000",Solon (OH),Solon High School
15,Reggie Bass,G,6-4,185.0,Kent State,So,-,Indianapolis (IN),Hamilton Heights Christian Academy
155,Jalen Sullinger,G,5-10,170.0,Kent State,Jr,-,Columbus (OH),Thomas Worthington High School
133,Julius Rollins,G,6-5,189.0,Kent State,Jr,-,Chicago (IL),Hillcrest High School
114,Brenden Moss,F,6-4,185.0,Kent State,So,-,Rockford (IL),Minnesota Preparatory Academy
148,Jake Snyder,G,6-1,175.0,Kent State,Sr,-,Akron (OH),Archbishop Hoban High School
139,Giovanni Santiago,PG,6-1,164.0,Kent State,Sr,"Jan 4, 2000",Bayamon (PR),Hargrave Military Academy
40,VonCameron Davis,F,6-5,216.0,Kent State,Sr,-,Columbus (OH),Walnut Ridge High School
61,Delricco Gillespie,F,6-8,215.0,Kent State,So,-,Benton Harbor (MI),Benton Harbor High School
77,Donovan Hunter,F,6-8,,Kent State,Fr,-,,Westerville Central High School
49,Magnus Entenmann,F,6-9,210.0,Kent State,So,-,Columbus (OH),
56,Tyem Freeman,SF,6-6,210.0,Kent State,Sr,"Dec 16, 2000",Springfield (MO),Parkview High School
73,Cli'Ron Hornbeak,C,6-9,224.0,Kent State,Jr,-,Toledo (OH),St. Francis de Sales High School
70,L.A. Hayes,G,6-2,,Kent State,Fr,-,Akron (OH),St. Vincent St. Mary High School
127,Reece Potter,C,7-1,210.0,Miami (OH),Fr,-,Lexington (KY),Lexington Catholic High School
76,Darweshi Hunter,GF,6-5,200.0,Miami (OH),Sr,-,Cincinnati (OH),Princeton High School
34,Mekhi Cooper,G,6-1,160.0,Miami (OH),Fr,-,Bolingbrook (IL),Bolingbrook High School
98,Ryan Mabrey,F,6-5,195.0,Miami (OH),So,-,Belmar (NJ),La Lumiere School
8,Blake Anderson,G,6-3,190.0,Miami (OH),Fr,-,Evansville (IN),Evansville Memorial High School
152,Tim Stewart,F,6-6,190.0,Miami (OH),Fr,-,Cincinnati (OH),Mariemont High School
38,Hampton Dauparas,F,6-5,225.0,Miami (OH),Fr,-,Long Beach (IN),La Lumiere School
48,Eian Elmer,F,6-7,190.0,Miami (OH),Fr,-,Cincinnati (OH),Robert A. Taft Information Technology High School
174,Eli Yofan,G,6-2,190.0,Miami (OH),So,-,Pittsburgh (PA),Fox Chapel High School
81,Evan Ipsaro,PG,6-0,200.0,Miami (OH),Fr,-,Covington (KY),Covington Catholic High School
26,Bryce Bultman,F,6-5,200.0,Miami (OH),Sr,-,Nashville (IL),Nashville High School
137,Morgan Safford,SF,6-5,210.0,Miami (OH),Sr,"Feb 23, 2001",Columbus (OH),Bishop Hartley High School
90,Jackson Kotecki,F,6-9,230.0,Miami (OH),Fr,-,Chicago (IL),St. Ignatius College Prep
91,Julian Lewis,G,6-6,200.0,Miami (OH),Jr,-,Ann Arbor (MI),Huron High School
113,Jaquel Morris,F,6-8,220.0,Miami (OH),So,-,Floral Park (NY),Eagle Academy For Young Men
42,Bradley Dean,SG,6-2,170.0,Miami (OH),Jr,-,Gate City (VA),Scotland Campus
110,Anderson Mirambeaux,C,6-8,305.0,Miami (OH),Sr,"May 17, 1999",Santa Cruz de Barahona,Teays Valley
116,Nasir Muhammad,G,6-2,180.0,Northern Illinois,Fr,-,Brooklyn (NY),Xaverian High School
6,Leo Amari IV,G,6-2,170.0,Northern Illinois,Fr,-,Sherman Oaks (CA),Viewpoint School
161,Steven Tipton,G,6-2,155.0,Northern Illinois,So,-,Brookfield (WI),Brookfield Central High School
59,Philmon Gebrewhit,SF,6-8,185.0,Northern Illinois,Sr,"Nov 3, 1998",Hyde Park (MA),New Mission High School
62,Luka Gogic,F,6-6,190.0,Northern Illinois,Fr,-,Belgrade,IMG Academy
167,Keshawn Williams,G,6-4,175.0,Northern Illinois,Sr,-,Chicago (IL),Bloom High School
107,Quaran McPherson,G,6-4,197.0,Northern Illinois,So,"Jan 22, 2002",Brooklyn (NY),Link Year Prep
135,Zion Russell,G,6-1,185.0,Northern Illinois,Jr,-,Upper Marlboro (MD),National Christian Academy
96,Will Lovings-Watts,G,6-5,180.0,Northern Illinois,Fr,-,Jeffersonville (IN),Jeffersonville High School
44,Oluwasegun Durosinmi,C,6-9,235.0,Northern Illinois,Jr,-,Lagos,Virginia Academy
33,David Coit,G,5-11,175.0,Northern Illinois,Jr,-,Columbus (NJ),Scotland Campus
7,Xavier Amos,F,6-8,210.0,Northern Illinois,So,-,Chicago (IL),Whitney Young High School
80,Harvin Ibarguen,C,6-9,235.0,Northern Illinois,Sr,"Nov 2, 2000",Cali,
120,Yanic Niederhauser,F,6-11,215.0,Northern Illinois,So,"Mar 14, 2003",Fraschels,
29,Ethan Butler,F,6-7,205.0,Northern Illinois,So,-,Toronto,Southwest Academy
121,Zarique Nutter,F,6-7,190.0,Northern Illinois,Jr,-,Newark (NJ),The Patrick School
119,Ben Nicol,F,6-7,208.0,Ohio,Fr,-,Charleston (WV),George Washington High School
22,A.J. Brown,GF,6-4,195.0,Ohio,So,-,Orlando (FL),Orlando Christian Prep High School
51,I.J. Ezuma,F,6-8,240.0,Ohio,Jr,-,Raleigh (NC),Hargrave Military Academy
50,Ben Estis,G,6-1,170.0,Ohio,So,-,Southlake (TX),Carroll Senior High School
36,Ike Cornish,F,6-6,190.0,Ohio,So,-,Baltimore (MD),Legacy Early College
31,A.J. Clayton,F,6-8,225.0,Ohio,Jr,-,Duncan Falls (OH),Philo High School
111,Shereef Mitchell,PG,6-1,170.0,Ohio,Sr,-,Omaha (NE),Sunrise Christian Academy
35,Quinn Corna,G,6-3,170.0,Ohio,So,-,Columbus (OH),Upper Arlington High School
65,Aidan Hadaway,F,6-8,190.0,Ohio,So,-,LaFayette (GA),LaFayette High School
82,Elmore James,G,6-3,205.0,Ohio,So,-,Cleveland (OH),Charles F. Brush High School
25,Miles Brown,G,6-1,180.0,Ohio,Sr,-,Rochester (NY),Northstar Christian Academy
78,Jaylin Hunter,PG,6-0,195.0,Ohio,Sr,-,Omaha (NE),East Catholic High School
143,Ajay Sheldon,G,6-1,185.0,Ohio,So,-,Dublin (OH),Dublin Coffman High School
172,Gabe Wiznitzer,C,6-11,240.0,Ohio,Sr,-,Arden (NC),Hargrave Military Academy
166,Ben Wight,C,6-9,220.0,Toledo,Sr,-,Worthington (OH),Thomas Worthington High School
101,Marko Maletic,F,6-6,208.0,Toledo,Sr,-,London,Saunders Secondary School
159,Xavier Thomas,F,6-5,225.0,Toledo,Fr,-,Bloomfield (MI),Brother Rice High School
94,Andre Lorentsson,PF,6-8,215.0,Toledo,Jr,"Feb 24, 2001",Gothenburg,
171,Sonny Wilson,G,6-1,160.0,Toledo,Fr,-,Pontiac (MI),University of Detroit Jesuit High School and Academy
54,Bryce Ford,G,6-2,175.0,Toledo,Fr,-,Scottsdale (AZ),Pinnacle High School
99,"Dante Maddox, Jr.",G,6-2,195.0,Toledo,Sr,"Jan 15, 2002",Chicago Heights (IL),Bloom Township High School
92,Sam Lewis,GF,6-5,180.0,Toledo,Fr,-,Oak Park (IL),Simeon Career Academy
144,Javan Simmons,F,6-7,235.0,Toledo,So,-,Gahanna (OH),Lincoln High School
32,Tyler Cochran,G,6-2,225.0,Toledo,Sr,-,Bolingbrook (IL),Bolingbrook High School
115,Ra'Heim Moss,F,6-4,205.0,Toledo,Jr,-,Akron (OH),Springfield High School
20,Grgur Brcic,C,6-10,225.0,Toledo,Fr,"Aug 15, 2003",Zagreb,Williston Northhampton High School
151,Jack Stefanski,F,6-6,205.0,Western Michigan,So,-,Frankfort (MI),
93,Owen Lobsinger,F,6-9,225.0,Western Michigan,Jr,-,Flint (MI),Flint Powers Catholic High School
10,B. Artis-White,G,5-10,155.0,Western Michigan,Sr,-,Canton (MI),Canton High School
154,Michael Sulaka,F,6-9,215.0,Western Michigan,Fr,-,Macomb (MI),De La Salle High School
157,Josh Thomas,F,6-6,185.0,Western Michigan,Fr,-,Lincolnshire (IL),Evanston Township High School
67,JaVaughn Hannah,G,6-4,205.0,Western Michigan,So,-,Ypsilanti (MI),Ypsi Prep Academy
23,Javonte Brown,C,7-0,255.0,Western Michigan,Jr,"Sep 19, 2002",Pickering,Thornlea Secondary School
74,Seth Hubbard,G,6-4,175.0,Western Michigan,So,-,Alpharetta (GA),Huntington Prep
112,Jefferson Monegro,G,6-4,185.0,Western Michigan,So,"Feb 7, 2003",LaSalle,Orangeville Prep
27,Max Burton,F,6-9,230.0,Western Michigan,Fr,-,Williamston (MI),Williamston High School
173,Titus Wright,FC,6-8,220.0,Western Michigan,Sr,-,Thomasville (GA),Thomasville High School
117,Brandon Muntu,F,6-4,190.0,Western Michigan,Jr,-,Calgary,Dohn Community High School
153,Markhi Strickland,SF,6-6,210.0,Western Michigan,Jr,-,Bradenton (FL),IMG Academy
37,Anthony Crump,G,6-8,215.0,Western Michigan,Sr,"Dec 20, 1999",Inkster (MI),Plymouth Educational Academy
