,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
169,Jalen Weaver,SF,6-5,185.0,Fresno State,So,-,Aurora (CO),Southern California Academy of Sciences
152,Isaac Taveras,F,6-6,180.0,Fresno State,Fr,-,Santo Domingo,North Florida Educational Institute
163,Steven Vasquez,G,6-2,190.0,Fresno State,Jr,-,Santa Maria (CA),St. Joseph High School
157,Zaylon Thomas,F,6-5,185.0,Fresno State,Sr,-,Sacramento (CA),
42,Chase Courtney,C,6-10,220.0,Fresno State,Jr,-,Scottsdale (AZ),Golden State Preparatory School
175,Snookey Wigington,G,5-8,140.0,Nevada,So,-,Los Angeles (CA),Ribet Academy
106,Hunter McIntosh,PG,6-2,180.0,Nevada,Sr,"Apr 30, 2001",Norcross (GA),Greater Atlanta Christian School
127,Tyler Powell,SF,6-5,220.0,Nevada,Jr,-,Los Angeles (CA),Ribet Academy
19,Kenan Blackshear,F,6-6,215.0,Nevada,Sr,"May 30, 2001",Orlando (FL),Jones High School
137,Tyler Rolison,G,6-0,165.0,Nevada,Fr,"Nov 19, 2004",Playa Del Rey (CA),St. Bernard High School
125,Tylan Pope,F,6-6,240.0,Nevada,Sr,-,Franklinton (LA),Franklinton High School
98,Jarod Lucas,PG,6-4,195.0,Nevada,Sr,"Dec 7, 1999",Hacienda Heights (CA),Los Altos High School
133,Amire Robinson,G,6-4,,Nevada,Fr,-,Akron (OH),Buchtel High School
36,Jeriah Coleman,C,7-1,220.0,Nevada,Sr,-,Anchorage (AK),Great Bridge High School
77,K.J. Hymes,PF,6-10,220.0,Nevada,Sr,"Aug 10, 1999",Phoenix (AZ),St. Mary's High School
37,Tre Coleman,SG,6-7,185.0,Nevada,Sr,-,Lafayette (IN),Jefferson High School
76,Isaac Hymes,F,6-8,188.0,Nevada,Fr,-,Phoenix (AZ),Hillcrest Academy
58,Jazz Gardner,C,6-10,200.0,Nevada,Fr,"Mar 8, 2004",Hacienda Heights (CA),West Ranch High School
43,Nick Davidson,F,6-9,215.0,Nevada,So,-,Rancho Santa Margarita (CA),Mater Dei High School
56,Daniel Foster,F,6-6,215.0,Nevada,Sr,-,Melbourne,Golden State Preparatory School
54,John Flannigan,F,6-8,175.0,Nevada,So,-,Concord (CA),De La Salle High School
113,Isaac Mushila,GF,6-5,210.0,New Mexico,Sr,-,Ashtabula (OH),St. John Central High School
12,"Jemarl Baker, Jr.",SG,6-5,205.0,New Mexico,Sr,"Jun 12, 1998",Eastvale (CA),Eleanor Roosevelt High School
11,Braden Appelhans,SG,6-7,185.0,New Mexico,Fr,-,Blue Springs (MO),Western Reserve Academy
55,Sebastian Forsling,C,7-0,245.0,New Mexico,Jr,"Aug 5, 2002",Floda,
49,Shane Douma-Sanchez,G,6-1,165.0,New Mexico,Fr,-,Laguna (NM),Del Norte High School
47,Donovan Dent,G,6-2,170.0,New Mexico,So,"Dec 2, 2003",Corona (CA),Centennial High School
6,Mustapha Amzil,PF,6-9,220.0,New Mexico,Jr,"Sep 12, 2001",Kotka,
158,J.T. Toppin,F,6-9,210.0,New Mexico,Fr,"Jun 14, 2005",Dallas (TX),Faith Family Academy
167,Tru Washington,G,6-4,180.0,New Mexico,Fr,"Mar 13, 2004",Phoenix (AZ),AZ Compass Prep
170,Quinton Webb,F,6-6,205.0,New Mexico,Fr,-,Loma Linda (CA),Etiwanda High School
104,"Jamal Mashburn, Jr.",PG,6-2,195.0,New Mexico,Sr,"Sep 29, 2001",Miami (FL),Brewster Academy
100,Mac Manzanares,F,6-5,220.0,New Mexico,So,-,Albuquerque (NM),Sandia High School
0,Deraje Agbaosi,F,6-7,215.0,New Mexico,Jr,-,Union (NJ),PPHoenix College Prep
87,Nelly Joseph,PF,6-10,240.0,New Mexico,Sr,"Nov 20, 2001",Lagos,NBA Academy Africa
74,Jaelen House,PG,6-0,170.0,New Mexico,Sr,"May 2, 2001",Phoenix (AZ),Shadow Mountain High School
142,Ryan Schwarz,G,6-1,175.0,San Diego State,Jr,-,Orinda (CA),Miramonte High School
159,Darrion Trammell,G,5-10,175.0,San Diego State,Sr,-,Marin City (CA),St. Ignatius College Prep
128,Ryan Raad,G,6-5,190.0,San Diego State,Fr,-,Los Angeles (CA),Crescenta Valley High School
141,Elijah Saunders,F,6-8,240.0,San Diego State,So,-,Phoenix (AZ),Sunnyslope High School
30,LaMont Butler,PG,6-2,195.0,San Diego State,Sr,"Jun 9, 2002",Riverside (CA),Riverside Polytech High School
119,Micah Parrish,F,6-6,200.0,San Diego State,Jr,"Feb 17, 2001",Ypsilanti (MI),Hillcrest Prep
117,Jay Pal,F,6-9,190.0,San Diego State,Sr,"May 9, 2000",Omaha (NE),Omaha Central High School
44,B.J. Davis,G,6-1,170.0,San Diego State,Fr,-,Oakland (CA),Modesto Christian High School
94,Jaedon LeDee,SG,6-9,240.0,San Diego State,Sr,"Jul 25, 1999",Houston (TX),The Kinkaid School
4,Cade Alger,F,6-9,195.0,San Diego State,Sr,"Jan 11, 2001",Ripon (CA),Ripon High School
96,Desai Lopez,G,6-3,195.0,San Diego State,Jr,-,Fremont (CA),St. Francis High School
31,Miles Byrd,F,6-7,175.0,San Diego State,So,-,Stockton (CA),Lincoln High School
93,Cameron Lawin,SG,6-3,175.0,San Diego State,Fr,-,Chicago (IL),Rezin Orr High School
84,"Demarshay Johnson, Jr.",GF,6-10,235.0,San Diego State,So,-,Richmond (CA),Salesian College Prep
168,Reese Waters,GF,6-5,210.0,San Diego State,Jr,"Jun 21, 2002",Los Angeles (CA),Susan Miller Dorsey High School
69,Magoon Gwath,C,6-11,190.0,San Diego State,Fr,-,,Veritas Prep
70,Miles Heide,F,6-9,225.0,San Diego State,Fr,-,North Bend (WA),Mount Si High School
48,Adrame Diongue,C,7-0,190.0,San Jose State,So,-,Phoenix (AZ),AZ Compass Prep
8,Garrett Anderson,F,6-5,185.0,San Jose State,So,-,Phoenix (AZ),PPHoenix College Prep
75,William Humer,C,6-10,,San Jose State,So,"May 21, 2002",Sollentuna,
144,D.J. Seixas,SG,6-8,,San Jose State,Fr,"May 11, 2004",Lisbon,
9,Trey Anderson,GF,6-7,206.0,San Jose State,Sr,-,Santa Ana (CA),Woodstock Academy
32,Alvaro Cardenas Torre,G,6-1,180.0,San Jose State,Jr,-,Granada,Get Better Academy
45,Latrell Davis,G,6-3,,San Jose State,Fr,"Apr 22, 2005",Leeds,First Baptist Academy
121,Ryen Perry,G,6-2,185.0,San Jose State,Sr,-,Placentia (CA),
62,Pasha Goodarzi,G,6-3,,San Jose State,Fr,-,Los Gatos (CA),Valley Christian High School
63,Tibet Gorener,C,6-9,200.0,San Jose State,Sr,"Jul 27, 2002",Istanbul,Orange Lutheran High School
5,"M.J. Amey, Jr.",F,6-2,178.0,San Jose State,Jr,-,Vacaville (CA),Vacaville High School
162,Robert Vaihola,F,6-8,245.0,San Jose State,Jr,-,San Francisco (CA),Archbishop Riordan High School
18,Bennett Blackerby,G,6-0,180.0,San Jose State,Fr,-,Austin (TX),Anderson High School
110,"Rickey Mitchell, Jr.",G,6-4,,San Jose State,Fr,-,Aurora (CO),Smoky Hill High School
109,Iggy Mitchell,G,6-2,201.0,San Jose State,Fr,"Jul 3, 2003",Sydney,
177,Christian Wise,FC,6-6,205.0,San Jose State,Fr,-,San Francisco (CA),Archbishop Riordan High School
156,"Dedan Thomas, Jr.",PG,6-1,170.0,UNLV,Fr,"Sep 8, 2005",Las Vegas (NV),Liberty High School
41,Isaiah Cottrell,PF,6-11,245.0,UNLV,So,-,Las Vegas (NV),Huntington Prep
166,Nick Walters,G,6-1,185.0,UNLV,Jr,-,Las Vegas (NV),Coronado High School
171,Justin Webster,SG,6-3,190.0,UNLV,Sr,"Jan 1, 2000",Plano (TX),Prestonwood Christian Academy
173,"Robert Whaley, Jr.",PF,6-7,260.0,UNLV,Jr,-,Bountiful (UT),Bountiful High School
81,Jackie Johnson III,PG,5-11,185.0,UNLV,Jr,"Dec 20, 2002",Wichita (KS),Hargrave Military Academy
85,Karl Jones,PF,6-10,260.0,UNLV,Sr,-,Chicago (IL),Morgan Park High School
71,Brooklyn Hicks,F,6-3,185.0,UNLV,Fr,-,Lacey (WA),Timberline High School
13,Jacob Bannarbie,F,6-9,230.0,UNLV,Fr,-,Anchorage (AK),Hillcrest Prep
23,Keylan Boone,SF,6-8,200.0,UNLV,Sr,"Nov 30, 2000",Tulsa (OK),Memorial High School
22,Kalib Boone,PF,6-9,215.0,UNLV,Sr,"Nov 30, 2000",Tulsa (OK),Memorial High School
136,Luis Rodriguez,SG,6-6,220.0,UNLV,Sr,"Mar 15, 1999",Woodstock (CT),Woodstock Academy
73,Jalen Hill,GF,6-6,230.0,UNLV,Sr,"Apr 4, 2001",Las Vegas (NV),Clark High School
115,Shane Nowell,SF,6-6,220.0,UNLV,Jr,-,Seattle (WA),Eastside Catholic High School
65,Dallin Grant,SF,6-8,218.0,Utah State,Fr,-,Cedar City (UT),Cedar City High School
2,Max Agbonkpolo,SG,6-9,195.0,Utah State,Sr,"Aug 26, 2000",Rancho Santa Margarita (CA),Santa Margarita Catholic High School
103,Ian Martinez,GF,6-3,185.0,Utah State,Sr,"Jul 24, 2001",Heredia,Junipero Serra Catholic High School
82,Isaac Johnson,SF,7-0,235.0,Utah State,Jr,-,American Fork (UT),American Fork High School
29,Nigel Burris,F,6-7,222.0,Utah State,So,-,San Francisco (CA),Archbishop Mitty High School
66,Jackson Grant,C,6-10,205.0,Utah State,Jr,"Oct 16, 2002",Olympia (WA),Olympia High School
116,Great Osobor,F,6-8,245.0,Utah State,Jr,"Dec 13, 2002",Bradford,Myerscough College
53,Mason Falslev,PG,6-3,190.0,Utah State,Fr,-,Smithfield (UT),Sky View High School
160,Josh Uduje,GF,6-5,190.0,Utah State,Jr,"Apr 27, 2002",London,AZ Compass Prep
123,Garrison Phelps,F,6-6,180.0,Utah State,Fr,-,Phoenix (AZ),St. Mary's High School
139,Khalifa Sakho,C,6-11,,Utah State,Jr,-,Rouen,
79,Javon Jackson,G,6-3,190.0,Utah State,So,-,Houston (TX),C.E. King High School
154,Karson Templin,F,6-8,,Utah State,Fr,-,Fairview (TX),Lovejoy High School
25,Landon Brenchley,G,6-4,215.0,Utah State,So,-,Providence (UT),Ridgeline High School
147,Jaxon Smith,G,6-0,188.0,Utah State,Fr,-,Bountiful (UT),Woods Cross High School
26,Darius Brown II,G,6-2,195.0,Utah State,Sr,"Jul 28, 1999",Pasadena (CA),Pasadena High School
28,Levi Brown,G,6-0,167.0,Wyoming,Fr,-,Laramie (WY),Laramie High School
90,Oleg Kojenets,C,7-0,232.0,Wyoming,So,"Jan 11, 2003",Kaunas,Case Western Reserve High School
146,Jonas Sirtautas,F,6-10,185.0,Wyoming,Fr,-,Kaunas,
39,Kael Combs,G,6-4,190.0,Wyoming,Fr,-,Nixa (MO),Nixa High School
91,Akuel Kot,G,6-2,165.0,Wyoming,Sr,-,Amarillo (TX),Palo Duro High School
172,Brendan Wenzel,SG,6-7,204.0,Wyoming,Jr,-,San Antonio (TX),Sandra Day O'Connor High School
40,Nigle Cook,F,6-6,180.0,Wyoming,Fr,-,DeLand (FL),DeLand High School
126,Caden Powell,C,6-10,206.0,Wyoming,So,-,Waco (TX),Midway High School
68,Sam Griffin,PG,6-3,186.0,Wyoming,Sr,"Sep 26, 2001",Fort Lauderdale (FL),Westminster Academy
131,Cort Roberson,G,6-0,157.0,Wyoming,So,-,Arlington (WA),Stanwood High School
165,Mason Walters,FC,6-9,225.0,Wyoming,Sr,"Aug 7, 2001",Jamestown (ND),Jamestown High School
114,Kobe Newton,G,6-2,175.0,Wyoming,Sr,-,Portland (OR),Westview High School
155,Jacob Theodosiou,G,6-4,188.0,Wyoming,Fr,"Oct 4, 2005",Waterloo,Western Reserve Academy
57,Kenny Foster,G,6-5,187.0,Wyoming,Sr,-,Aurora (CO),Smoky Hill High School
99,Cam Manyawu,F,6-9,215.0,Wyoming,Fr,-,Kansas City (MO),Staley High School
