,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
35,Jaylen Carey,C,6-8,245.0,James Madison,Fr,-,Fort Lauderdale (FL),NSU University School
71,Noah Freidel,F,6-4,210.0,James Madison,Sr,"Nov 26, 2000",Tea (SD),Tea Area High School
94,Raekwon Horton,SG,6-6,215.0,James Madison,Jr,-,Columbia (SC),Vermont Academy
29,Xavier Brown,G,6-2,170.0,James Madison,So,-,Williamsburg (VA),Jamestown High School
171,Jerrell Roberson,F,6-9,225.0,James Madison,So,-,Hyattsville (MD),DeMatha Catholic High School
19,Brycen Blaine,G,6-5,195.0,James Madison,So,-,Lilburn (GA),Berkmar High School
3,Quincy Allen,GF,6-8,190.0,James Madison,So,"Jul 2, 2002",Silver Spring (MD),Maret High School
7,Justin Amadi,PF,6-7,225.0,James Madison,Jr,-,Simpsonville (SC),Dorman High School
164,Jarrell Pope,G,5-9,185.0,James Madison,Jr,-,Virginia Beach (VA),Princess Anne High School
56,Terrence Edwards,GF,6-6,190.0,James Madison,Jr,"May 20, 2002",Decatur (GA),Tucker High School
167,Bryant Randleman,G,6-4,190.0,James Madison,Sr,"May 31, 2000",Durham (NC),Durham Academy
136,Aidan McKeon,G,6-3,195.0,James Madison,Fr,-,Henrico (VA),Douglas Freeman High School
60,Shane Feden,F,6-6,175.0,James Madison,Jr,-,Woodbridge (VA),Woodbridge High School
17,T.J. Bickerstaff,PF,6-9,220.0,James Madison,Sr,-,Tyrone (GA),Sandy Creek High School
179,Hollman Smith,G,6-0,185.0,James Madison,Jr,-,Falls Church (VA),Tilton School
168,Kyran Ratliff,F,6-8,205.0,Louisiana,Fr,-,Shreveport (LA),Dumas High School
205,Chancellor White,GF,6-6,185.0,Louisiana,So,-,Richmond (TX),Foster High School
148,Giovanni Nannucci,G,6-4,195.0,Louisiana,Fr,-,Greensboro (NC),Southern Guilford High School
111,Hosana Kitenge,F,6-8,270.0,Louisiana,Sr,"Dec 17, 2000",Crawley,Charnwood College
37,Joe Charles,F,6-7,195.0,Louisiana,Jr,"Mar 3, 2002",Carencro (LA),Carencro High School
178,Vinny Sigona,G,6-1,165.0,Louisiana,So,-,Plano (TX),Prestonwood Christian Academy
106,Kobe Julien,PF,6-6,215.0,Louisiana,Jr,"Oct 7, 1999",Baton Rouge (LA),Madison Prep Academy
117,Christian Landry,F,6-5,190.0,Louisiana,So,-,Lafayette (LA),St. Thomas More School
33,Blake Butler,G,6-5,210.0,Louisiana,Jr,-,Louisville (KY),Jeffersontown High School
191,Michael Thomas,PG,6-1,160.0,Louisiana,Sr,"Nov 8, 2001",Lake Charles (LA),Hamilton Christian Academy
87,Brandon Hardy,G,6-3,190.0,Louisiana,Fr,-,Zachary (LA),Zachary High School
42,Isaiah Crawford,G,6-3,175.0,Louisiana,Fr,-,New Orleans (LA),Archbishop Shaw High School
74,Themus Fulks,G,6-1,175.0,Louisiana,Jr,-,Winston-Salem (NC),Moravian Prep
66,London Fields,G,6-4,185.0,Louisiana,Fr,-,Tupelo (MS),Tupelo High School
77,Kentrell Garnett,G,6-1,165.0,Louisiana,Jr,"May 1, 2002",Baton Rouge (LA),Catholic High School
133,P.D. McCraney,G,6-1,160.0,Louisiana-Monroe,So,-,Monroe (LA),Neville High School
84,Devon Hancock,PG,6-3,198.0,Louisiana-Monroe,Jr,"Mar 27, 2002",Mesquite (TX),John Horn High School
121,Tyreke Locure,G,6-0,167.0,Louisiana-Monroe,Sr,"Apr 14, 2001",Des Moines (IA),North High School
120,Edwin Litolff,F,6-7,189.0,Louisiana-Monroe,So,-,Livingston (LA),Doyle High School
51,A.D. Diedhiou,C,6-11,250.0,Louisiana-Monroe,Sr,-,Dakar,
189,Ajay Tew,G,5-10,160.0,Louisiana-Monroe,Fr,-,Jonesboro (LA),Jonesboro-Hodge High School
212,Makai Willis,F,6-9,232.0,Louisiana-Monroe,Jr,-,Tallahassee (FL),Florida State University School
21,Jalen Bolden,F,6-4,212.0,Louisiana-Monroe,So,-,Zachary (LA),Zachary High School
208,Johnnie Williams IV,G,6-5,180.0,Louisiana-Monroe,Jr,-,Sarasota (FL),Putnam Science Academy
150,Jerry Ngopot,C,6-11,236.0,Louisiana-Monroe,So,"Apr 7, 2002",Bangui,Lee Academy Prep
213,Jacob Wilson,F,6-6,202.0,Louisiana-Monroe,So,-,Baton Rouge (LA),Liberty Magnet High School
210,Kelton Williams,G,6-1,165.0,Louisiana-Monroe,Fr,-,Midlothian (TX),Midlothian High School
203,Tyreese Watson,G,6-4,190.0,Louisiana-Monroe,Jr,-,Drexel Hill (PA),Monsignor Bonner/Archbishop Prendergast High School
76,Savion Gallion,G,6-4,192.0,Louisiana-Monroe,Sr,"Sep 29, 2000",Washington (DC),Mt. Zion Prep
138,Nika Metskhvarishvili,PF,6-8,240.0,Louisiana-Monroe,Sr,"Oct 10, 1999",Tbilisi,
137,Chase McKey,F,6-10,198.0,Marshall,Jr,"Jun 5, 2002",Alpharetta (GA),Johns Creek High School
131,Nate Martin,F,6-8,215.0,Marshall,Sr,-,Houston (TX),Cypress Creek High School
143,Peter Moe II,F,6-9,,Marshall,Fr,-,Iowa City (IA),The Skill Factory
190,Creighton Thieneman,G,6-5,192.0,Marshall,Jr,"May 23, 2001",Louisville (KY),South Oldham High School
8,Obinna Anochili,PF,6-8,222.0,Marshall,Sr,"Sep 27, 2001",Lagos,Chapmanville High School
155,Ryan Nutter,G,6-4,,Marshall,Fr,-,Dublin (OH),Dublin Jerome High School
140,Goran Miladinovic,C,7-0,244.0,Marshall,Sr,"Dec 21, 1999",Belgrade,Hoosac School
166,Kycen Pruett,F,6-4,,Marshall,Fr,-,Mount Dora (FL),Mount Dora High School
72,Wyatt Fricks,F,6-9,196.0,Marshall,So,"Nov 17, 2002",Lawrenceville (GA),Winder-Barrow High School
40,Jacob Conner,F,6-8,191.0,Marshall,So,"Mar 31, 2004",Kettering (OH),Archbishop Alter High School
41,Cam Crawford,G,6-5,175.0,Marshall,Jr,-,Hoover (AL),Spain Park High School
200,Kevon Voyles,SG,6-3,181.0,Marshall,Sr,"Jun 10, 2000",Berlin (MD),Stephen Decatur High School
174,Marko Sarenac,PG,6-7,207.0,Marshall,Sr,"Nov 18, 1999",Ljubovija,Hoosac School
25,Kyle Braun,G,6-2,177.0,Marshall,Jr,"Nov 14, 2001",Woodland Hills (CA),Scotland Campus
45,Kamdyn Curfman,PG,6-1,190.0,Marshall,Sr,"Nov 22, 2000",North Bethesda (MD),Georgetown Preparatory School
194,Aymeric Toussaint,F,6-10,237.0,Marshall,Jr,"May 28, 2001",Saint-Denis,Hoosac School
11,Bryce Baker,GF,6-5,190.0,Old Dominion,So,-,Mooresville (NC),COMBINE Academy
101,Jaylen Jenkins,G,5-9,146.0,Old Dominion,Fr,-,Hampton (VA),Hampton High School
100,Chaunce Jenkins,F,6-4,173.0,Old Dominion,Jr,"Apr 20, 2002",Newport News (VA),Menchville High School
4,Vasean Allette,G,6-3,175.0,Old Dominion,Fr,"Apr 28, 2004",Thornhill,Thornlea Secondary School
5,Yamari Allette,G,6-3,190.0,Old Dominion,Fr,-,Toronto,United Scholarship Academy
157,Leeroy Odiahi,FC,6-11,215.0,Old Dominion,Jr,"Jan 18, 2002",Tralee,
201,Jason Wade,PG,6-4,245.0,Old Dominion,Sr,-,Richmond (VA),Trinity Episcopal School
36,Devin Ceaser,G,6-0,170.0,Old Dominion,So,-,Waldorf (MD),St. Stephen's & St. Agnes School
57,Imo Essien,G,5-11,170.0,Old Dominion,Jr,-,Wylie (TX),Bishop Lynch High School
209,Dericko Williams,F,6-7,220.0,Old Dominion,Sr,-,Kinston (NC),Winston-Salem Preparatory Academy
211,Tyrone Williams,GF,6-5,195.0,Old Dominion,Sr,-,Philadelphia (PA),Olney High School
92,Sam Hood,PF,6-9,250.0,Old Dominion,So,-,Raleigh (NC),Millbrook High School
165,Daniel Pounds,F,6-7,220.0,Old Dominion,Fr,-,Forest Park (GA),Newton High School
20,R.J. Blakney,SG,6-6,205.0,Old Dominion,Jr,"Jun 8, 1998",Hagerstown (MD),Loomis Chaffee School
102,Cooper Jones,G,6-1,163.0,Old Dominion,So,-,Williamsburg (VA),Walsingham Academy
161,Elijah Ormiston,F,6-8,220.0,South Alabama,Jr,-,Easley (SC),Cannon School
185,Samuel Tabe,SG,6-5,200.0,South Alabama,Sr,-,Beltsville (MD),High Point High School
108,Marshall Kearing,F,6-9,235.0,South Alabama,Sr,-,Perth,Willetton Senior High School
28,Judah Brown,SF,6-6,225.0,South Alabama,Sr,-,Newport Beach (CA),Pacifica Christian High School
95,Thomas Howell,PF,6-8,225.0,South Alabama,Jr,-,Natchitoches (LA),St. Mary's High School
112,Ethan Kizer,F,6-5,175.0,South Alabama,Fr,-,Metamora (IL),Metamora Township High School
116,Maxwell Land,GF,6-4,185.0,South Alabama,Sr,-,Mason (OH),Moeller High School
141,Marcus Millender,G,5-9,160.0,South Alabama,Fr,-,Friendswood (TX),Clear Brook High School
26,John Broom,F,6-5,170.0,South Alabama,Fr,-,Jacksonville (AL),Jacksonville High School
129,Julian Margrave,,6-10,205.0,South Alabama,So,-,Louisburg (KS),New Hampton School
105,Tyrell Jones,PG,6-2,190.0,South Alabama,Sr,-,Tallahassee (FL),West Oak Academy
75,Isiah Gaiter,G,6-3,190.0,South Alabama,Sr,-,Meriden (CT),Sacred Heart High School
97,Donovan Ivory,F,6-6,195.0,Southern Mississippi,Sr,-,Appleton (WI),Kaukauna High School
89,Victor Hart,F,6-8,204.0,Southern Mississippi,Sr,-,Miami (FL),North Miami Beach High School
83,Bryson Hall,F,6-8,240.0,Southern Mississippi,So,-,Northport (AL),Tuscaloosa County High School
43,Austin Crowley,G,6-5,184.0,Southern Mississippi,Sr,"Sep 7, 2000",West Point (MS),Sunrise Christian Academy
15,Jose Benitez,G,6-1,180.0,Southern Mississippi,Jr,-,Santo Domingo,Palm Glades Preparatory Academy
10,Mo Arnold,G,6-1,181.0,Southern Mississippi,Sr,-,Picayune (MS),Picayune High School
9,Jeff Armstrong,PG,5-11,171.0,Southern Mississippi,Jr,-,Rainsville (AL),Massanutten Military Academy
6,Neftali Alvarez,PG,6-0,196.0,Southern Mississippi,Sr,"Jun 20, 1999",San Juan (PR),Miami Christian School
2,Trey Alfonso,G,6-1,176.0,Southern Mississippi,Jr,-,Chalmette (LA),Fontainebleau High School
44,Andre Curbelo,PG,6-1,175.0,Southern Mississippi,Sr,"Oct 13, 2001",Brookville (NY),Long Island Lutheran High School
98,Victor Iwuakor,F,6-7,225.0,Southern Mississippi,Sr,"Dec 19, 1999",Abuja,Sulphur Springs High School
216,Lieb Yat,C,6-11,220.0,Southern Mississippi,Jr,-,Melbourne,
144,Cobie Montgomery,F,6-5,200.0,Southern Mississippi,Sr,-,Louisville (KY),Waggoner High School
99,Tegra Izay,C,7-0,245.0,Southern Mississippi,Sr,-,Montreal,Archbishop Carroll High School
114,Luke Ladner,G,6-3,195.0,Southern Mississippi,Sr,-,Bay St. Louis (MS),Saint Stanislaus College
172,Tate Ryder,G,6-0,167.0,Southern Mississippi,Sr,-,Hattiesburg (MS),Oak Grove High School
22,Ryan Bolton,C,6-10,230.0,Texas State,Fr,-,Waller (TX),Legacy the School of Sport Sciences
16,Coleton Benson,PG,6-1,170.0,Texas State,So,-,Austin (TX),Bowie High School
122,Brandon Love,F,6-9,208.0,Texas State,Jr,-,Houston (TX),George Bush High School
199,Marshaun Vann,G,5-11,,Texas State,Fr,-,Arlington (TX),
49,Dylan Dawson,SG,6-3,180.0,Texas State,Sr,-,Humble (TX),Atascocita High School
196,Christian Turner,F,6-7,220.0,Texas State,Sr,"Sep 20, 2001",Grand Prairie (TX),South Grand Prairie High School
54,Drue Drinnon,PG,6-1,180.0,Texas State,Sr,"Dec 6, 1999",Smyrna (GA),NSU University School
152,Chris Nix,F,6-9,220.0,Texas State,Sr,"Jan 3, 2000",Nashville (TN),Hillwood High School
146,Tyrel Morgan,SG,6-5,185.0,Texas State,Sr,-,Fairburn (GA),Langston Hughes High School
82,Kaden Gumbs,G,6-2,165.0,Texas State,Fr,-,San Marcos (TX),San Marcos High School
156,Josh O'Garro,G,6-6,175.0,Texas State,Sr,-,Santa Clarita (CA),Santa Clarita Christian School
186,Elijah Tate,G,6-4,190.0,Texas State,Jr,-,Baton Rouge (LA),Madison Prep Academy
93,Dontae Horne,G,6-4,,Texas State,Jr,-,Memphis (TN),Kirby High School
184,Davion Sykes,SG,6-6,200.0,Texas State,So,-,Duncanville (TX),Duncanville High School
132,Jordan Mason,G,6-2,175.0,Texas State,So,-,San Antonio (TX),Clark High School
14,Jerrell Bellamy,C,6-9,210.0,Troy,Jr,-,Phenix City (AL),
142,Kam Mitchell,G,6-4,185.0,Troy,So,"Apr 26, 2004",Dothan (AL),Houston Academy
162,Randi Ovalle,F,6-7,210.0,Troy,So,-,Anacoco (LA),Victory Christian Center School
147,Aamer Muhammad,G,6-1,195.0,Troy,Sr,-,Rio Rancho (NM),V. Sue Cleveland High School
169,"Marcus Rigsby, Jr.",GF,6-5,185.0,Troy,So,-,Irving (TX),
104,Randarius Jones,F,6-7,235.0,Troy,So,-,Richardson (TX),
39,Tayton Conerway,G,6-3,175.0,Troy,Jr,-,Fort Worth (TX),
202,Keenan Walker,F,6-3,215.0,Troy,Fr,-,St. Louis (MO),
170,Myles Rigsby,F,6-5,190.0,Troy,Fr,-,Fort Worth (TX),MacArthur High School
53,Thomas Dowd,F,6-8,205.0,Troy,Fr,-,Dothan (AL),Dothan High School
58,Christyon Eugene,G,6-3,210.0,Troy,Sr,-,Spring (TX),Spring High School
65,Jackson Fields,F,6-8,210.0,Troy,So,-,Missouri City (TX),Elkins High School
73,Marcus Friend,G,6-0,193.0,Troy,Sr,-,Watervliet (NY),Lee Academy Prep
176,Theo Seng,F,6-9,220.0,Troy,Jr,-,Davis (CA),Davis Senior High School
110,Kerrington Kiel,F,6-6,185.0,Troy,Fr,-,Birmingham (AL),Ramsay High School
204,Braydon Whitaker,G,6-0,185.0,Troy,Jr,-,Slocomb (AL),Slocomb High School
198,Victor Valdes,F,6-6,,Troy,Fr,"Jun 18, 2004",,
