,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
139,Alec Pfriem,F,6-5,205.0,Bellarmine,Sr,-,Cincinnati (OH),Moeller High School
187,Bash Wieland,G,6-6,215.0,Bellarmine,Sr,-,Cincinnati (OH),Lakota East High School
73,Curt Hopf,PF,6-8,230.0,Bellarmine,Jr,-,Ferdinand (IN),Forest Park High School
5,Luke Anderson,F,6-8,180.0,Bellarmine,Fr,-,Goshen (KY),North Oldham High School
184,Grant Whitaker,GF,6-4,185.0,Bellarmine,Fr,-,Murray (KY),Murray High School
51,Ben Fox,F,6-5,190.0,Central Arkansas,Fr,-,Little Rock (AR),Little Rock Christian High School
152,J.D. Roberts,F,6-6,200.0,Central Arkansas,Fr,-,Kansas City (MO),Link Year Prep
130,Issakha Niang,F,6-8,220.0,Central Arkansas,Jr,-,Dakar,
161,Brendan Simmons,G,6-2,195.0,Central Arkansas,Sr,-,El Dorado (AR),El Dorado High School
46,Ubong Abasi Etim,FC,6-9,225.0,Central Arkansas,So,-,Richmond (CA),North Little Rock High School
6,Tucker Anderson,F,6-8,190.0,Central Arkansas,Fr,-,Centerton (AR),Bentonville High School
98,Ibbe Klintman,F,6-8,200.0,Central Arkansas,Jr,-,Malmo,Scotland Campus
77,Camren Hunter,GF,6-3,200.0,Central Arkansas,Jr,-,Bryant (AR),Bryant High School
166,Daniel Sofield,SG,6-7,215.0,Central Arkansas,Sr,-,Jackson (NJ),Jackson Liberty High School
38,"Carl Daughtery, Jr.",G,6-3,170.0,Central Arkansas,So,-,Maumelle (AR),Maumelle High School
97,Johannes Kirsipuu,G,6-2,186.0,Central Arkansas,So,"Feb 4, 2002",Sulu,
60,Javion Guy-King,F,6-6,205.0,Central Arkansas,Fr,-,Little Rock (AR),Mills University Studies High School
135,Masai Olowokere,F,6-5,195.0,Central Arkansas,Sr,-,Brooklyn (NY),American Heritage School
18,Tucker Bowman,G,5-10,160.0,Central Arkansas,Fr,-,Centerton (AR),Bentonville High School
124,Gavin Muse,GF,6-4,180.0,Central Arkansas,Fr,-,Cabot (AR),Cabot High School
28,Elias Cato,GF,6-8,200.0,Central Arkansas,Jr,-,,Sunrise Christian Academy
26,Caleb Carr,FC,6-9,260.0,Central Arkansas,Fr,-,Las Cruces (NM),Las Cruces High School
125,Montavious Myrick,F,6-8,208.0,Eastern Kentucky,Jr,-,Atlanta (GA),North Atlanta High School
136,David Onanina,F,6-8,230.0,Eastern Kentucky,Fr,-,Arlington (VA),Bishop O'Connell High School
138,Bryson Perry,G,5-9,158.0,Eastern Kentucky,So,-,Richmond (KY),Model Laboratory School
71,Jackson Holt,G,6-4,185.0,Eastern Kentucky,So,-,Cincinnati (OH),Moravian Prep
122,Michael Moreno,SF,6-7,225.0,Eastern Kentucky,Sr,"Dec 14, 2000",Georgetown (KY),Scott County Central High School
81,DaShawn Jackson,G,6-3,196.0,Eastern Kentucky,Jr,-,Lexington (KY),Frederick Douglass High School
3,Jax Allen,G,6-3,195.0,Eastern Kentucky,Fr,-,Edmonton (KY),Metcalfe County High School
17,Devontae Blanton,F,6-6,214.0,Eastern Kentucky,Sr,-,Lakewood (OH),St. Edmond Catholic School
36,Isaiah Cozart,PF,6-7,240.0,Eastern Kentucky,Sr,"Apr 13, 2001",Richmond (VA),Madison Central High School
34,Collin Cooper,G,6-2,190.0,Eastern Kentucky,Sr,-,Fayetteville (AR),Fayetteville High School
181,Leland Walker,G,6-1,185.0,Eastern Kentucky,So,-,Indianapolis (IN),Hargrave Military Academy
178,John Ukomadu,F,6-7,195.0,Eastern Kentucky,Sr,-,Detroit (MI),Roseville High School
32,Tayshawn Comer,G,6-1,190.0,Eastern Kentucky,So,-,Indianapolis (IN),Cathedral High School
172,Pierce Thomas,GF,6-5,210.0,Eastern Kentucky,So,-,Brownsburg (IN),Brownsburg High School
177,Robby Todd,F,6-7,220.0,Eastern Kentucky,Fr,-,Richmond (KY),Madison Central High School
25,Turner Buttry,G,5-11,165.0,Eastern Kentucky,So,-,Bowling Green (KY),Bowling Green High School
105,Cyrus Largie,PG,6-3,204.0,Florida Gulf Coast,Sr,"Jul 1, 2000",Tamarac (FL),Mater Academy
7,Zach Anderson,F,6-7,205.0,Florida Gulf Coast,Sr,"Jun 3, 2002",Orlando (FL),Apopka High School
11,Rahmir Barno,PG,5-11,155.0,Florida Gulf Coast,Fr,-,Philadelphia (PA),Imhotep Charter School
183,Andre Weir,F,6-10,265.0,Florida Gulf Coast,Jr,"Aug 10, 2001",Hollywood (FL),Chaminade-Madonna High School
180,Blaise Vespe,GF,6-7,220.0,Florida Gulf Coast,So,"Nov 6, 2002",Franklin (NJ),Neumann-Goretti High School
173,Isaiah Thompson,PG,6-1,160.0,Florida Gulf Coast,Sr,"Jun 12, 2000",Zionsville (IN),Zionsville High School
148,Kyle Riemenschneider,F,6-5,205.0,Florida Gulf Coast,Sr,-,Fort Myers (FL),Fort Myers High School
95,Keeshawn Kellman,F,6-9,235.0,Florida Gulf Coast,Sr,-,Allentown (PA),Perkiomen School
149,Dakota Rivers,SF,6-8,208.0,Florida Gulf Coast,Sr,"Jun 21, 2001",Winter Garden (FL),Windermere Preparatory School
128,Isaiah Nelson-Ododa,F,6-10,180.0,Florida Gulf Coast,So,"Jun 21, 2003",Winder (GA),Winder-Barrow High School
87,Dallion Johnson,PG,6-3,182.0,Florida Gulf Coast,Sr,"Mar 7, 2001",Boston (MA),Phillips Academy
44,Brandon Dwyer,G,6-3,180.0,Florida Gulf Coast,Jr,-,Newark (DE),Sanford School
91,Chase Johnston,SG,6-3,185.0,Florida Gulf Coast,Sr,-,Fort Lauderdale (FL),Westminster Academy
120,Franco Miller Jr.,PG,6-3,201.0,Florida Gulf Coast,Sr,"Feb 9, 1999",Freeport,Crestwood Preparatory College
140,Xavier Pina,G,6-3,,Florida Gulf Coast,Jr,-,Woodbury (NJ),
157,Josiah Shackleford,PF,6-9,225.0,Florida Gulf Coast,Jr,-,Raleigh (NC),Word of God Christian Academy
114,Robert McCray V,G,6-4,186.0,Jacksonville,Jr,-,Columbia (SC),A.C. Flora High School
191,Bryce Workman,PF,6-7,230.0,Jacksonville,Sr,-,Tampa (FL),Sickles High School
100,Jonathan Kurtas,C,6-10,245.0,Jacksonville,Jr,-,Mooresville (NC),Lake Norman High School
137,Stephon Payne III,F,6-9,220.0,Jacksonville,So,-,Jacksonville (FL),Andrew Jackson High School
142,Gyasi Powell,PG,6-3,195.0,Jacksonville,Sr,-,Jacksonville (FL),Bishop John J. Snyder High School
143,DeeJuan Pruitt,F,6-8,235.0,Jacksonville,Jr,-,Sacramento (CA),Grant Union High School
150,Donovan Rivers,F,6-9,220.0,Jacksonville,Fr,-,Columbia (SC),Ridge View High School
58,Jalen Griffith,G,5-10,140.0,Jacksonville,Fr,-,Chicago (IL),Simeon Career Academy
55,Lucas Gibb,F,6-6,190.0,Jacksonville,Fr,-,Miami (FL),Miami Beach High School
155,Josiah Sabino,G,6-4,195.0,Jacksonville,Fr,-,Jacksonville (FL),Orange Park High School
131,Marcus Niblack,PG,6-2,190.0,Jacksonville,Jr,-,Wildwood (FL),Wildwood High School
41,Tito Deng,F,6-11,186.0,Jacksonville,Fr,"Apr 2, 2003",Turalie,
40,Sejr Deans,G,6-2,205.0,Jacksonville,So,"Jan 29, 2003",Launceston,NBA Global Academy
12,Zach Bell,G,6-2,180.0,Jacksonville,So,-,Barnwell (SC),Grovetown High School
33,Jarius Cook,G,6-3,185.0,Jacksonville,Sr,-,Brooklyn Park (MN),Park Center Senior High School
21,Carson Brown,G,6-1,180.0,Jacksonville,Jr,-,Miramar (FL),South Walton High School
186,Marcus Whitlock,G,6-2,161.0,Kennesaw State,Fr,-,Covington (GA),Newton High School
160,Frankquon Sherman,F,6-7,210.0,Kennesaw State,Fr,-,Grovetown (GA),Grovetown High School
153,Demond Robinson,PF,6-8,264.0,Kennesaw State,Sr,"Oct 11, 2000",Meridian (MS),Robert E. Lee High School
168,Charles Stone,G,6-2,170.0,Kennesaw State,So,-,Columbus (GA),Columbus High School
0,Quincy Ademokoya,GF,6-6,185.0,Kennesaw State,Jr,-,Dacula (GA),Norcross High School
96,Jamel King,SF,6-7,200.0,Kennesaw State,Jr,-,Tuscaloosa (AL),Bella Vista College Prep
65,Armani Harris,SF,6-6,204.0,Kennesaw State,Sr,-,Brooklyn (NY),Newton High School
72,Jusaun Holt,GF,6-7,184.0,Kennesaw State,Jr,-,Tacoma (WA),Saint Francis High School
70,Eric Holland,G,5-8,145.0,Kennesaw State,So,-,Rome (GA),Rome High School
69,Delaney Heard,G,6-3,209.0,Kennesaw State,Sr,"Dec 22, 2001",Canton (GA),Oak Hill Academy
89,R.J. Johnson,G,6-4,230.0,Kennesaw State,Fr,-,Huntsville (AL),Virgil I. Grissom High School
101,Cole LaRue,F,6-9,236.0,Kennesaw State,Sr,-,Mobile (AL),McGill-Toolen Catholic High School
35,Simeon Cottle,G,6-1,165.0,Kennesaw State,So,-,East Point (GA),The Skill Factory
57,Rongie Gordon,F,6-8,220.0,Kennesaw State,Jr,"Oct 24, 2001",Montgomery (AL),Sidney Lanier High School
30,Chase Clemmons,G,6-0,172.0,Kennesaw State,Fr,-,Atlanta (GA),Legacy Early College
24,Terrell Burden,PG,5-10,170.0,Kennesaw State,Sr,-,Smyrna (GA),Campbell High School
23,Matt Brown,G,6-5,185.0,Kennesaw State,Jr,-,Stockbridge (GA),The Walker School
39,Paxton Davidson,G,6-3,197.0,Lipscomb,So,-,Mount Juliet (TN),
47,Dylan Faulkner,F,6-8,190.0,Lipscomb,Fr,-,Calhoun (GA),Calhoun High School
78,Hank Hutcheson,F,6-6,191.0,Lipscomb,Sr,-,Brentwood (TN),Lipscomb Academy
144,Will Pruitt,G,6-3,195.0,Lipscomb,Jr,-,Mount Juliet (TN),Mount Juliet High School
68,Cody Head,G,6-3,170.0,Lipscomb,Fr,-,Cleveland (OH),Lutheran High School East
19,Derrin Boyd,G,6-3,210.0,Lipscomb,Jr,-,Prince Frederick (MD),Caldwell County High School
9,Grant Asman,C,6-10,210.0,Lipscomb,So,-,Kimberly (WI),Kimberly High School
4,Joe Anderson,PG,6-0,175.0,Lipscomb,Sr,-,Maryville (TN),Maryville High School
74,Rylan Houck,F,6-5,192.0,Lipscomb,So,-,Oxford (AL),Oxford High School
134,Jacob Ognacevic,F,6-7,220.0,Lipscomb,Jr,"Jan 29, 2002",Sheboygan (WI),Sheboygan Lutheran High School
169,Logan Suber,G,6-0,170.0,Lipscomb,Fr,-,Fredericksburg (VA),Mt. Zion Prep
80,Jack Ingold,GF,6-3,190.0,Lipscomb,Sr,-,Charleston (WV),George Washington High School
102,Zach Lamey,G,6-3,175.0,Lipscomb,Fr,-,Birmingham (AL),Briarwood Christian High School
113,Owen McCormack,F,6-8,230.0,Lipscomb,Sr,-,Advance (NC),Davie County High School
90,T.J. Johnson,F,6-6,203.0,Lipscomb,So,-,Belton (TX),Belton High School
121,Jason Montgomery,G,6-5,200.0,Lipscomb,Sr,-,St. Louis (MO),Marquette High School
115,A.J. McGinnis,G,6-4,177.0,Lipscomb,Sr,-,Huntsville (AL),Link Year Prep
192,Sawyer Wright,C,6-8,228.0,North Alabama,Sr,"Aug 14, 2001",Tuscaloosa (AL),Deshler High School
165,"Tim Smith, Jr.",SF,6-7,230.0,North Alabama,Sr,-,Lakewood (OH),Lakewood High School
29,Micah Clark,G,6-7,235.0,North Alabama,So,-,Lancaster (TX),Lancaster High School
48,Blake Floyd,G,6-0,170.0,North Alabama,So,-,Pelham (AL),Spain Park High School
49,Damian Forrest,F,6-9,235.0,North Alabama,Sr,-,Fort Collins (CO),Poudre High School
50,Marco Foster,SG,6-2,180.0,North Alabama,Sr,-,Lancaster (TX),Lancaster High School
52,Josiah Fulcher,G,6-4,195.0,North Alabama,Sr,-,Pickerington (OH),Pickerington High School Central
22,Detalian Brown,G,6-2,190.0,North Alabama,Sr,"Nov 21, 2000",Chicago (IL),Uplift Community High School
64,Hugh Hargett,G,5-11,175.0,North Alabama,Fr,-,Florence (AL),Mars Hill Bible School
103,Jacari Lane,G,6-0,178.0,North Alabama,So,-,Huntsville (AL),Lee High School
167,Will Soucie,SF,6-6,200.0,North Alabama,Sr,-,Peapack-Gladstone (NJ),Gill St. Bernard's School
83,Drake James,G,6-3,180.0,North Alabama,Fr,-,Florence (AL),Haleyville High School
88,K.J. Johnson,SG,6-3,173.0,North Alabama,Sr,-,Lewisburg (TN),Marshall County High School
127,Eoin Nelson,PF,6-11,240.0,North Alabama,Sr,"May 22, 2000",Dublin,
75,Dallas Howell,SF,6-7,210.0,North Alabama,Sr,-,Coffee Springs (AL),Enterprise High School
84,Canin Jefferson,G,6-2,,North Alabama,Fr,-,New Orleans (LA),Isidore Newman School
1,Jamal Albritton,F,6-9,245.0,North Alabama,Jr,-,Montgomery (AL),Julian High School
82,Dorian James,F,6-7,215.0,North Florida,Sr,"Sep 21, 1999",Winter Haven (FL),Winter Haven High School
108,Nate Lliteras,SG,6-7,210.0,North Florida,Sr,-,Seward (NE),Seward High School
123,Ametri Moss,G,6-2,170.0,North Florida,Jr,-,Clarksville (TN),Northwest High School
163,Jaylen Smith,G,5-11,175.0,North Florida,Fr,-,Orlando (FL),West Oak Academy
132,Jah Nze,G,6-4,222.0,North Florida,So,-,Oviedo (FL),Hagerty High School
119,Jasai Miles,F,6-6,210.0,North Florida,Fr,-,Miami (FL),Miami Country Day School
146,Brandon Rasmussen,F,6-4,183.0,North Florida,Jr,"Aug 21, 2002",Christiansted (VI),Potter's House Christian Academy
179,Jake Van Der Heijden,SF,6-9,233.0,North Florida,Sr,"Jul 4, 2000",Raleigh (NC),Ravenscroft School
62,A.J. Hamrick,C,6-10,210.0,North Florida,Jr,-,Rock Hill (SC),Westminster Catawba Christian School
76,Max Hrdlicka,G,6-6,208.0,North Florida,Fr,-,Brunswick (GA),Glynn Academy
109,Tre Lockett,G,6-5,190.0,North Florida,Fr,-,Tampa (FL),Carrollwood Day School
13,Oscar Berry,G,6-4,188.0,North Florida,Jr,-,Melbourne,IMG Academy
104,Chaz Lanier,G,6-4,195.0,North Florida,Jr,-,Nashville (TN),The Ensworth School
106,Mason Lee,F,6-7,195.0,North Florida,Fr,-,Jacksonville (FL),Providence School
31,Trent Coleman,GF,6-7,195.0,North Florida,Jr,-,Ridgeland (MS),Putnam Science Academy
8,Christian Ashby,G,6-2,185.0,Queens University,Jr,-,Houston (TX),Atascocita High School
175,Logan Threatt,G,6-3,190.0,Queens University,So,-,Matthews (NC),Carmel Christian School
2,Deyton Albury,G,6-2,190.0,Queens University,Jr,"Apr 11, 2002",Nassau,Sunrise Christian Academy
99,Luke Krawczyk,F,6-8,225.0,Queens University,Fr,-,Fort Mill (SC),Carmel Christian School
189,Malcolm Wilson,C,7-0,215.0,Queens University,Sr,-,Columbia (SC),Ridge View High School
27,Bryce Cash,GF,6-5,210.0,Queens University,Fr,-,Charlotte (NC),Carmel Christian School
126,Vaishnav Nayanala,G,6-2,160.0,Queens University,Fr,-,Willoughby (OH),
129,Jordon Nevill,G,5-11,160.0,Queens University,Fr,-,Charlotte (NC),East Mecklenburg High School
112,Kalib Mathews,G,6-4,185.0,Queens University,Jr,-,Franklinton (NC),Henderson Collegiate High School
118,B.J. McLaurin,F,6-8,230.0,Queens University,Sr,-,Fayette (MO),Seventy-First High School
156,Jacobi Sebock,GF,6-6,195.0,Queens University,So,-,Midwest City (OK),Midwest City High School
141,Jaxon Pollard,SG,6-7,225.0,Queens University,Jr,-,Highland (UT),Lone Peak High School
116,A.J. McKee,SG,6-2,200.0,Queens University,Jr,-,Mint Hill (NC),Independence High School
54,Kobe George,G,6-3,195.0,Queens University,Fr,-,Burlington (NC),The Burlington School
145,Gavin Rains,PF,6-7,230.0,Queens University,Sr,-,Trinity (NC),Wheatmore High School
93,Isaac Jones,G,6-1,,Stetson,Fr,-,DeLand (FL),Father Lopez Catholic High School
79,Jackson Huxtable,F,6-5,186.0,Stetson,Fr,-,Sydney,Montverde Academy
133,Alec Oglesby,SG,6-5,187.0,Stetson,Sr,"Sep 13, 2001",Suwanee (GA),The Rock High School
10,Landen Babusiak,C,6-10,,Stetson,Fr,-,St. John (IN),Bosco Institute
66,Cyncier Harrison,G,6-0,160.0,Stetson,So,-,Charlotte (NC),
59,Tristan Gross,F,6-6,180.0,Stetson,Fr,"Dec 1, 2003",Clearwater (FL),St. Petersburg High School
94,Bruce Kanno,F,6-7,210.0,Stetson,So,"May 6, 2003",New York (NY),Meisei High School
53,Aubin Gateretse,C,6-11,210.0,Stetson,Jr,"Aug 16, 2001",Charleroi,Calusa Preparatory School
107,Naeem Lewis,G,6-2,,Stetson,Jr,-,Pasadena (CA),La Salle High School
154,Giancarlo Robles,G,6-3,170.0,Stetson,Sr,"May 3, 2001",Santo Domingo,Heritage Christian Academy
174,Treyton Thompson,C,7-0,210.0,Stetson,Jr,-,Alexandria (MN),La Lumiere School
42,Alex Doyle,PF,6-9,165.0,Stetson,Fr,"Feb 9, 2004",Oldenburg,DME Academy
171,Stephan D. Swenson,PG,6-2,195.0,Stetson,Sr,"Jun 30, 2002",Brussels,Westminster Academy
164,Josh Smith,F,6-9,215.0,Stetson,Sr,-,Monrovia (IN),Monrovia High School
16,Jalen Blackmon,PG,6-3,180.0,Stetson,Jr,-,Fort Wayne (IN),Marion High School
159,Finley Sheridan,F,6-10,195.0,Stetson,Fr,-,Long Island City (NY),Long Island Lutheran High School
