,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
129,Jaden Seymour,SF,6-8,205.0,East Tennessee State,Jr,"May 23, 2002",Charlotte (NC),Northside Christian Academy
51,Marcus Foster,G,6-4,200.0,Furman,Sr,-,Atlanta (GA),Drew Charter School
143,Thomas Tillman,F,6-6,200.0,Furman,So,-,Charleston (SC),Charleston Charter School for Math and Science
147,Ben Vander Wal,F,6-7,210.0,Furman,So,-,Elmhurst (IL),Timothy Christian School
14,Cooper Bowser,C,6-11,200.0,Furman,Fr,-,Dumfries (VA),Saint John Paul the Great Catholic High School
104,Davis Molnar,F,6-6,215.0,Furman,Fr,-,Fayetteville (NC),Terry Sanford Senior High School
57,Garrett Hien,F,6-9,215.0,Furman,Sr,-,Charlotte (NC),Concord First Assembly
23,Jeremy Burr,G,6-2,170.0,Furman,Fr,-,Greenville (SC),Wade Hampton High School
153,Carter Whitt,PG,6-3,185.0,Furman,Jr,-,Raleigh (NC),Leesville High School
64,Tyrese Hughey,F,6-6,220.0,Furman,Jr,-,Columbus (OH),Thomas Worthington High School
135,"PJay Smith, Jr.",GF,6-0,175.0,Furman,Jr,"Feb 13, 2003",LaVergne (TN),Goodpasture High School
116,J.P. Pegues,G,6-1,180.0,Furman,Jr,"Nov 14, 2002",Nashville (TN),Hillsboro Comprehensive High School
65,"Tommy Humphries, Jr.",F,6-5,190.0,Furman,Fr,-,Fridley (MN),Totino-Grace High School
20,Eddrin Bronson,G,6-4,184.0,Furman,Fr,-,Tampa (FL),
154,Alex Williams,F,6-5,235.0,Furman,Jr,"Jul 22, 2002",Xenia (OH),Moeller High School
35,Cason Collins,G,6-3,180.0,Furman,Fr,-,Morehead City (NC),
158,Michael Zanoni,F,6-5,185.0,Mercer,So,-,Greensboro (NC),Greensboro Day School
54,T.J. Grant,F,6-5,185.0,Mercer,So,-,Kathleen (GA),Veterans High School
66,Caleb Hunter,PG,5-10,185.0,Mercer,Sr,-,Southfield (MI),Southfield Christian School
60,Alex Holt,F,6-8,245.0,Mercer,Sr,-,Lexington (NC),Lexington Senior High School
98,Jalyn McCreary,PF,6-8,215.0,Mercer,Sr,-,Kennesaw (GA),Legacy Charter High School
34,Jalen Cobb,G,6-1,175.0,Mercer,Sr,-,Atlanta (GA),Loomis Chaffee School
122,Jah Quinones,G,6-4,220.0,Mercer,So,-,Orlando (FL),Lakeland Christian School
44,Sidy Diallo,C,7-2,,Mercer,So,-,Dakar,Findlay College Prep
11,Anthony Benard,G,5-10,,Mercer,Fr,-,Grosse Pointe (MI),Grosse Point South High School
121,Lukas Platauna,G,6-4,190.0,Mercer,Fr,-,Savannah (GA),Woodville-Tompkins Institute
28,Robby Carmody,SF,6-4,202.0,Mercer,Sr,"May 8, 1999",Mars (PA),Mars High School
113,Earnest Ofremu,GF,6-5,185.0,Mercer,Fr,-,Powder Springs (GA),McEachern High School
41,Jake Davis,F,6-6,,Mercer,Fr,-,Indianapolis (IN),Cathedral High School
110,Amanze Ngumezi,PF,6-9,245.0,Mercer,Sr,"Jan 19, 2000",Savannah (GA),Sol C. Johnson High School
142,David Thomas,G,6-2,185.0,Mercer,Fr,-,McDonough (GA),Eagles Landing Christian Academy
149,Grayson Walters,F,6-5,210.0,Samford,Sr,-,Mountain Brook (AL),Link Year Prep
148,Lukas Walls,G,6-5,203.0,Samford,Fr,-,Knoxville (TN),Webb School of Knoxville
93,Zach Loveday,C,7-0,240.0,Samford,Sr,-,Gallipolis (OH),Huntington Prep
83,Thomas Kizer,G,6-2,165.0,Samford,Fr,-,Memphis (TN),Evangelical Christian School
107,Charlie Morrison,G,6-0,190.0,Samford,Sr,-,Athens (AL),Lindsay Lane Christian Academy
85,Owen LaRocca,G,6-1,150.0,Samford,Sr,-,Sugar Land (TX),Fort Bend Christian Academy
140,Paulie Stramaglia,PG,5-11,180.0,Samford,Sr,-,Mountain Brook (AL),Mountain Brook High School
90,Chandler Leopard,G,6-3,190.0,Samford,Sr,-,Athens (AL),Athens High School
94,Jermaine Marshall,F,6-6,225.0,Samford,Sr,"May 2, 2000",Birmingham (AL),Hueytown High School
73,Nathan Johnson,F,6-7,205.0,Samford,Sr,-,Adel (IA),Sunrise Christian Academy
139,A.J. Staton-McCray,G,6-5,190.0,Samford,Sr,-,Charlotte (NC),West Oak Academy
0,Achor Achor,F,6-9,222.0,Samford,Jr,-,Melbourne,Greenforest Christian High School
79,Rylan Jones,PG,6-0,175.0,Samford,Sr,-,Logan (UT),Olympus High School
55,Dallas Graziani,G,5-7,140.0,Samford,So,-,Pembroke Pines (FL),Pembroke Pines Charter High School
56,Garrett Hicks,G,6-0,165.0,Samford,Sr,"Jan 22, 2001",Madison (AL),James Clemens High School
27,Jaden Campbell,G,6-5,205.0,Samford,Sr,-,Brampton,The Rock High School
16,Brody Boyer,G,6-4,210.0,Samford,Sr,-,Palm Bay (FL),Bayside High School
25,Jonathan Caicedo,F,6-7,214.0,Samford,Fr,-,Tampa (FL),Dr. Phillips High School
59,Josh Holloway,G,6-2,160.0,Samford,Fr,-,Memphis (TN),Oak Hill Academy
63,Joshua Hughes,F,6-5,200.0,Samford,So,-,Woodstock (GA),Etowah High School
5,Riley Allenspach,C,6-10,215.0,Samford,Fr,-,Charlotte (NC),Providence Day School
111,Quinn Nielsen,C,6-11,250.0,The Citadel,Fr,-,Chestnut Hill (MA),Brimmer & May School
46,Madison Durr,GF,6-4,200.0,The Citadel,So,-,Atlanta (GA),Pace Academy
96,Colby McAllister,GF,6-5,195.0,The Citadel,So,-,Spanish Fort (AL),Spanish Fort High School
29,Tony Carpio,F,6-8,220.0,The Citadel,So,-,Suwanee (GA),Providence Christian School
106,Elijah Morgan,G,6-1,180.0,The Citadel,Sr,-,New Orleans (LA),Jesuit High School
43,Keynan Davis,GF,6-5,200.0,The Citadel,Fr,-,Chicago (IL),SPIRE Sports Academy
105,Christian Moore,GF,6-6,230.0,The Citadel,Fr,-,Los Angeles (CA),Avon Old Farms High School
120,Marcus Pigram,G,6-3,200.0,The Citadel,Fr,-,Chicago (IL),Whitney Young High School
125,Kam Roberts,GF,6-6,220.0,The Citadel,Fr,-,South Boston (VA),Hargrave Military Academy
134,A.J. Smith,SF,6-4,215.0,The Citadel,So,-,Charlotte (NC),COMBINE Academy
42,Josh Davis,G,6-2,175.0,The Citadel,So,-,Southlake (TX),Grapevine High School
58,Winston Hill,F,6-7,245.0,The Citadel,Sr,-,Columbia (SC),Irmo High School
12,Levi Birkholz,G,6-3,195.0,The Citadel,Fr,-,Lake Mills (WI),Lakeside Lutheran High School
3,Cole Alexander,F,6-6,210.0,The Citadel,So,-,Charleston (SC),Bishop England High School
68,Rowan Irelan,G,6-3,190.0,The Citadel,Fr,-,Mount Pleasant (SC),
103,Quentin Millora-Brown,F,6-10,245.0,The Citadel,Sr,"Aug 9, 2000",Lorton (VA),South County Secondary School
22,Mikael Brown-Jones,PF,6-8,220.0,UNC Greensboro,Sr,-,Philadelphia (PA),IMG Academy
123,Muon Reath,SF,6-7,180.0,UNC Greensboro,Jr,-,Ottawa,Canada Topflight Academy
19,Jalen Breath,F,6-8,225.0,UNC Greensboro,So,-,Oklahoma City (OK),Booker T. Washington High School
137,Mason So,G,6-2,180.0,UNC Greensboro,Fr,-,Burke (VA),DeMatha Catholic High School
9,Donovan Atwell,SG,6-5,187.0,UNC Greensboro,So,-,Davidson (NC),Davidson Day School
152,Keyon Webb,G,6-2,185.0,UNC Greensboro,Fr,-,Durham (NC),Quality Education Academy
2,Akrum Ahemed,SF,6-3,190.0,UNC Greensboro,Sr,"Sep 10, 2000",Hackensack (NJ),Scotland Performance Institute
127,Joryam Saizonou,G,6-3,188.0,UNC Greensboro,Jr,"May 13, 2002",Almere,Beckley Prep Academy
71,Jevon Johnson,GF,6-3,170.0,UNC Greensboro,Jr,-,Durham (NC),Riverside High School
30,Tim Ceaser,SF,6-9,205.0,UNC Greensboro,Sr,-,Marion (AR),Marion High School
88,Kobe Langley,G,6-1,180.0,UNC Greensboro,Sr,"Dec 31, 2000",Greensboro (NC),Southwest Guilford High School
80,Domas Kauzonas,C,6-10,240.0,UNC Greensboro,Fr,"Aug 2, 2003",Vilnius,Rabun Gap-Nacoochee High School
78,Miles Jones,F,6-6,215.0,UNC Greensboro,Sr,"Dec 15, 2000",Radford (VA),Radford High School
52,Jaylon Gibson,C,6-9,225.0,UNC Greensboro,Sr,-,Raleigh (NC),Grace Christian School
87,Keyshaun Langley,G,6-1,175.0,UNC Greensboro,Sr,-,High Point (NC),Southwest Guilford High School
6,Walker Andrews,G,6-1,180.0,Virginia Military,Fr,-,Fincastle (VA),Northfield Mount Hermon School
38,Koree Cotton,GF,6-5,185.0,Virginia Military,Fr,-,Florida City (FL),Miami Southridge Senior High School
131,Cooper Sisco,F,6-5,185.0,Virginia Military,Jr,-,Frisco (TX),Wakeland High School
157,Maurice Wright,G,6-1,155.0,Virginia Military,Fr,-,Lancaster (CA),St. Paul High School
108,Jaren Morton,GF,6-5,175.0,Virginia Military,Fr,-,Burlington (NJ),
146,Josh Tuell,G,6-0,155.0,Virginia Military,So,-,Marion (VA),Chilhowie High School
24,Devin Butler,G,6-2,195.0,Virginia Military,Sr,-,Ridgeland (SC),Ridgeland High School
36,Tyran Cook,G,6-2,185.0,Virginia Military,Fr,-,Milwaukee (WI),Waukesha South High School
33,A.J. Clark,G,6-3,170.0,Virginia Military,Fr,-,Newport News (VA),Menchville High School
150,Brennan Watkins,G,5-11,162.0,Virginia Military,Jr,-,Kearney (MO),Kearney High School
17,Timayahs Bracey,G,5-10,180.0,Virginia Military,Fr,-,Richmond (VA),Hargrave Military Academy
118,Robert Peters,F,6-8,,Virginia Military,Fr,-,Seattle (WA),Nathan Hale High School
74,Jake Johnston,G,5-9,155.0,Virginia Military,So,-,Bristol (VA),Virginia High School
69,Taeshaud Jackson II,G,6-4,210.0,Virginia Military,So,-,Denver (CO),Southern California Academy of Sciences
1,Jacob Adair,G,6-2,165.0,Virginia Military,Fr,-,Asheville (NC),Enka High School
114,Stephen Olowoniyi,GF,6-6,175.0,Virginia Military,Fr,-,Melbourne,Webb School of Knoxville
32,Corey Chesley,F,6-5,,Virginia Military,Fr,-,Olney (MD),Our Lady of Good Counsel High School
112,D.J. Nussbaum,C,6-9,230.0,Virginia Military,Sr,-,Houston (TX),St. Andrew's Episcopal School
77,Kamari Jones,G,6-4,177.0,Western Carolina,Fr,-,Indianapolis (IN),Hillcrest Prep
144,Gabe Tooper,GF,6-5,220.0,Western Carolina,Fr,-,Fort Mill (SC),Fort Mill High School
156,Vonterius Woolbright,G,6-6,208.0,Western Carolina,Sr,"Oct 6, 2000",Thomasville (GA),
81,Marcus Kell,F,6-8,206.0,Western Carolina,So,-,Rock Hill (SC),Legion Collegiate Academy
76,"Russell Jones, Jr.",G,5-8,167.0,Western Carolina,Sr,-,Blythewood (SC),Westwood High School
155,Corneilous Williams,F,6-9,210.0,Western Carolina,Fr,-,Meridian (MS),COMBINE Academy
21,"Keshawn Brown, Jr.",G,5-10,,Western Carolina,Fr,-,,
130,Kaleb Siler,C,6-10,,Western Carolina,Fr,-,Matthews (NC),Carmel Christian School
128,Brandon Scott,G,6-4,188.0,Western Carolina,So,-,Hammond (IN),Bishop Noll Institute
89,Cinque Lemon,F,6-7,203.0,Western Carolina,So,-,Spring Lake (NC),Liberty Heights Athletic Institute
70,Tre Jackson,G,6-1,181.0,Western Carolina,Sr,"May 3, 2001",Blythewood (SC),Blythewood High School
126,Kamar Robertson,PG,6-0,170.0,Western Carolina,Sr,-,Alpharetta (GA),Cambridge High School
53,Colin Granger,F,6-9,247.0,Western Carolina,Sr,-,Suwanee (GA),Lambert High School
86,Charles Lampten,C,6-11,205.0,Western Carolina,Sr,-,Trophy Club (TX),Byron Nelson High School
26,D.J. Campbell,G,6-2,200.0,Western Carolina,So,-,Hampton (VA),Kecoughtan High School
117,Bernard Pelote,F,6-8,217.0,Western Carolina,Jr,-,Savannah (GA),Woodville-Tompkins Institute
133,Jackson Sivills,GF,6-6,207.0,Wofford,Jr,"Nov 20, 2001",Paducah (KY),McCracken County High School
45,Don Douglass,C,6-10,215.0,Wofford,Fr,-,Spartanburg (SC),Fork Union Military Academy
37,Chase Cormier,G,6-2,173.0,Wofford,So,-,Decatur (GA),Milton High School
97,Carson McCorkle,SG,6-3,193.0,Wofford,Sr,"Jan 8, 2002",Raleigh (NC),Greensboro Day School
95,Chase Martin,GF,6-5,210.0,Wofford,So,-,Jenks (OK),Jenks High School
151,Tauris Watson,G,6-3,190.0,Wofford,Jr,-,West Columbia (SC),Gray Collegiate Academy
92,Jeremy Lorenz,F,6-8,210.0,Wofford,Fr,-,Brillion (WI),Brillion High School
49,Kyler Filewich,F,6-9,250.0,Wofford,Sr,"Jul 25, 2001",Winnipeg,Orangeville Prep
145,Corey Tripp,G,6-3,195.0,Wofford,Jr,-,Medina (OH),Medina High School
7,"Anthony Arrington, Jr.",G,6-2,190.0,Wofford,So,-,Atlanta (GA),The Galloway School
10,Dillon Bailey,G,6-3,175.0,Wofford,Sr,-,Bentonville (AR),Bentonville High School
138,Joe Spinelli,G,6-0,170.0,Wofford,So,-,Watertown (MA),Watertown High School
82,Cohen Kellogg,G,6-0,165.0,Wofford,So,-,Orono (MN),Orono High School
47,Belal El Shakery,PF,6-8,230.0,Wofford,Fr,"May 24, 2004",Alexandria,The Winchendon School
101,Quentin Meza,G,6-0,173.0,Wofford,Fr,-,Magna (UT),Cyprus High School
