,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
47,Jack Hatten,G,6-6,184.0,Idaho,So,-,Bakersfield (CA),Garces Memorial High School
83,D'Angelo Minnis,PG,5-10,160.0,Idaho,Sr,-,Covington (WA),Kentwood High School
24,Quinn Denker,G,6-3,185.0,Idaho,Jr,-,San Jose (CA),
38,Kristian Gonzalez,G,6-3,,Idaho,Fr,-,Chula Vista (CA),Mater Dei Catholic High School
149,Titus Yearout,G,6-2,181.0,Idaho,Fr,-,Lapwai (ID),Lapwai High School
93,E.J. Neal,SG,6-5,200.0,Idaho,Sr,-,San Francisco (CA),AZ Compass Prep
17,Cooper Church,C,6-9,215.0,Idaho,So,-,Maple Valley (WA),Tahoma High School
63,Miles Klapper,G,6-3,180.0,Idaho,Fr,-,Hillsborough (CA),Junipero Serra High School
87,Tyler Mrus,F,6-7,195.0,Idaho,So,-,Bothell (WA),
69,Tyler Linhardt,PF,6-7,210.0,Idaho,So,-,Seattle (WA),King's High School
85,Kolton Mitchell,G,6-1,175.0,Idaho State,Fr,-,Coeur d'Alene (ID),Lake City High School
52,Kiree Huie,F,6-9,220.0,Idaho State,Jr,-,Grayson (GA),
99,Brayden Parker,F,6-8,250.0,Idaho State,Sr,-,Preston (ID),Preston High School
61,Laolu Kalejaiye,G,6-0,160.0,Idaho State,Fr,-,Los Angeles (CA),Middlebrooks Academy
43,Jordan Hansen,G,6-6,215.0,Idaho State,So,-,Seattle (WA),King's High School
106,Briggs Ranstrom,GF,6-6,205.0,Idaho State,Fr,-,Eagle (ID),Rocky Mountain High School
70,Turner Livingston,F,6-4,195.0,Idaho State,Fr,-,Spokane (WA),West Valley High School
55,Trent Johnson,GF,6-7,205.0,Idaho State,Jr,-,Cambridge,The RISE Centre Academy
97,Evan Otten,C,6-11,220.0,Idaho State,Fr,-,Redmond (OR),Redmond High School
40,Isaiah Griffin,SG,6-6,210.0,Idaho State,Jr,-,Knightdale (NC),Knightdale High School
14,A.J. Burgin,G,6-3,205.0,Idaho State,Jr,-,San Diego (CA),San Diego High School
13,Jaedyn Brown,GF,6-4,175.0,Idaho State,Fr,-,Pullman (WA),Pullman High School
12,James Bodily,G,6-3,200.0,Idaho State,Fr,-,Bancroft (ID),
36,Gavin Gilstrap,C,6-11,270.0,Idaho State,Jr,-,Spokane (WA),Central Valley High School
4,Maleek Arington,G,6-3,200.0,Idaho State,So,-,Lake Tapps (WA),Auburn Senior High School
132,Miguel Tomley,G,6-3,200.0,Idaho State,Sr,"Jul 29, 2000",Surrey,The RISE Centre Academy
126,Louis Stormark,C,6-9,250.0,Idaho State,So,"Aug 22, 2001",,
91,Jaxon Nap,F,6-7,205.0,Montana,So,-,Renton (WA),Hazen High School
95,Laolu Oke,F,6-8,218.0,Montana,Sr,-,Aurora (CO),Overland High School
129,Dischon Thomas,F,6-9,236.0,Montana,Sr,-,Durham (NC),Hillcrest Academy
56,Blake Jones,F,6-10,222.0,Montana,Jr,"Feb 28, 2002",Canberra,NBA Global Academy
22,Zack Davidson,F,6-8,203.0,Montana,Fr,-,Santa Ana (CA),Mater Dei High School
86,Aanen Moody,G,6-3,184.0,Montana,Sr,-,Dickinson (ND),Dickinson High School
25,Connor Dick,G,6-3,175.0,Montana,Fr,-,Missoula (MT),Hellgate High School
123,Adam Shoff,G,6-1,,Montana,Jr,-,Redding (CA),Enterprise High School
141,Brandon Whitney,G,6-1,183.0,Montana,Sr,-,Mission Hills (CA),Bishop Alemany High School
120,Te'Jon Sawyer,G,6-8,255.0,Montana,Jr,-,Richmond (CA),Salesian College Prep
48,Chase Henderson,G,6-0,,Montana,Fr,-,Des Moines (IA),Hoover High School
7,Caden Bateman,F,6-7,200.0,Montana,Fr,-,Missoula (MT),Big Sky High School
142,Giordan Williams,G,6-5,201.0,Montana,Sr,-,Long Beach (CA),Long Beach Polytechnic High School
110,Rhett Reynolds,F,6-9,199.0,Montana,Fr,-,Shelby (MT),Shelby High School
144,Money Williams,SG,6-4,,Montana,Fr,-,Oakland (CA),Oakland High School
137,Josh Vazquez,PG,6-3,177.0,Montana,Sr,-,Torrance (CA),Bishop Montgomery High School
5,Carter Ash,G,6-0,165.0,Montana State,Jr,-,Bozeman (MT),Bozeman High School
139,Brandon Walker,F,6-7,250.0,Montana State,So,"Jul 17, 2004",Oak Cliff (TX),Oak Cliff Faith Family Academy
68,Sam Lecholat,F,6-7,215.0,Montana State,Jr,-,Sheridan (WY),Sheridan High School
79,Patrick McMahon,F,6-7,190.0,Montana State,Jr,-,Palmer (AK),Colony High School
39,Brian Goracke,GF,6-6,210.0,Montana State,Jr,-,Eugene (OR),Winston Churchill High School
92,Chika Nduka,G,6-5,225.0,Montana State,Jr,-,Seattle (WA),South Kent School
134,Eddie Turner,G,6-2,179.0,Montana State,Sr,"Mar 18, 2000",Seattle (WA),St. Thomas More School
113,Royce Robinson,F,6-5,,Montana State,Fr,-,Lewiston (MT),Fergus High School
96,John Olmsted,PF,6-10,235.0,Montana State,Sr,-,Morenci (AZ),Morenci High School
101,Tyler Patterson,SG,6-8,190.0,Montana State,Jr,-,Snoqualmie (WA),Mount Si High School
30,Robert Ford III,G,6-0,180.0,Montana State,Sr,-,Portland (OR),Jefferson High School
115,Calum Rutherfurd,C,6-11,220.0,Montana State,Fr,-,Sebastopol (CA),Analy High School
34,Aiden Gair,G,6-5,195.0,Montana State,Jr,-,Williamsport (PA),Loyalsock Township High School
35,Jaden Geron,F,6-8,175.0,Montana State,Jr,-,Fresno (CA),San Joaquin Memorial High School
80,JaQari Miles,G,6-4,180.0,Montana State,Fr,-,Stevenson Ranch (CA),West Ranch High School
81,Jed Miller,G,6-2,175.0,Montana State,So,-,Agoura Hills (CA),Agoura High School
133,Carson Towt,C,6-7,235.0,Northern Arizona,Sr,-,Gilbert (AZ),Gilbert High School
111,Rockwell Reynolds,C,6-9,,Northern Arizona,Fr,-,Dana Point (CA),Santa Margarita Catholic High School
147,Jack Wistrcill,C,6-8,225.0,Northern Arizona,So,-,Murray (UT),Olympus High School
90,Tichyque Musaka,C,6-11,200.0,Northern Arizona,Fr,-,Durham (NC),Golden State Preparatory School
0,Ryan Abelman,G,6-3,185.0,Northern Arizona,So,-,Las Vegas (NV),Bishop Gorman High School
6,Carson Basham,FC,6-10,240.0,Northern Arizona,Jr,-,Phoenix (AZ),AZ Compass Prep
16,Diego Campisano,F,6-5,210.0,Northern Arizona,So,-,San Diego (CA),Torrey Pines High School
72,Arman Madi,F,6-6,220.0,Northern Arizona,Fr,-,Phoenix (AZ),Brophy College Preparatory
71,Liam Lloyd,G,6-5,190.0,Northern Arizona,Sr,-,Spokane (WA),Gonzaga Preparatory School
78,Trenton McLaughlin,GF,6-6,200.0,Northern Arizona,Jr,-,Chandler (AZ),Basha High School
31,C.J. Ford,G,6-0,185.0,Northern Arizona,So,-,Duncanville (TX),Duncanville High School
32,Oakland Fort,G,5-10,170.0,Northern Arizona,So,-,Phoenix (AZ),Sunnyslope High School
53,Jayden Jackson,G,6-4,205.0,Northern Arizona,Jr,-,Milwaukee (WI),Whitefish Bay High School
60,Isaiah Kai,G,6-2,,Northern Arizona,Fr,-,Gilbert (AZ),Campo Verde High School
105,Juju Ramirez,F,6-9,220.0,Northern Colorado,So,-,Lawrence (KS),
107,Dejour Reaves,G,6-0,170.0,Northern Colorado,Jr,-,Syracuse (NY),
77,Marcell McCreary,G,6-4,219.0,Northern Colorado,So,-,Fort Worth (TX),Wyatt High School
109,Langston Reynolds,SF,6-4,195.0,Northern Colorado,So,-,Denver (CO),
19,Connor Creech,G,6-6,200.0,Northern Colorado,Sr,-,Hastings (NE),Hastings High School
112,Jaron Rillie,G,6-3,195.0,Northern Colorado,Sr,-,Sydney,Link Year Prep
11,Zach Bloch,G,6-2,180.0,Northern Colorado,Jr,-,Lawrence (KS),Colorado Academy
15,Mekhi Cameron,GF,6-4,195.0,Northern Colorado,Jr,-,Atlanta (GA),Eagles Landing Christian Academy
50,Radek Homer,G,6-2,170.0,Northern Colorado,Fr,-,Highlands Ranch (CO),Mountain Vista High School
98,Jalen Page,G,6-5,215.0,Northern Colorado,Sr,-,Boulder (CO),Fairview High School
1,Riley Abercrombie,F,6-9,220.0,Northern Colorado,Sr,-,Wollongong,Clear Lake High School
122,Egan Shields,C,6-10,215.0,Northern Colorado,Fr,-,Ashland (OR),Colorado Prep
130,Saint Thomas,F,6-7,200.0,Northern Colorado,Jr,"May 1, 2003",Omaha (NE),Millard North High School
51,Theo Hughes,C,7-0,260.0,Northern Colorado,Sr,"Jul 9, 2001",Brentwood,Barking Abbey
146,Brock Wisne,F,6-9,230.0,Northern Colorado,So,-,Thornton (CO),
118,Jorell Saterfield,G,6-4,190.0,Portland State,Sr,-,Seattle (WA),Garfield High School
84,Tre-Vaughn Minott,C,6-9,260.0,Portland State,Sr,"Apr 22, 2001",Montreal,NBA Academy Latin America
148,Hunter Woods,SG,6-6,200.0,Portland State,Sr,"Jul 16, 2000",Pasadena (CA),John Muir High School
89,Kendall Munson,F,6-8,235.0,Portland State,Sr,-,Puyallup (WA),Garfield High School
29,Cole Farrell,G,6-5,205.0,Portland State,Fr,-,St. Louis (MO),Hamilton Heights Christian Academy
62,Isiah Kirby,G,6-4,205.0,Portland State,Sr,-,Weston (FL),Cypress Bay High School
3,K.J. Allen,F,6-6,255.0,Portland State,Sr,-,Los Angeles (CA),Westchester High School
46,Bobby Harvey,F,6-4,205.0,Portland State,Sr,-,Chicago (IL),Hillcrest High School
54,Isaiah Johnson,PF,6-6,225.0,Portland State,Sr,"Oct 11, 2001",Torrance (CA),Bishop Montgomery High School
21,Hayden Curtiss,F,6-11,220.0,Portland State,Sr,"Jul 8, 2002",North Bend (WA),Mount Si High School
102,Kelcy Phipps,G,6-2,175.0,Portland State,Fr,-,Carson (CA),Bishop Montgomery High School
41,Ismail Habib,G,6-0,175.0,Portland State,So,-,Chicago (IL),Lincoln Park High School
119,Keshaun Saunders,G,6-5,195.0,Portland State,Sr,"Feb 13, 1999",Brampton,Orangeville Prep
9,Brandon Betson,G,6-1,180.0,Sacramento State,Sr,-,Hercules (CA),Miramonte High School
8,Bo Beatty,C,7-0,220.0,Sacramento State,Fr,"Aug 2, 2004",Canberra,NBA Global Academy
2,Quadry Adams,G,6-4,190.0,Sacramento State,Jr,-,Edison (NJ),Bishop George Ahr High School
145,Mike Wilson,G,6-2,185.0,Sacramento State,Fr,-,Sacramento (CA),Sacramento High School
136,Julian Vaughns,SG,6-3,185.0,Sacramento State,Sr,-,Alameda (CA),St. Joseph Notre Dame High School
23,Kiir Chol Deng,F,6-9,200.0,Sacramento State,So,"Feb 14, 2004",Juba,NBA Global Academy
75,Akol Mawein,F,6-9,220.0,Sacramento State,Sr,"Dec 4, 2000",Sydney,Southwest Christian Academy
124,Emil Skytta,G,6-4,190.0,Sacramento State,So,"Oct 7, 2003",Helsinki,
26,Chudi Dioramma,,6-10,230.0,Sacramento State,Fr,-,London,
65,Alex Kovatchev,F,6-5,200.0,Sacramento State,Fr,-,Johannesburg,Woodvale Secondary College
94,Bailey Nunn,G,6-0,160.0,Sacramento State,Fr,-,Melbourne,Haileybury College
100,Austin Patterson,SG,6-3,185.0,Sacramento State,Sr,"Feb 28, 2002",Sonora (CA),Sonora High School
42,Zee Hamoda,F,6-7,180.0,Sacramento State,Jr,"Jan 20, 2002",Riffa,Bridgton Academy
103,Duncan Powell,SF,6-8,225.0,Sacramento State,So,-,Dallas (TX),DeSoto High School
49,Jacob Holt,F,6-9,235.0,Sacramento State,Jr,-,Ladner,Vancouver College High School
127,Handje Tamba,C,6-11,230.0,Weber State,So,"Mar 8, 2003",Kinshasa,Knoxville Catholic High School
67,Cole Lake,G,5-11,175.0,Weber State,Sr,-,Eagle (ID),Kearns High School
64,Dyson Koehler,SF,6-7,220.0,Weber State,Jr,-,Sandy (UT),Jordan High School
59,Louie Jordan,F,6-9,215.0,Weber State,So,-,Leicester,
58,Dillon Jones,PG,6-6,235.0,Weber State,Sr,"Oct 29, 2001",Columbia (SC),Sunrise Christian Academy
138,"Steven Verplancken, Jr.",SG,6-4,205.0,Weber State,Sr,"Jul 17, 2000",San Pedro de Macoris,Teays Valley
125,Isaiah Somers,F,6-5,200.0,Weber State,Jr,-,Chandler (AZ),Chandler High School
37,Carter Gittens,G,6-5,215.0,Weber State,Fr,-,Peoria (AZ),Sunrise Mountain High School
135,Viljami Vartiainen,F,6-6,,Weber State,Fr,"Mar 2, 2004",Helsinki,
117,Marko Sarenac,F,6-10,,Weber State,Fr,"Jun 5, 2004",Zrenjanin,
27,Chris Dockery,F,6-6,185.0,Weber State,Fr,-,Los Angeles (CA),Middlebrooks Academy
20,K.J. Cunningham,G,6-2,190.0,Weber State,Sr,"Sep 20, 2000",Bryan (TX),Bryan High School
131,Blaise Threatt,G,6-3,210.0,Weber State,Jr,"Sep 8, 2000",Scottsdale (AZ),Chaparral High School
128,Alex Tew,C,6-11,250.0,Weber State,Jr,-,Chester,
108,Arnaud Revaz,C,6-10,230.0,Weber State,Sr,"May 29, 2000",Sion,
116,"Nemanja Sarenac, Jr.",F,6-6,,Weber State,Fr,-,Belgrade,Hoosac School
