,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
42,Antrell Charlton,G,6-5,205.0,Fordham,Sr,-,Wesley Chapel (FL),Potter's House Christian Academy
167,Jameson O'Toole,G,6-3,180.0,Fordham,Fr,-,Gibsonia (PA),Pine-Richland High School
165,Brian Nussbaum,G,6-2,185.0,Fordham,Jr,-,North Salem (NY),The Winchendon School
184,Josh Rivera,SG,6-6,215.0,Fordham,So,"Aug 5, 2003",New Brunswick (NJ),St. Thomas Aquinas High School
182,Will Richardson,G,6-3,170.0,Fordham,So,-,Oradell (NJ),Bergen Catholic High School
134,Darius Maddox,G,6-5,185.0,George Mason,Sr,-,Rochester (NY),Oak Hill Academy
121,Amari Kelly,F,6-9,225.0,George Mason,Sr,"Aug 24, 1999",Long Island City (NY),Meadowcreek High School
17,Austin Ball,GF,6-7,185.0,George Mason,Fr,-,Albemarle (VA),The Miller School of Albemarle
116,Kam Johnson,G,6-0,,George Mason,Jr,-,Charles City (VA),Charles City County High School
176,Ronald Polite III,G,6-2,180.0,George Mason,Sr,"Mar 18, 2002",Oxon Hill (MD),Oxon Hill High School
237,Tre' Wood,PG,6-1,165.0,George Mason,Sr,-,Upper Marlboro (MD),St. John's College High School
174,Nicolas Pavrette,FC,6-11,210.0,George Mason,Jr,"Jan 2, 2002",Lyon,
102,Malik Henry,F,6-8,211.0,George Mason,Sr,"Sep 12, 2001",Longview (TX),Longview High School
101,Jalen Haynes,PF,6-8,250.0,George Mason,Jr,"Nov 20, 2001",Fort Lauderdale (FL),Dillard High School
222,Chase Tucker,G,6-1,175.0,George Mason,Jr,"Mar 22, 2002",Alpharetta (GA),Mount Pisgah Christian High School
95,Keyshawn Hall,C,6-7,250.0,George Mason,So,"Apr 9, 2003",Cleveland (OH),Denver Academy
60,Devin Dinkins,G,5-10,155.0,George Mason,So,-,Washington (DC),Gonzaga College High School
11,Berke Arslan,G,6-3,,George Mason,Fr,-,Istanbul,Montverde Academy
30,Jared Billups,G,6-4,189.0,George Mason,Jr,-,Waldorf (MD),McDonogh School
170,Baraka Okojie,G,6-3,,George Mason,Fr,"Jun 15, 2005",Brampton,DME Academy
160,Woody Newton,F,6-9,205.0,George Mason,Sr,-,Baltimore (MD),Mt. Zion Prep
115,Garrett Johnson,G,6-8,210.0,George Washington,Fr,-,Alexandria (VA),Episcopal School
67,Maximus Edwards,F,6-5,215.0,George Washington,So,-,Bronx (NY),Our Saviour Lutheran School
109,Jacoi Hutchinson,G,6-3,185.0,George Washington,Fr,-,Hayange,IMG Academy
203,"Antoine Smith, Jr.",F,6-7,210.0,George Washington,Sr,"Nov 11, 1998",Westerville (OH),Westerville Central High School
99,Keegan Harvey,C,6-11,220.0,George Washington,Sr,"Sep 5, 2001",Newcastle,Montverde Academy
214,Laziz Talipov,G,6-1,160.0,George Washington,Jr,-,Orlando (FL),Trinity Preparatory School
232,Zamoku Welche-Ume,F,6-8,22.0,George Washington,Fr,"Oct 16, 2004",London,Barking Abbey
48,Luke Cronin,F,6-8,215.0,George Washington,Fr,-,Great Neck (NY),Great Neck High School
10,Amir Arrington,G,5-10,170.0,George Washington,Fr,-,Atlanta (GA),The Galloway School
40,"Darren Buchanan, Jr.",G,6-7,235.0,George Washington,Fr,-,Washington (DC),Jackson-Reed High School
31,James Bishop IV,G,6-2,185.0,George Washington,Sr,"Jan 17, 2000",Baltimore (MD),Mount Saint Joseph College
117,Christian Jones,F,6-4,170.0,George Washington,Fr,-,Torrance (CA),Our Saviour Lutheran School
13,Trey Autry,GF,6-4,200.0,George Washington,Fr,-,Jamesville (NY),Western Reserve Academy
193,Benny Schroder,GF,6-7,200.0,George Washington,So,"Aug 28, 2003",Munich,
3,Babatunde Akingbola,PF,6-10,225.0,George Washington,Sr,-,Powder Springs (GA),McEachern High School
150,Lucas Mercandino,F,6-6,170.0,La Salle,So,-,Cordoba,
114,Rokas Jocius,C,6-10,260.0,La Salle,So,"Jul 4, 2003",Kaunas,
119,James Joseph,GF,6-7,220.0,La Salle,So,-,Oreland (PA),Springfield High School
110,Charles Ireland,GF,6-2,165.0,La Salle,Jr,-,Glenside (PA),La Salle College High School
240,Ryan Zan,F,6-7,200.0,La Salle,So,-,Pittstown (NJ),Rutgers Preparatory School
139,Andres Marrero,F,6-5,200.0,La Salle,So,"Feb 22, 2002",Caracas,Upper Room Christian High School
76,Tunde Fasasi,F,6-8,210.0,La Salle,Fr,"Jun 4, 2004",Stockholm,Hoosac School
190,Jorge Sanchez-Ramos Pereda,PG,6-2,160.0,La Salle,So,-,Torrelodones,
213,Efe Tahmaz,F,6-8,210.0,La Salle,Fr,"Apr 3, 2004",Istanbul,
32,Khalil Brantley,PG,6-1,175.0,La Salle,Jr,-,Miami (FL),Boys & Girls High School
34,Jhamir Brickus,G,5-11,205.0,La Salle,Sr,-,Coatesville (PA),Coatesville Area High School
88,Anwar Gill,SF,6-4,205.0,La Salle,Sr,-,Washington (DC),Montverde Academy
85,Tommy Gardler,G,6-1,185.0,La Salle,Sr,-,Broomall (PA),Marple Newtown High School
197,Daeshon Shepherd,SF,6-5,200.0,La Salle,Jr,-,Norristown (PA),Archbishop Wood High School
126,Milos Kovacevic,PF,6-9,235.0,La Salle,Jr,"Jun 16, 2002",Belgrade,
7,Philip Alston,PF,6-6,225.0,Loyola (IL),Sr,"Aug 7, 2001",Westerville (OH),Westerville North High School
2,Demilade Adelekun,F,6-8,230.0,Loyola (IL),Sr,"Mar 2, 2001",Gastonia (NC),Gaston Day School
155,Patrick Mwamba,SF,6-7,210.0,Loyola (IL),Sr,"Oct 11, 1999",Bukavu,NBA Academy Africa
178,Jalen Quinn,G,6-3,185.0,Loyola (IL),So,-,Tuscola (IL),Tuscola Community High School
130,Trey Lewis,G,6-6,200.0,Loyola (IL),Fr,-,Ferndale (MI),Ferndale High School
153,Matthew Mortenson,F,6-4,215.0,Loyola (IL),Fr,-,Plano (TX),IMG Academy
206,Will Smythe,G,6-4,170.0,Loyola (IL),So,-,Rochester Hills (MI),St. Mary's Preparatory
163,Braden Norris,G,6-0,180.0,Loyola (IL),Sr,"Oct 22, 1999",Hilliard (OH),Hilliard Bradley High School
180,Caleb Reese,G,5-11,160.0,Loyola (IL),So,-,Warren (MI),De La Salle High School
62,Greg Dolan,G,6-4,190.0,Loyola (IL),Sr,-,Buffalo (NY),Northfield Mount Hermon School
68,Sheldon Edwards,SG,6-4,180.0,Loyola (IL),Sr,-,West Palm Beach (FL),Palm Beach Lakes Community High School
54,Jayden Dawson,G,6-4,185.0,Loyola (IL),So,-,Omaha (NE),Omaha Central High School
189,Miles Rubin,F,6-10,205.0,Loyola (IL),Fr,"Aug 6, 2004",Chicago (IL),Simeon Career Academy
231,Tom Welch,PF,6-8,220.0,Loyola (IL),Sr,-,Naperville (IL),Naperville North High School
196,Ben Schwieger,GF,6-7,205.0,Loyola (IL),So,-,Aurora (IL),Waubonsie Valley High School
229,Des Watson,F,6-5,210.0,Loyola (IL),Jr,"Jun 15, 2003",Columbus (OH),Saint Francis DeSales High School
157,Jayden Ndjigue,G,6-4,190.0,Massachusetts,Fr,-,Lowell (MA),Rivers School
59,Rahsool Diggins,SG,6-2,185.0,Massachusetts,Jr,"Mar 27, 2002",Philadelphia (PA),Archbishop Wood High School
53,"Robert Davis, Jr.",GF,6-6,175.0,Massachusetts,Fr,-,Detroit (MI),Southern California Academy of Sciences
51,Jaylen Curry,G,6-0,175.0,Massachusetts,Fr,"Jan 12, 2005",Charlotte (NC),Calvary Christian Academy
81,Tarique Foster,F,6-8,185.0,Massachusetts,Fr,-,Bronx (NY),Cardinal Hayes High School
144,Sawyer Mayhugh,C,6-10,225.0,Massachusetts,Fr,-,,Brewster Academy
49,Matt Cross,F,6-7,230.0,Massachusetts,Sr,-,Beverly (MA),Brewster Academy
47,Jackson Cronin,G,6-0,187.0,Massachusetts,Jr,"Apr 22, 2003",Great Neck (NY),Great Neck High School
141,Tyler Mason,F,6-6,190.0,Massachusetts,Fr,-,Arlington (VA),Bishop O'Connell High School
45,Josh Cohen,C,6-10,220.0,Massachusetts,Sr,"May 29, 2001",Lincroft (NJ),Christian Brothers Academy
138,Ryan Marcus,G,6-3,185.0,Massachusetts,Sr,-,Wakefield (MA),Wakefield High School
137,Mathok Majok,C,7-3,210.0,Massachusetts,Fr,-,,Bridgeport Prep
96,Daniel Hankins-Sanford,C,6-8,233.0,Massachusetts,So,-,Charlotte (NC),Julius L. Chambers High School
238,Marqui Worthy,G,6-3,185.0,Massachusetts,Fr,-,Anaheim (CA),Veritas Prep
219,"Keon Thompson, Jr.",G,6-0,210.0,Massachusetts,So,-,Merrillville (IN),Hargrave Military Academy
218,Gianni Thompson,SF,6-8,210.0,Massachusetts,Jr,-,Newton (MA),Brimmer & May School
41,Rollie Castineyra,G,6-1,180.0,Massachusetts,Fr,-,Marblehead (MA),Phillips Exeter Academy
38,Tyson Brown,C,6-9,225.0,Rhode Island,Jr,"Oct 25, 2000",Lowell (MA),Proctor Academy
233,Brandon Weston,SF,6-5,200.0,Rhode Island,So,-,Lake Forest (IL),Hillcrest Prep
28,Josaphat Bilau,C,6-10,235.0,Rhode Island,Jr,"Mar 15, 2000",La Roche-sur-Yon,SPIRE Sports Academy
239,Always Wright,F,6-3,175.0,Rhode Island,So,-,Carthage (MO),Joplin High School
202,Jameson Smith,G,6-1,185.0,Rhode Island,Fr,-,Falls Church (VA),Wilbraham & Monson Academy
18,Jimmy Ball,G,6-2,175.0,Rhode Island,So,-,Medford (MA),Arlington Catholic High School
125,Luis Kortright,G,6-3,200.0,Rhode Island,Sr,-,Bronx (NY),St. Raymond High School for Boys
152,Zek Montgomery,F,6-6,205.0,Rhode Island,Jr,"Sep 30, 2002",Louisville (KY),St. Louis Christian Academy
84,David Fuchs,F,6-9,225.0,Rhode Island,Fr,"Nov 21, 2003",Vienna,
71,Cam Estevez,G,6-3,180.0,Rhode Island,Fr,-,Teaneck (NJ),Canterbury School
104,Jaden House,G,6-4,201.0,Rhode Island,Sr,"Nov 16, 2001",Richmond (VA),Middleburg Academy
82,Jeremy Foumena,C,6-11,235.0,Rhode Island,Fr,-,Quebec City,Orangeville Prep
6,Ray Allen III,G,6-1,185.0,Rhode Island,Fr,-,Miami (FL),Gulliver Schools
212,Rory Stewart,PF,6-8,230.0,Rhode Island,So,"May 24, 2003",Toronto,Orangeville Prep
65,Connor Dubsky,G,6-4,190.0,Rhode Island,Fr,-,Arlington (VA),Bishop O'Connell High School
93,David Green,GF,6-7,215.0,Rhode Island,Jr,"Mar 27, 2002",Apopka (FL),Ocoee High School
122,Jordan King,G,6-0,175.0,Richmond,Sr,"Mar 2, 2001",Albany (NY),Christian Brothers Academy
14,Dji Bailey,PG,6-5,195.0,Richmond,Sr,"May 19, 2002",Raleigh (NC),Garner Magnet High School
215,Collin Tanner,F,6-6,195.0,Richmond,Fr,"Jul 1, 2004",Goldsboro (NC),COMBINE Academy
108,DeLonnie Hunt,PG,6-0,175.0,Richmond,Sr,"Oct 26, 2001",Washington (DC),St. John's College High School
27,Isaiah Bigelow,G,6-7,205.0,Richmond,Sr,"Jan 5, 2000",Greensboro (NC),Ben L. Smith High School
179,Neal Quinn,C,7-0,260.0,Richmond,Sr,-,Wyckoff (NJ),Ramapo High School
185,Jason Roche,F,6-5,200.0,Richmond,Jr,"Nov 17, 2001",Berkeley (CA),Saint Mary's College High School
205,Trevor Smith,G,6-0,165.0,Richmond,Fr,"Apr 25, 2004",Newport News (VA),Woodside High School
164,Aidan Noyes,F,6-7,195.0,Richmond,So,"Jun 3, 2002",Cincinnati (OH),Moeller High School
223,Mikkel Tyne,PG,5-10,180.0,Richmond,Fr,"May 2, 2005",Toronto,Montverde Academy
210,Quentin Southall,G,6-3,195.0,Richmond,Sr,"Nov 9, 2001",Alexandria (VA),Georgetown Preparatory School
209,Ryan Soulis,C,6-10,215.0,Richmond,Fr,-,Athens,Asheville Christian Academy
228,Michael Walz,C,6-11,250.0,Richmond,So,"Oct 15, 2003",Berwyn (PA),Conestoga High School
230,Liam Weaver,G,6-2,190.0,Richmond,Jr,"Aug 6, 2002",Kansas City (MO),The Pembroke Hill School
89,Jack Graham,G,6-3,185.0,Richmond,Fr,"Nov 25, 2003",Smithfield (RI),Milton Academy
98,Tyler Harris,F,6-7,205.0,Richmond,Sr,"Aug 17, 2001",Charlotte (NC),Independence High School
128,William Lange,GF,6-5,205.0,Saint Joseph's,Fr,-,Newton (PA),The Shipley School
78,Anthony Finkley,F,6-8,,Saint Joseph's,Fr,-,,Roman Catholic High School for Boys
236,Christian Winborne,G,6-2,185.0,Saint Joseph's,So,-,Baltimore (MD),The Gilman School
36,Cameron Brown,SF,6-6,225.0,Saint Joseph's,Sr,-,Greenbelt (MD),Eleanor Roosevelt High School
39,Xzayvier Brown,G,6-1,170.0,Saint Joseph's,Fr,-,Philadelphia (PA),Roman Catholic High School for Boys
46,Charles Coleman,C,7-0,265.0,Saint Joseph's,Sr,-,Boston (MA),Dexter School
70,Christ Essandoko,C,7-0,285.0,Saint Joseph's,Fr,"Feb 16, 2003",Paris,Winston Salem Christian School
227,Cooper Vogel,G,6-3,180.0,Saint Joseph's,Sr,-,Howell (NJ),Howell High School
181,Erik Reynolds II,G,6-2,175.0,Saint Joseph's,Jr,"Sep 17, 2002",Potomac (MD),Bullis Prep High School
199,Shawn Simmons II,F,6-6,190.0,Saint Joseph's,Fr,"Apr 19, 2004",Philadelphia (PA),Hillcrest Prep
86,Brian Geatens,G,6-0,180.0,Saint Joseph's,Sr,-,Harleysville (PA),Saint Joseph's Preparatory School
94,Lynn Greer III,PG,6-2,180.0,Saint Joseph's,Jr,"Apr 15, 2002",Philadelphia (PA),Roman Catholic High School for Boys
100,Dasear Haskins,F,6-8,185.0,Saint Joseph's,Fr,-,Willingboro (NJ),Camden High School
123,Kacper Klaczek,SG,6-8,225.0,Saint Joseph's,Jr,"Jan 6, 2002",Chorzow,Long Island Lutheran High School
9,Chris Arizin,GF,6-3,200.0,Saint Joseph's,Sr,-,Philadelphia (PA),Saint Joseph's Preparatory School
79,Rasheer Fleming,F,6-9,230.0,Saint Joseph's,So,"Jul 10, 2004",Camden (NJ),Camden High School
225,Stef Van Bussel,C,6-10,200.0,Saint Louis,Fr,"Jun 18, 2004",,
216,Kellen Thames,G,6-5,200.0,Saint Louis,So,-,St. Louis (MO),Pattonville High School
208,Tsvet Sotirov,F,6-7,210.0,Saint Louis,Fr,-,Rolling Meadows (IL),Rolling Meadows High School
241,Bruce Zhang,C,7-0,265.0,Saint Louis,Fr,-,Nanjing,The Skill Factory
107,"Larry Hughes, Jr.",F,6-4,175.0,Saint Louis,So,-,St. Louis (MO),Christian Brothers College High School
113,Gibson Jimerson,F,6-5,205.0,Saint Louis,Sr,"Sep 21, 1999",Mechanicsville (VA),Montverde Academy
118,Phil Jones,G,6-1,185.0,Saint Louis,So,-,Chicago (IL),Mount Carmel High School
75,Bradley Ezewiro,C,6-9,255.0,Saint Louis,Jr,-,Torrance (CA),Oak Hill Academy
72,Lamont Evans IV,G,6-0,155.0,Saint Louis,Jr,-,Pompano Beach (FL),Victory Rock Prep
135,Abou Magassa,F,6-6,,Saint Louis,Fr,"Dec 9, 2004",,
147,Mike Meadows,G,6-2,175.0,Saint Louis,Sr,"Oct 20, 1998",Studio City (CA),Campbell Hall School
148,Cian Medley,G,6-0,160.0,Saint Louis,Fr,-,Camden (NJ),Camden High School
97,"Terrence Hargrove, Jr.",SF,6-4,215.0,Saint Louis,Sr,-,East St. Louis (IL),East St. Louis Senior High School
162,Alex Nokes,F,6-6,,Saint Louis,Fr,-,Oak Park (IL),Beverly Hills High School
50,Djordje Curcic,SG,6-2,,Saint Louis,Fr,"Jul 10, 2004",Cacak,
173,Sincere Parker,F,6-3,195.0,Saint Louis,Jr,-,Chicago (IL),AZ Compass Prep
52,Tim Dalger,SF,6-7,218.0,Saint Louis,Sr,"Oct 21, 2000",Boca Raton (FL),Calvary Christian High School
80,Moses Flowers,PG,6-3,185.0,St. Bonaventure,Sr,-,Braintree (MA),Thayer Academy
12,Yann Farell Assa Essamvous,F,6-6,210.0,St. Bonaventure,So,-,Colora (MD),Brewster Academy
37,Noel Brown,C,6-11,265.0,St. Bonaventure,Sr,-,Herndon (VA),Flint Hill School
74,"Barry Evans, Jr.",F,6-8,215.0,St. Bonaventure,So,-,Baltimore (MD),Putnam Science Academy
226,Chad Venning,C,6-10,255.0,St. Bonaventure,Sr,-,Brooklyn (NY),MacDuffie School
23,Anthony Belardinelli,G,6-3,185.0,St. Bonaventure,Sr,-,Upper Saddle (NJ),Northern Highlands Regional High School
20,Daryl Banks III,G,6-3,175.0,St. Bonaventure,Sr,"Sep 20, 2000",Hillside (NJ),The Patrick School
55,Jack DeRose,G,6-0,172.0,St. Bonaventure,Fr,-,Olean (NY),Olean High School
187,Miles Rose,G,6-4,190.0,St. Bonaventure,Fr,-,Rochester (NY),Putnam Science Academy
217,Duane Thompson,F,6-8,205.0,St. Bonaventure,Fr,-,Holbrook (MA),Putnam Science Academy
177,Charles Pride,SG,6-4,200.0,St. Bonaventure,Sr,"Sep 22, 1999",Syracuse (NY),Putnam Science Academy
171,Broek Ostrom,G,6-2,185.0,St. Bonaventure,So,-,Holley (NY),Holley High School
133,Kyrell Luc,PG,5-11,165.0,St. Bonaventure,Jr,-,Scituate (MA),Scituate High School
140,Melian Martinez,C,6-10,225.0,St. Bonaventure,Fr,-,Santo Domingo,North Florida Educational Institute
1,Mika Adams-Woods,PG,6-3,180.0,St. Bonaventure,Sr,"Feb 23, 2000",Syracuse (NY),New Hampton School
112,Zeb Jackson,G,6-5,180.0,VCU,Sr,"Nov 14, 2001",Maumee (OH),Montverde Academy
19,Joe Bamisile,G,6-4,194.0,VCU,Sr,-,Richmond (VA),Monacan High School
24,Michael Belle,F,6-7,,VCU,Fr,"Dec 23, 2003",London,
29,Fats Billups III,SG,6-7,180.0,VCU,Fr,"Apr 14, 2004",Richmond (VA),Varina High School
234,Roosevelt Wheeler,C,6-11,240.0,VCU,Jr,-,Richmond (VA),John Marshall High School
168,Connor Odom,PG,5-11,165.0,VCU,Sr,-,Mouth of Wilson (VA),Oak Hill Academy
198,Max Shulga,G,6-4,197.0,VCU,Sr,"Jun 25, 2002",Kiev,
159,Jason Nelson,G,5-10,175.0,VCU,So,"Apr 16, 2002",Richmond (VA),John Marshall High School
129,Tobi Lawal,F,6-8,200.0,VCU,So,"May 1, 2003",London,Lee Academy Prep
127,Kuany Kuany,F,6-9,200.0,VCU,Sr,-,Sarasota (FL),Prolific Prep
77,Christian Fermin,C,6-10,215.0,VCU,So,-,Pocono Summitt (PA),Pocono Mountain West High School
169,Obinnaya Okafor,F,6-9,216.0,VCU,Fr,-,Hampton (VA),Bethel High School
16,Sean Bairstow,F,6-8,205.0,VCU,Sr,"Nov 30, 2000",Brisbane,Anglican Church Grammar School
