,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
188,Trejon Ware,PG,5-9,,Arkansas-Pine Bluff,Sr,-,Pearland (TX),Pearland High School
108,Kaine McColley,GF,6-5,212.0,Arkansas-Pine Bluff,Sr,-,Lecanto (FL),Clearwater High School
186,Deuce Wallace,C,6-11,,Arkansas-Pine Bluff,Fr,-,Atlanta (GA),Fulton Leadership Academy
107,Jyre McCloud,F,6-5,200.0,Arkansas-Pine Bluff,Jr,-,Leesburg (FL),Leesburg High School
197,Kiante Williams,F,6-10,185.0,Bethune-Cookman,So,-,Lubbock (TX),Estacado High School
110,Damani McEntire,GF,6-4,205.0,Bethune-Cookman,Sr,-,Cincinnati (OH),Deer Park High School
200,Seneca Willoughby,G,6-3,185.0,Bethune-Cookman,So,-,Wyncote (PA),Bishop McDevitt High School
201,Simeon Womack,G,6-2,170.0,Bethune-Cookman,So,"Nov 24, 2003",Tallahassee (FL),Victory Rock Prep
41,Dhashon Dyson,G,6-1,170.0,Bethune-Cookman,Sr,-,Chicago (IL),Corliss High School
37,Mason Dorsey,GF,6-5,195.0,Bethune-Cookman,Fr,-,Los Angeles (CA),Crespi High School
74,Elijah Hulsewe,C,7-0,260.0,Bethune-Cookman,So,-,Windermere (FL),Hargrave Military Academy
103,Jayson Mathews,G,5-10,150.0,Bethune-Cookman,So,-,Sacramento (CA),Grant Union High School
177,Yousouf Timera,F,6-9,230.0,Bethune-Cookman,Jr,"Apr 10, 2001",Paris,
190,Dondre Watson,F,6-8,215.0,Bethune-Cookman,Jr,-,Bronx (NY),
60,Zion Harmon,PG,6-0,165.0,Bethune-Cookman,So,"Mar 12, 2002",Washington (DC),Marshall County High School
187,"Reggie Ward, Jr.",F,6-6,230.0,Bethune-Cookman,Jr,-,Chicago (IL),Curie Metropolitan High School
67,"James Henderson, Jr.",FC,6-9,230.0,Bethune-Cookman,So,-,Miami (FL),Scotland Campus
66,Jakobi Heady,GF,6-6,200.0,Bethune-Cookman,Jr,-,Chicago (IL),Hillcrest High School
21,D.J. Carter-Hollinger,SF,6-6,200.0,Bethune-Cookman,Sr,-,El Cajon (CA),Foothills Christian
106,Colin McAllister,G,5-10,160.0,Florida A&M,Fr,-,Tallahassee (FL),Maclay School
139,K'Jei Parker,G,6-1,190.0,Florida A&M,Fr,-,Winter Haven (FL),Winter Haven High School
98,Hantz Louis-Jeune,F,6-6,180.0,Florida A&M,Sr,-,Lake Worth (FL),
26,Roderick Coffee III,G,6-4,196.0,Florida A&M,So,-,Painesville (OH),SPIRE Sports Academy
22,Jordan Chatman,F,6-5,208.0,Florida A&M,Jr,-,Birmingham (AL),Center Point High School
104,Richard Mathews,G,6-3,180.0,Florida A&M,Jr,-,Naples (FL),First Baptist Academy
166,Jalen Speer,G,6-1,172.0,Florida A&M,Sr,-,Gainesville (FL),The Rock High School
42,Ja'Derryus Eatmon,C,6-9,250.0,Florida A&M,Sr,-,Birmingham (AL),Wenonah High School
159,Morrell Schramm,G,6-3,210.0,Florida A&M,Jr,-,Chattanooga (TN),Cleveland High School
13,Love Bettis,G,6-0,180.0,Florida A&M,Sr,-,Pensacola (FL),J.M. Tate High School
167,Dimingus Stevens,GF,6-6,180.0,Florida A&M,Sr,-,Washington (DC),Jackson-Reed High School
55,Shannon Grant,C,6-10,285.0,Florida A&M,Sr,"May 30, 2002",Sylacauga (AL),Sylacauga High School
9,Chase Barrs,F,6-9,210.0,Florida A&M,Sr,-,Tampa (FL),Berkeley Preparatory School
2,Adefemi Akinwole,G,6-1,170.0,Florida A&M,Fr,-,Miramar (FL),Miami Norland High School
6,Alex Andrews,F,6-7,200.0,Florida A&M,Sr,-,Ocoee (FL),Ocoee High School
91,Keith Lamar,SG,6-6,205.0,Florida A&M,Sr,-,McDonough (GA),Eagles Landing Christian Academy
180,Alvin Tumblin,FC,6-7,205.0,Florida A&M,Jr,-,Sebring (FL),Santa Fe Catholic High School
44,Austin Ezell,G,6-1,180.0,Florida A&M,So,-,Carmel (IN),Brebeuf Jesuit Preparatory School
191,Matthew Webster,F,6-8,205.0,Florida A&M,Fr,-,Tampa (FL),Bishop McLaughlin Catholic High School
58,Miles Hall,G,6-3,170.0,Florida A&M,So,-,Windermere (FL),Windermere Preparatory School
121,Zahad Munford,G,6-3,170.0,Grambling State,Sr,-,Dallas (TX),David W Carter High School
123,Quintin Murrell,G,6-4,175.0,Grambling State,Jr,-,Milwaukee (WI),Rufus King High School
129,Elvis Nnaji,PF,6-8,205.0,Grambling State,So,-,Hopkins (MN),Hopkins High School
152,William Reynolds,GF,6-4,180.0,Grambling State,So,-,Haacht,DeMatha Catholic High School
8,Antwan Barnett,GF,6-5,,Grambling State,So,-,Montgomery (AL),
25,Jimel Cofer,G,6-4,182.0,Grambling State,So,-,Austin (TX),St. Andrew's Episcopal School
168,Mikale Stevenson,G,6-2,,Grambling State,Jr,-,Fort Wayne (IN),
163,Jourdan Smith,SF,6-7,180.0,Grambling State,Sr,-,Houston (TX),Sunrise Christian Academy
141,Payton Parrish,G,6-0,180.0,Grambling State,Jr,-,Milwaukee (WI),Rufus King High School
3,Jonathan Aku,C,6-11,255.0,Grambling State,Sr,-,Allen (TX),Bethany Christian Academy
120,Tra'Michael Moton,G,6-1,170.0,Grambling State,Sr,-,Baton Rouge (LA),Woodlawn High School
127,Chilaydrien Newton,G,6-3,,Grambling State,Fr,-,Simsboro (LA),Simsboro High School
97,Terrence Lewis,SF,6-6,205.0,Grambling State,Sr,"Oct 30, 1998",Milwaukee (WI),Riverside High School
80,Jalen Johnson,F,6-8,230.0,Grambling State,Sr,"May 7, 2001",Indianapolis (IN),Emmerich Manual High School
92,Malik Lamin,C,6-11,235.0,Grambling State,Jr,-,Minneapolis (MN),Shadow Mountain High School
39,Kintavious Dozier,G,6-1,,Grambling State,Jr,-,Lanett (AL),
75,Keiveon Hunt,G,5-11,176.0,Jackson State,So,-,Jackson (MS),Callaway High School
83,Keijuan Johnson,F,6-7,179.0,Jackson State,Jr,-,Gulfport (MS),Gulfport High School
11,Jalani Bell,G,6-0,185.0,Jackson State,Sr,-,Ridgeland (MS),Ridgeland High School
194,Delyle Williams,G,6-2,181.0,Jackson State,Fr,-,Compton (CA),St. John Bosco High School
56,Tamorrian Grigsby,F,6-7,210.0,Jackson State,Fr,-,Mesquite (TX),Mesquite High School
156,Cowandric Samuel,G,6-3,200.0,Jackson State,Jr,-,Jackson (MS),Callaway High School
100,Romelle Mansel,PF,6-9,195.0,Jackson State,Sr,-,Playa Del Rey (CA),St. Bernard High School
203,Coltie Young,G,6-3,201.0,Jackson State,Jr,-,Starkville (MS),Starkville High School
1,Chase Adams,PG,5-8,144.0,Jackson State,Jr,-,Chicago (IL),Rezin Orr High School
132,Jordan O'Neal,F,6-7,200.0,Jackson State,Sr,-,Mobile (AL),Theodore High School
84,Treyon Johnson,C,6-11,285.0,Jackson State,Sr,-,Chicago (IL),Prosser Career Academy
116,Jayme Mitchell,F,6-5,185.0,Jackson State,Jr,-,Jackson (MS),Forest Hill High School
109,David McDaniel,F,6-9,210.0,Jackson State,Sr,-,Alpharetta (GA),Chattahoochee High School
199,Jeremiah Williamson-Johnson,G,6-2,196.0,Jackson State,Fr,-,Fayetteville (GA),Starr's Mill High School
43,"Ken Evans, Jr.",G,6-5,200.0,Jackson State,Sr,-,Jackson (MS),Forest Hill High School
31,Keionte Cornelius,G,5-10,172.0,Jackson State,Jr,-,Houston (TX),Spring High School
154,Daeshun Ruffin,PG,5-10,155.0,Jackson State,Jr,"Mar 19, 2002",Jackson (MS),Callaway High School
30,Zeke Cook,F,6-6,220.0,Jackson State,Jr,-,Starkville (MS),Starkville High School
151,Reggie Reynolds,F,6-5,220.0,Mississippi Valley State,Sr,-,Sparta (GA),Hancock High School
158,Jaylon Sanders,F,6-5,180.0,Mississippi Valley State,Jr,-,Southaven (MS),Collierville High School
16,Quan Brown,F,6-6,190.0,Mississippi Valley State,Sr,-,Atlanta (GA),Mundy's Mill High School
184,Quoiren Walden,C,6-9,220.0,Mississippi Valley State,Jr,-,Atlanta (GA),Woodland High School
59,Walter Hamilton,F,6-8,220.0,Mississippi Valley State,Sr,-,Potts Camp (MS),Potts Camp High School
189,Danny Washington,G,6-0,175.0,Mississippi Valley State,Sr,-,Greenville (MS),Greenville High School
24,Darrius Clark,F,6-5,200.0,Mississippi Valley State,Sr,-,Indianola (MS),Gentry High School
143,Markell Petro,G,6-3,180.0,Mississippi Valley State,Sr,-,Rosedale (MS),West Bolivar High School
105,Kameron Mayhan,F,6-8,210.0,Mississippi Valley State,Sr,-,Gardena (CA),Gardena High School
165,Stefon Smith,G,6-3,,Mississippi Valley State,Jr,-,Indianola (MS),
53,"Arecko Gipson, Jr.",GF,6-7,210.0,Mississippi Valley State,Sr,-,Memphis (TN),Tennessee Prep Academy
181,Chidi Umeh,F,6-8,185.0,Mississippi Valley State,Fr,-,Dallas (TX),Lake Highlands High School
81,Jordan Johnson,G,6-4,195.0,Mississippi Valley State,Sr,-,Covington (TN),Craigmont High School
77,Trey Ivory III,G,6-2,170.0,Mississippi Valley State,Sr,-,Pine Bluff (AR),Watson Chapel High School
171,"A.J. Stredic, Jr.",F,6-8,215.0,Mississippi Valley State,Sr,-,Bay City (TX),Van Vleck High School
115,Ernest Minton,F,6-6,190.0,Mississippi Valley State,Sr,-,Indianola (MS),Gentry High School
182,Daniel Umoh,F,6-9,245.0,Mississippi Valley State,Jr,-,Lagos,
157,Donovan Sanders,G,5-11,170.0,Mississippi Valley State,Jr,-,Walls (MS),Lake Cormorant High School
71,Javontae Hopkins,G,6-0,165.0,Prairie View A&M,Sr,"Jul 6, 2001",Houston (TX),Fort Bend Travis High School
160,Charles Smith IV,SG,6-5,185.0,Prairie View A&M,Sr,"Dec 15, 2000",Houston (TX),Joseph Wheeler High School
62,McKinley Harris,G,6-5,177.0,Prairie View A&M,Sr,-,Alief (TX),George Ranch High School
51,Nick Gazelas,G,6-4,185.0,Prairie View A&M,Sr,-,Humble (TX),Atascocita High School
113,Mark-Anthony McReed,F,6-6,200.0,Prairie View A&M,Sr,-,Boston (MA),
52,"Ronell Giles, Jr.",G,6-5,200.0,Prairie View A&M,Sr,-,Brandywine (MD),Charles Herbert Flowers High School
124,Brian Myles,PF,6-7,200.0,Prairie View A&M,Jr,-,Shreveport (LA),Legacy the School of Sport Sciences
125,Jonathan Nash,G,6-2,,Prairie View A&M,Jr,-,Katy (TX),Katy High School
46,"Chris Felix, Jr.",F,6-5,185.0,Prairie View A&M,So,-,Houston (TX),
111,Kevin McGaskey,G,6-0,170.0,Prairie View A&M,Sr,-,Missouri City (TX),Hightower High School
131,Andre Nunley,G,5-10,180.0,Prairie View A&M,Sr,-,Euless (TX),Trinity High School
93,"Charles Lane, Jr.",G,6-5,200.0,Prairie View A&M,Sr,-,Eatonville (FL),
145,Trealyn Porchia,GF,6-6,195.0,Prairie View A&M,Fr,-,Beaumont (TX),Beaumont United High School
72,"Orlando Horton, Jr.",G,5-9,140.0,Prairie View A&M,Fr,-,Houston (TX),Houston Christian High School
128,Justin Nimmer,F,6-6,195.0,Prairie View A&M,Sr,-,DeSoto (TX),Life School Red Oak Secondary
57,Syrus Grisby,F,6-8,225.0,Prairie View A&M,Sr,-,Oklahoma City (OK),Luther High School
193,Jariyon Wilkens,F,6-7,185.0,Southern,Sr,-,Biloxi (MS),Biloxi High School
192,JaRonn Wilkens,F,6-9,190.0,Southern,Sr,-,Biloxi (MS),Biloxi High School
4,Dre'Shawn Allen,G,6-1,170.0,Southern,Sr,-,Detroit (MI),Avondale High School
117,Jordan Mitchell,G,6-3,175.0,Southern,Jr,-,West Memphis (AR),West Memphis High School
130,Brentay Noel,FC,6-10,220.0,Southern,So,-,Baton Rouge (LA),
94,Avontez Ledet,G,6-3,170.0,Southern,Jr,-,Breaux Bridge (LA),Cecilia High School
78,Antoine Jacks,G,5-11,165.0,Southern,Jr,-,Greenbelt (MD),Our Lady of Good Counsel High School
82,Jordan Johnson,G,6-4,195.0,Southern,So,-,West Palm Beach (FL),Wellington Community High School
122,Delang Muon,F,6-8,202.0,Southern,Fr,-,Frankston,
126,Festus Ndumanya,F,6-7,225.0,Southern,Sr,-,Anambra,Capistrano Valley High School
155,Chase Sample,G,5-10,170.0,Southern,Fr,-,Baton Rouge (LA),Scotlandville High School
34,Brandon Davis,G,6-1,185.0,Southern,Sr,-,LaPlace (LA),East St. John High School
175,Derrick Tezeno,F,6-5,205.0,Southern,Jr,-,Melville (LA),North Central High School
87,Tai'reon Joseph,G,6-3,175.0,Southern,Jr,-,Baton Rouge (LA),Scotlandville High School
150,Jalen Reynolds,C,6-7,245.0,Southern,Sr,-,Darien (GA),Salem High School
36,Tidjiane Dioumassi,F,6-4,210.0,Southern,Jr,-,Paris,
133,Shaqir O'Neal,GF,6-7,185.0,Texas Southern,Jr,-,Santa Monica (CA),Union Grove High School
7,Xavier Ball,F,6-6,232.0,Texas Southern,Sr,-,Winnfield (LA),
119,Zytarious Mortle,G,6-2,199.0,Texas Southern,So,-,Alexandria (LA),Peabody Magnet High School
202,Jaylen Wysinger,G,6-1,170.0,Texas Southern,Jr,-,Houston (TX),Cypress Creek High School
54,Kolby Granger,G,6-5,180.0,Texas Southern,So,-,Missouri City (TX),Ridge Point High School
23,Jonathan Cisse,G,6-1,160.0,Texas Southern,Sr,-,Grand Coteau (LA),Athens Academy
35,Mario Davis,SG,6-5,180.0,Texas Southern,Sr,-,Houston (TX),
20,Grayson Carter,C,6-10,225.0,Texas Southern,Sr,"Nov 29, 1999",Dallas (TX),John H. Guyer High School
45,Kehlin Farooq,G,6-5,180.0,Texas Southern,Sr,-,Houston (TX),
65,Zaire Hayes,G,6-2,185.0,Texas Southern,Jr,-,Houston (TX),
68,P.J. Henry,G,5-10,175.0,Texas Southern,Sr,-,Pearland (TX),Shadow Creek High School
40,D'Andre Dues,F,6-8,188.0,Texas Southern,Sr,-,Huntsville (TX),Alpha Omega Academy
172,Deon Stroud,GF,6-5,204.0,Texas Southern,Sr,"Sep 6, 2000",Fresno (CA),Trinity International School
76,Kenny Hunter,F,6-10,236.0,Texas Southern,Jr,"Apr 18, 2002",Shreveport (LA),Huntington High School
32,Chris Craig,GF,6-3,178.0,Texas Southern,So,-,,
204,"Jahmar Young, Jr.",PF,6-10,240.0,Texas Southern,Sr,"Feb 24, 2000",DeSoto (TX),DeSoto High School
