,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
81,Judson Martindale,SG,6-7,210.0,Pacific,Sr,-,Sudbury (MA),Worcester Academy
32,Greydon Edwards,G,6-0,170.0,Pacific,Jr,-,Bentonville (AR),Pea Ridge High School
104,Makai Richards,PF,6-10,225.0,Pacific,So,"Oct 19, 2001",Oak Park (CA),New Hampton School
29,Cam Denson,F,6-7,210.0,Pacific,Jr,-,Compton (CA),Compton High School
99,Greg Outlaw,G,6-4,175.0,Pacific,Sr,-,Chicago (IL),Rezin Orr High School
77,Houston Mallette,PG,6-5,185.0,Pepperdine,Jr,"Apr 9, 2003",Newport Beach (CA),Pacifica Christian High School
102,Jalen Pitre,F,6-8,220.0,Pepperdine,So,-,Cerritos (CA),Long Beach Polytechnic High School
65,Paul Jordan,F,6-6,200.0,Pepperdine,So,-,Sea Cliff (NY),Long Island Lutheran High School
112,John Squire,F,6-8,,Pepperdine,Fr,-,San Francisco (CA),St. Ignatius College Prep
103,Jevon Porter,F,6-11,220.0,Pepperdine,So,"Jun 27, 2003",Columbia (MO),Father Tolton Catholic High School
114,Cord Stansberry,G,6-3,175.0,Pepperdine,Fr,-,Bermuda Dunes (CA),Shadow Hills High School
89,Malik Moore,F,6-5,185.0,Pepperdine,So,-,Simi Valley (CA),Heritage Christian School
131,Curtis Williams,F,6-6,,Pepperdine,Fr,-,Beaumont (CA),Etiwanda High School
75,David Mager,G,6-3,175.0,Pepperdine,Fr,-,Englewood (NJ),Dwight Morrow High School
0,Michael Ajayi,F,6-7,,Pepperdine,Jr,-,Kent (WA),Kentwood High School
24,Nils Cooper,F,6-5,185.0,Pepperdine,Fr,"Feb 18, 2005",Los Angeles (CA),Crossroads School
2,Ethan Anderson,PG,6-0,210.0,Pepperdine,Sr,"Nov 24, 1999",Los Angeles (CA),Fairfax High School
25,Boubacar Coulibaly,C,6-10,215.0,Pepperdine,Sr,-,San Gabriel (CA),San Gabriel Academy
38,Aladji Gassama,F,6-9,210.0,Pepperdine,So,-,Bamako,De Smet Jesuit High School
44,Martin Gumwell,C,6-11,210.0,Pepperdine,Fr,"Nov 12, 2003",,Rancho Christian School
139,Andrew Younan,G,6-4,175.0,Portland,Fr,-,Westlake Village (CA),Viewpoint School
27,Vincent Delano,G,6-2,170.0,Portland,Fr,-,Phoenix (AZ),AZ Compass Prep
106,Tyler Robertson,G,6-6,225.0,Portland,Sr,"Jul 25, 2000",Melbourne,Box Hill High School
28,Bol Dengdit,PF,6-11,200.0,Portland,Fr,"Feb 21, 2003",Melbourne,NBA Global Academy
113,Drew Stack,G,6-3,175.0,Portland,Fr,-,Madison (NJ),Madison High School
82,Vukasin Masic,G,6-5,205.0,Portland,Jr,"Jun 14, 2001",Belgrade,Hoosac School
72,Coleman Lemke,F,6-8,190.0,Portland,So,-,Las Vegas (NV),Faith Lutheran High School
39,Kelson Gebbers,F,6-6,200.0,Portland,Fr,-,Brewster (WA),Brewster High School
127,Vasilije Vucinic,C,6-10,225.0,Portland,Jr,"May 18, 2001",Bijelo Polje,
68,Alimamy Koroma,F,6-8,220.0,Portland,Sr,-,Napa (CA),Prolific Prep
98,Thomas Oosterbroek,F,6-8,215.0,Portland,So,"Jan 2, 2003",Amsterdam,Brentwood School
135,Yuto Yamanouchi,PF,6-10,225.0,Portland,So,"May 27, 2003",Aizuwakamatsu,Ribet Academy
41,Juan Sebastian Gorosito,G,6-1,150.0,Portland,So,"Jan 28, 2003",Ceres,Denver Academy
64,Noah Jordan,F,6-7,215.0,Portland,Sr,-,Indianapolis (IN),Shortridge High School
4,Chris Austin,G,6-4,210.0,Portland,Sr,-,Pasadena (CA),Maranatha High School
49,Tyler Harris,SF,6-8,185.0,Portland,Fr,-,Richmond (CA),Granada High School
58,Cyprian Hyde,C,6-10,220.0,Portland,Fr,-,Oceanside (CA),Mission Vista High School
48,Jude Harris,G,6-5,190.0,Portland,Fr,-,Manhattan Beach (CA),Salesian College Prep
130,Harry Wessels,C,7-1,255.0,Saint Mary's,So,"Aug 6, 2002",Boddington,Australian Centre of Excellence
50,Rory Hawke,F,6-5,190.0,Saint Mary's,Fr,"Jan 14, 2004",Townsville,
56,Chris Howell,GF,6-6,195.0,Saint Mary's,So,-,San Diego (CA),Torrey Pines High School
107,Jordan Ross,PG,6-3,175.0,Saint Mary's,Fr,"Nov 16, 2004",Layton (UT),AZ Compass Prep
108,Mitchell Saxen,PF,6-10,242.0,Saint Mary's,Sr,-,Seattle (WA),Ingraham High School
85,Andrew McKeever,C,7-1,255.0,Saint Mary's,Fr,-,Livermore (CA),Granada Hills High School
6,Luke Barrett,F,6-6,200.0,Saint Mary's,Sr,-,Piedmont (CA),Piedmont High School
31,Alex Ducas,G,6-7,220.0,Saint Mary's,Sr,"Dec 11, 2000",Geraldton,Australian Centre of Excellence
12,Cade Bennett,G,6-0,170.0,Saint Mary's,Fr,-,Moraga (CA),Campolindo High School
78,Augustas Marciulionis,G,6-4,195.0,Saint Mary's,Jr,"Mar 21, 2002",Vilnius,
35,Mason Forbes,PF,6-9,230.0,Saint Mary's,Sr,-,Folsom (CA),Folsom High School
76,Aidan Mahaney,G,6-3,180.0,Saint Mary's,So,"Aug 5, 2003",Lafayette (CA),Campolindo High School
62,Joshua Jefferson,C,6-8,220.0,Saint Mary's,So,-,Henderson (NV),Liberty High School
15,Jensen Bradtke,C,6-10,220.0,Saint Mary's,Fr,"Jun 4, 2004",Melbourne,
36,Kevin Gad,F,6-6,195.0,Saint Mary's,Fr,-,Livermore (CA),Granada Hills High School
10,Neel Beniwal,G,6-5,180.0,San Diego,So,-,Garnet Valley (PA),Phelps Prep
110,David Simon,C,6-11,190.0,San Diego,Fr,"Jan 28, 2004",Windsor,Royal Crown Academic School
123,Santiago Trouet,F,6-10,218.0,San Diego,Fr,"Jan 25, 2004",Buenos Aires,
20,Emmanuel Callas,F,6-5,215.0,San Diego,So,-,Oakland (CA),Campolindo High School
22,Joey Chammaa,G,5-11,180.0,San Diego,Fr,-,Los Angeles (CA),Southern California Academy of Sciences
125,Deuce Turner,G,6-2,185.0,San Diego,Sr,-,Coatesville (PA),Malvern Preparatory School
101,Bendji Pierre,F,6-8,230.0,San Diego,Jr,-,Woodbridge (NJ),The Patrick School
100,"Kevin Patton, Jr.",F,6-8,197.0,San Diego,Fr,-,Chandler (AZ),Rancho Christian School
53,Josh Hecht,G,6-2,184.0,San Diego,Fr,-,Santa Monica (CA),Santa Monica High School
52,P.J. Hayes,G,6-6,215.0,San Diego,Sr,-,Waconia (MN),Waconia High School
61,Steven Jamerson II,C,6-10,210.0,San Diego,Jr,-,Los Angeles (CA),Crespi Carmelite High School
66,Keyon Kensie,F,6-7,187.0,San Diego,Fr,-,Lynwood (CA),Compton High School
74,Dragos Lungu,SG,6-6,189.0,San Diego,Fr,"Sep 2, 2004",,
97,"Jimmy Oladokun, Jr.",PF,6-9,220.0,San Diego,Fr,"Sep 19, 2005",La Verne (CA),Sierra Canyon School
86,Wayne McKinney III,G,6-0,190.0,San Diego,Jr,-,Coronado (CA),Coronado High School
26,Deven Dahlke,G,6-2,190.0,San Diego,Sr,-,Phoenix (AZ),St. Mary's High School
91,Kollen Murphy,G,6-2,175.0,San Diego,Fr,-,Ontario (OR),Colony High Schol
90,Dominic Muncey,G,6-0,175.0,San Diego,Jr,-,San Diego (CA),Cathedral Catholic High School
88,Jonathan Mogbo,F,6-8,215.0,San Francisco,Jr,"Oct 29, 2001",West Palm Beach (FL),Cardinal Newman High School
51,Isaiah Hawthorne,F,6-8,205.0,San Francisco,Jr,"Aug 28, 2001",Tracy (CA),Tracy High School
133,Marcus Williams,PG,6-2,197.0,San Francisco,Sr,"Jul 29, 2002",Dickinson (TX),Dickinson High School
128,Barry Wang,PF,6-9,218.0,San Francisco,Fr,"Apr 3, 2005",,NBA Global Academy
40,Saba Gigiberia,C,7-1,250.0,San Francisco,Sr,"Oct 1, 2001",Tbilisi,Prolific Prep
8,Robbie Beasley III,PG,6-3,190.0,San Francisco,Sr,-,Dublin (CA),Dublin High School
70,Josh Kunen,F,6-8,210.0,San Francisco,Sr,"Nov 11, 2000",Melbourne,Australian Centre of Excellence
9,Ryan Beasley,G,5-11,170.0,San Francisco,Fr,-,San Ramon (CA),Dougherty Valley High School
121,Stefan Todorovic,G,6-8,190.0,San Francisco,Jr,"Dec 4, 2002",Belgrade,Prolific Prep
93,Ndewedo Newbury,F,6-7,238.0,San Francisco,Jr,-,London,
23,Jake Cioe,G,6-0,175.0,San Francisco,Jr,-,Tucson (AZ),Salpointe Catholic High School
119,Malik Thomas,F,6-5,190.0,San Francisco,Jr,"Feb 4, 2002",La Verne (CA),Damien High School
13,Justin Bieker,G,6-5,175.0,San Francisco,Jr,"Aug 23, 2000",Portland (OR),Jesuit High School
109,Mike Sharavjamts,F,6-8,180.0,San Francisco,So,"Aug 27, 2002",Xenia (OH),Andrews Osborne Academy
79,Volodymyr Markovetskyy,C,7-2,270.0,San Francisco,Sr,"Dec 26, 2000",Truskavets,
1,Kosy Akametu,G,6-5,210.0,Santa Clara,So,-,Carson (CA),King Drew Magnet High School
136,Brendan Yarusso,G,6-1,160.0,Santa Clara,So,-,Lombard (IL),St. Francis High School
30,Malachi Douyon,G,6-3,180.0,Santa Clara,So,-,Santa Cruz (CA),
46,Christian Hammond,G,6-3,180.0,Santa Clara,Fr,-,Denver (CO),Dream City Christian School
95,Bukky Oboye,C,6-11,200.0,Santa Clara,Fr,-,Houston (TX),Clements High School
5,Adama-Alpha Bal,GF,6-7,190.0,Santa Clara,So,"Dec 18, 2003",Paris,
120,Christoph Tilly,C,7-0,225.0,Santa Clara,So,"Jan 28, 2003",Berlin,
19,Francisco Caffaro,C,7-1,254.0,Santa Clara,Sr,"May 19, 2000",Santa Fe,NBA Global Academy
18,Tyeree Bryan,SG,6-6,202.0,Santa Clara,Jr,-,Orlando (FL),Olympia High School
84,Luke McEldon,C,6-10,225.0,Santa Clara,Fr,-,London,Cushing Academy
33,Jacob Ensminger,G,6-9,205.0,Santa Clara,So,"Feb 4, 2004",Ulm,
80,"Carlos Marshall, Jr.",F,6-6,205.0,Santa Clara,Sr,"Apr 27, 1999",Memphis (TN),Southwind High School
122,Camaron Tongue,F,6-7,220.0,Santa Clara,Jr,-,Medfield (MA),Rivers School
11,Jalen Benjamin,PG,5-10,160.0,Santa Clara,Sr,-,Raleigh (NC),Meadowcreek High School
94,Johnny O'Neil,F,6-10,200.0,Santa Clara,Sr,-,Miami Shores (FL),Chaminade-Madonna High School
67,Brenton Knapper,G,6-0,170.0,Santa Clara,So,-,Ontario (CA),Colony High Schol
