,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
133,Tobin Schwannecke,G,6-3,200.0,Detroit-Mercy,Sr,-,Traverse City (MI),Traverse City Central High School
73,Oton Jankovic,SF,6-10,205.0,Detroit-Mercy,Sr,"Feb 27, 2000",Zagreb,Montverde Academy
140,Jayden Stone,SG,6-4,195.0,Detroit-Mercy,Sr,"Nov 10, 2000",Perth,Sunrise Christian Academy
1,Jonathan Ammori,G,6-4,180.0,Detroit-Mercy,Jr,-,West Bloomfield (MI),West Bloomfield High School
65,Ryan Hurst,G,6-3,220.0,Detroit-Mercy,Fr,-,Farmington (MI),North Farmington High School
24,Jermaine Coleman,F,6-7,190.0,Fort Wayne,Fr,-,Indianapolis (IN),Park Tudor School
94,Chris Morgan,G,6-2,190.0,Fort Wayne,Fr,-,Kaukauna (WI),Kaukauna High School
45,DeAngelo Elisee,C,6-9,260.0,Fort Wayne,Jr,-,Jacksonville (FL),North Florida Educational Institute
97,Eric Mulder,F,6-8,225.0,Fort Wayne,So,-,Oskaloosa (IA),Pella Christian High School
91,Keyon Miller,G,6-2,160.0,Fort Wayne,Fr,-,,
124,Anthony Roberts,SG,6-4,220.0,Fort Wayne,Sr,-,Oak Park (IL),Oak Park & River Forest High School
147,Khoi Thurmon,G,6-1,205.0,Fort Wayne,Fr,-,Akron (OH),Buchtel High School
40,Keaton Dukes,G,6-3,170.0,Fort Wayne,So,-,Syracuse (IN),Wawasee High School
95,Quinton Morton-Robertson,G,5-8,155.0,Fort Wayne,Sr,"Apr 12, 2001",Radford (VA),Radford High School
36,Johnathan Dejurnett,PF,6-8,225.0,Fort Wayne,Sr,-,Memphis (TN),Lausanne Collegiate School
8,Rasheed Bello,G,6-0,185.0,Fort Wayne,Jr,-,Chicago (IL),DePaul Academy
70,Jalen Jackson,G,6-2,200.0,Fort Wayne,So,-,Fort Wayne (IN),Northrop High School
158,Destin Whitaker,G,6-5,180.0,Fort Wayne,Sr,-,Romeoville (IL),Romeoville High School
56,Corey Hadnot II,G,6-3,175.0,Fort Wayne,Fr,-,Atlanta (GA),
102,Maximus Nelson,F,6-8,215.0,Fort Wayne,So,-,Appleton (WI),Appleton North High School
151,Ryan Wade,G,6-2,185.0,Green Bay,Sr,-,Ann Arbor (MI),Skyline High School
3,Jacob Antchak,C,6-8,,Green Bay,Fr,-,Langley,Canada Topflight Academy
57,Marcus Hall,F,6-6,,Green Bay,Fr,-,Schofield (WI),D.C. Everest High School
121,Noah Reynolds,G,6-3,202.0,Green Bay,Jr,"Nov 11, 2002",Peoria (IL),Peoria Notre Dame High School
9,Matt Blanton,G,6-4,,Green Bay,Fr,-,Chelsea (MI),Chelsea High School
43,Will Eames,F,6-7,215.0,Green Bay,Sr,-,Lee's Summit (MO),Lee's Summit High School
41,Garret Dutro,G,6-5,,Green Bay,Fr,-,Colfax (CA),Placer Union High School
38,"David Douglas, Jr.",G,6-5,,Green Bay,Fr,-,Yorkville (IL),Yorkville High School
163,Foster Wonders,G,6-4,205.0,Green Bay,So,"Apr 22, 2002",Iron Mountain (MI),Iron Mountain High School
78,Elijah Jones,F,6-7,218.0,Green Bay,Jr,-,Chicago Heights (IL),Marian Catholic High School
29,Clarence Cummings III,GF,6-5,200.0,Green Bay,Sr,-,Orlando (FL),Maynard Evans High School
128,Preston Ruedinger,G,6-2,185.0,Green Bay,So,-,Oshkosh (WI),Lourdes High School
19,Rich Byhre,F,6-8,240.0,Green Bay,Sr,-,Delafield (WI),Catholic Memorial High School
166,Mac Wrecke,F,6-5,210.0,Green Bay,Fr,-,Hartland (WI),Arrowhead High School
76,Amari Jedkins,F,6-7,195.0,Green Bay,Fr,-,Racine (WI),Jerome I. Case High School
75,Armon Jarrard,G,6-3,170.0,IUPUI,So,-,Indianapolis (IN),Mount Vernon High School
74,Amhad Jarrard,G,6-4,180.0,IUPUI,So,-,Indianapolis (IN),Mount Vernon High School
103,Yves Nkomba,C,6-11,220.0,IUPUI,Jr,-,Leeds,Elevation Preparatory Academy
110,Derek Petersen,SG,6-2,175.0,IUPUI,So,-,Greenwood (IN),Greenwood Christian Academy
130,Abdou Samb,C,6-8,210.0,IUPUI,So,-,Upper Marlboro (MD),Frederick Douglass High School
131,Qwanzi Samuels,SF,6-9,205.0,IUPUI,Sr,"Apr 13, 1999",Washington (DC),Loomis Chaffee School
93,Bryce Monroe,G,5-11,170.0,IUPUI,Sr,-,San Francisco (CA),Archbishop Riordan High School
69,D.J. Jackson,PG,6-4,175.0,IUPUI,So,"Mar 29, 2003",Mississauga,Montverde Academy
0,Braden Allen,G,6-3,170.0,IUPUI,Fr,-,Brazil (IN),Northview High School
44,John Egbuta,F,6-6,215.0,IUPUI,Sr,-,Bronx (NY),Springfield Commonwealth Academy
10,Kidtrell Blocker,GF,6-5,185.0,IUPUI,Jr,"Jan 17, 2002",Rochester (NY),Tennessee Prep Academy
34,Cooper DeWitt,GF,6-6,195.0,IUPUI,Jr,-,Kennewick (WA),Chiawana High School
27,Jlynn Counter,GF,6-3,185.0,IUPUI,Jr,-,Oklahoma City (OK),Feltrim Academy
13,Vincent Brady II,PG,6-4,185.0,IUPUI,So,-,Indianapolis (IN),Cathedral High School
59,Daylan Hamilton,G,6-3,180.0,IUPUI,Jr,-,Houston (TX),Klein Forest High School
31,Learic Davis,F,6-7,190.0,Milwaukee,Fr,-,Milwaukee (WI),Lynde & Harry Bradley Technology and Trade School
52,B.J. Freeman,F,6-6,200.0,Milwaukee,Jr,"Jul 11, 2002",Raleigh (NC),Moravian Prep
115,Vinko Polovic,F,6-7,205.0,Milwaukee,Fr,"Oct 15, 2002",Milwaukee (WI),Franklin High School
116,Erik Pratt,G,6-5,185.0,Milwaukee,Sr,-,Lake Worth (FL),Park Vista Community High School
119,Kentrell Pullian,PG,6-0,182.0,Milwaukee,Jr,"May 6, 2002",Benton Harbor (MI),Benton Harbor High School
58,Dominic Ham,G,6-5,195.0,Milwaukee,Sr,"Jan 24, 2000",Atlanta (GA),North Atlanta High School
123,Makuei Riek,F,6-6,170.0,Milwaukee,Fr,-,Rochester (MN),Mayo High School
17,Markeith Browning II,G,6-4,196.0,Milwaukee,Jr,"Mar 29, 2001",Ypsilanti (MI),The Skill Factory
51,Aaron Franklin,GF,6-5,210.0,Milwaukee,So,-,Kansas City (MO),Raytown Senior High School
99,Simeon Murchison,F,6-9,221.0,Milwaukee,Fr,-,Milwaukee (WI),Alexander Hamilton High School
139,Pierce Spencer,PG,6-3,175.0,Milwaukee,Sr,"Apr 16, 2002",Porter (TX),Porter High School
141,Angelo Stuart,G,6-1,175.0,Milwaukee,Sr,"Feb 15, 1999",East Stroudsburg (PA),Lincoln Academy
62,Zach Howell,SG,6-5,200.0,Milwaukee,So,"Jan 9, 2003",Springfield (MO),Springfield Catholic High School
145,Maurice Thomas,G,6-0,175.0,Milwaukee,Fr,-,Chicago (IL),DePaul Academy
72,Elijah Jamison,PG,6-3,196.0,Milwaukee,So,"May 12, 2003",Louisburg (NC),Liberty Heights Athletic Institute
39,Darius Duffy,F,6-8,225.0,Milwaukee,Sr,-,Murray (KY),Murray High School
162,Langston Wilson,F,6-9,215.0,Milwaukee,Sr,-,Philadelphia (PA),Monsignor Bonner/Archbishop Prendergast High School
48,Faizon Fields,PF,6-10,220.0,Milwaukee,Jr,-,Millington (TN),Millington High School
30,Bryce Darbyshire,G,6-4,,Northern Kentucky,Fr,-,Cincinnati (OH),Sycamore High School
67,Jeramiah Israel,GF,6-3,,Northern Kentucky,Fr,-,Erlanger (KY),Lloyd Memorial High School
68,Keeyan Itejere,PF,6-9,215.0,Northern Kentucky,So,"Oct 14, 2002",Las Vegas (NV),Grace Christian School
113,Hubertas Pivorius,G,6-2,170.0,Northern Kentucky,Jr,"Nov 8, 2002",Plunge,Christopher Columbus High School
126,Trey Robinson,G,6-6,220.0,Northern Kentucky,Sr,-,Hamilton (OH),Hamilton High School
136,Cole Sherman,G,5-11,190.0,Northern Kentucky,So,-,Louisville (KY),St. Xavier High School
12,Michael Bradley,G,6-0,175.0,Northern Kentucky,Sr,-,San Antonio (TX),Naval Academy Preparatory School
144,Cesar Tchilombo,F,6-9,205.0,Northern Kentucky,Fr,-,,The John Carroll School
150,Sam Vinson,G,6-5,205.0,Northern Kentucky,Jr,-,Fort Thomas (KY),Highlands High School
111,Randall Pettus II,G,6-3,,Northern Kentucky,Fr,-,Bessemer City (NC),Bessemer City High School
157,L.J. Wells,F,6-8,205.0,Northern Kentucky,So,-,Eau Claire (WI),Memorial High School
154,Marques Warrick,G,6-2,185.0,Northern Kentucky,Sr,-,Lexington (KY),Henry Clay High School
90,Cade Meyer,F,6-8,,Northern Kentucky,Jr,-,Monroe (WI),Monroe High School
66,Fiston Ipassou,F,6-5,,Northern Kentucky,Fr,"Sep 16, 2003",Adelaide,Australian Centre of Excellence
92,Mitchel Minor,G,5-10,175.0,Northern Kentucky,So,-,Taylor Mill (KY),Scott High School
23,D.Q. Cole,G,6-3,189.0,Oakland,Sr,-,Pontiac (MI),Pontiac High School
155,"Rocket Watts, Jr.",PG,6-2,182.0,Oakland,Sr,"Jun 1, 2000",Detroit (MI),Old Redford Academy
54,Jack Gohlke,G,6-3,215.0,Oakland,Sr,-,Pewaukee (WI),Pewaukee High School
83,Blake Lampman,G,6-3,184.0,Oakland,Sr,-,Haslet (TX),Haslett High School
117,Osei Price,G,6-4,188.0,Oakland,Jr,"Mar 31, 2002",Winter Garden (FL),South Kent School
6,Zavier Banks,GF,6-5,195.0,Oakland,Fr,-,Detroit (MI),University of Detroit Jesuit High School and Academy
25,Chris Conway,C,6-9,221.0,Oakland,Jr,"Oct 6, 2001",Naperville (IL),Naperville Central High School
114,Aundre Polk,C,6-9,200.0,Oakland,Sr,-,Detroit (MI),SPIRE Sports Academy
127,Michael Rogers,G,6-0,228.0,Oakland,Jr,-,Harlem (NY),Hillcrest Prep
149,Trey Townsend,F,6-6,228.0,Oakland,Jr,"Aug 30, 2002",Oxford (MI),Oxford High School
79,Isaiah Jones,F,6-5,213.0,Oakland,So,-,Memphis (TN),Speights Academy
28,Cooper Craggs,F,6-5,235.0,Oakland,Fr,-,Northville (MI),Novi High School
101,Tuburu Naivalurua,F,6-6,218.0,Oakland,So,-,Sydney,
138,Evan Solomon,G,6-2,185.0,Oakland,Fr,-,Charlevoix (MI),Charlevoix High School
64,Tone Hunter,G,5-11,148.0,Oakland,Jr,-,Las Vegas (NV),Durango High School
153,Stephaun Walker,F,6-7,205.0,Robert Morris,So,-,Washington (DC),Coolidge High School
106,Tanner O'Grady,G,6-0,175.0,Robert Morris,So,-,Pittsburgh (PA),Upper St. Clair High School
81,Ben Krystkowiak,G,6-4,175.0,Robert Morris,So,-,San Diego (CA),Olympus High School
5,Cyril Arvanitis,GF,6-3,185.0,Robert Morris,So,-,Elberon (NJ),Red Bank Catholic High School
71,Trey James,C,6-9,235.0,Robert Morris,Jr,-,Inez (KY),Martin County High School
152,T.J. Wainwright,PG,6-3,180.0,Robert Morris,So,-,Culver City (CA),Westchester High School
11,Alfredo Boglio,G,6-3,175.0,Robert Morris,Fr,"Feb 11, 2003",Novara,
135,Vasilije Serafimoski,F,6-6,170.0,Robert Morris,So,-,Gostivar,
26,Josh Corbin,G,6-3,190.0,Robert Morris,Sr,-,Gahanna (OH),Lincoln High School
49,Alvaro Folgueiras Campos,PF,6-9,215.0,Robert Morris,Fr,"Apr 1, 2005",Malaga,DME Academy
50,Chris Ford,F,6-5,200.0,Robert Morris,Jr,"Jan 28, 2003",Huntersville (NC),North Mecklenburg High School
60,Markeese Hastings,SF,6-7,195.0,Robert Morris,Sr,-,Grand Rapids (MI),Godwin Heights High School
160,Justice Williams,GF,6-4,175.0,Robert Morris,Jr,-,Philadelphia (PA),Montverde Academy
132,Antallah Sandlin 'El,F,6-8,205.0,Robert Morris,Fr,-,Lincoln (NE),Lincoln North Star High School
85,Jackson Last,F,6-5,195.0,Robert Morris,Jr,-,Hurricane (UT),Hurricane High School
14,A.J. Braun,F,6-9,225.0,Wright State,Jr,-,Franklin (OH),Bishop Fenwick High School
104,Brandon Noel,F,6-8,235.0,Wright State,Jr,-,Chillicothe (OH),Chillicothe High School
2,DayJuan Anderson,G,6-2,180.0,Wright State,Fr,-,Dayton (OH),Ponitz Career Technology Center
100,Bo Myers,G,6-6,200.0,Wright State,Sr,-,Logan (OH),Logan High School
55,Braden Grant,F,6-7,220.0,Wright State,So,-,Beavercreek (OH),Beavercreek High School
22,Drey Carter,F,6-8,190.0,Wright State,Fr,-,Bellefontaine (OH),Westerville South High School
63,Alex Huibregtse,G,6-3,195.0,Wright State,Jr,-,Grafton (WI),Grafton High School
20,Solomon Callaghan,G,6-2,185.0,Wright State,Fr,-,Wadsworth (OH),Wadsworth High School
61,Tanner Holden,SF,6-6,200.0,Wright State,Sr,"Apr 6, 2000",Wheelersburg (OH),Wheelersburg High School
156,Andrew Welage,F,6-6,180.0,Wright State,Jr,-,Greensburg (IN),Greensburg Community
105,Keaton Norris,G,6-0,165.0,Wright State,Jr,-,Hilliard (OH),Hilliard Bradley High School
165,Logan Woods,GF,6-5,180.0,Wright State,Fr,-,Fairfield (OH),Fairfield High School
134,Carson Schwieger,F,6-8,200.0,Wright State,Fr,-,Overland Park (KS),Blue Valley Southwest High School
21,Trey Calvin,G,6-0,165.0,Wright State,Sr,"Jun 29, 2001",Glendale Heights (IL),St. Viator High School
16,Kaden Brown,G,6-0,175.0,Wright State,Fr,-,Grand Rapids (MI),Catholic Central High School
159,David Wilkerson,GF,6-4,175.0,Youngstown State,So,-,Lansing (MI),Liberty Heights Athletic Institute
84,Bryson Langdon,G,5-9,170.0,Youngstown State,Sr,-,Chicago (IL),Kenwood Academy
129,Brandon Rush,GF,6-3,195.0,Youngstown State,Sr,-,Warragul,Warrensville Heights High School
120,Ziggy Reid,F,6-6,245.0,Youngstown State,Sr,"Oct 25, 2000",Baltimore (MD),St. Paul's School
87,"John Lovelace, Jr.",F,6-7,205.0,Youngstown State,So,-,Brown Deer (WI),We Are United Prep
80,Christian Kirkland,F,6-9,225.0,Youngstown State,Fr,-,Philadelphia (PA),Friends Select School
53,Tommy Fryda,G,6-1,180.0,Youngstown State,Jr,-,Youngstown (OH),Boardman High School
47,E.J. Farmer,G,6-5,185.0,Youngstown State,Jr,-,Cleveland (OH),Cleveland Heights High School
42,Gabe Dynes,C,7-3,190.0,Youngstown State,Fr,-,Independence (KY),Simon Kenton High School
33,Dante DePante,G,6-4,190.0,Youngstown State,Fr,-,Pittsburgh (PA),Central Catholic High School
18,D.J. Burns,SF,6-7,220.0,Youngstown State,Sr,"May 16, 2001",New Orleans (LA),Sophie B. Wright Charter School
15,Anthony Breland,G,6-4,190.0,Youngstown State,Fr,-,Newton (NC),Moravian Prep
7,Jaylen Bates,F,6-7,215.0,Youngstown State,Sr,-,Atlanta (GA),
146,Brett Thompson,G,6-1,180.0,Youngstown State,Sr,-,Oakland (CA),
168,Imanuel Zorgvol,C,7-0,215.0,Youngstown State,So,-,Paramaribo,Central Florida Christian Academy
