,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
149,Brayden Wampler-Foust,G,6-3,190.0,Lindenwood,So,-,Saint Charles (MO),St. Charles West High School
106,Donavan Moore,G,6-3,185.0,Lindenwood,Sr,-,West Bloomfield (MI),West Bloomfield High School
97,Jaylon McDaniel,F,6-7,231.0,Lindenwood,Jr,-,Blue Springs (MO),Sunrise Christian Academy
124,Colin Ruffin,G,6-4,193.0,Lindenwood,Fr,-,Nixa (MO),Nixa High School
61,Keith Haymon II,F,6-7,210.0,Lindenwood,Sr,-,Cypress (TX),Cypress Ranch High School
141,Jeremiah Talton,F,6-6,190.0,Lindenwood,So,-,Quincy (IL),Quincy Senior High School
65,R.J. Horry,G,5-10,160.0,Lindenwood,Fr,-,O'Fallon (MO),Mt. Zion Prep
67,Christian Hughes,G,6-2,180.0,Little Rock,Fr,-,Kirkwood (MO),Kirkwood High School
84,Pavle Kuzmanovic,GF,6-5,190.0,Little Rock,Sr,"Jul 25, 2000",Loznica,
50,DeAntoni Gordon,PF,6-8,220.0,Little Rock,Sr,"Sep 28, 2000",Mobile (AL),LeFlore Magnet High School
74,Jordan Jefferson,G,6-4,180.0,Little Rock,Jr,-,Marietta (GA),Osborne High School
49,Marcus Golden,G,6-0,175.0,Little Rock,Fr,-,McKinney (TX),
37,Cougar Downing,G,6-1,175.0,Little Rock,Sr,-,Olathe (KS),Olathe West High School
0,Shota Abashidze,G,5-11,150.0,Little Rock,So,"Jul 26, 2004",Tbilisi,Elevation Preparatory Academy
122,K.K. Robinson,G,6-0,180.0,Little Rock,Sr,-,Bryant (AR),Oak Hill Academy
102,Nikola Milosevic,C,6-11,225.0,Little Rock,Fr,-,Belgrade,
6,Ante Beljan,F,6-8,220.0,Little Rock,So,"Nov 6, 2003",Trogir,
27,Jaylen Crocker-Johnson,F,6-7,195.0,Little Rock,Fr,-,San Antonio (TX),Warren High School
118,Kristiyan Popov,G,6-7,200.0,Little Rock,Fr,"Jan 21, 2005",Varna,
159,Creed Williamson,PF,6-8,230.0,Little Rock,Fr,-,Little Rock (AR),Little Rock Christian High School
36,Bradley Douglas,PG,6-1,180.0,Little Rock,Jr,-,Eustis (FL),Eustis High School
20,Jamir Chaplin,GF,6-5,200.0,Little Rock,Sr,"Oct 30, 2000",Norcross (GA),Meadowcreek High School
105,Makhel Mitchell,FC,6-10,240.0,Little Rock,Sr,"Jan 31, 2000",District Heights (MD),Jackson-Reed High School
108,Jerome Morton,GF,6-4,200.0,Morehead State,Fr,-,Winchester (KY),George Rogers Clark High School
144,Drew Thelwell,G,6-3,195.0,Morehead State,Jr,-,Orlando (FL),The Master's Academy
121,Eddie Ricks III,F,6-7,205.0,Morehead State,Fr,-,Clarksville (TN),Clarksville High School
145,Kalil Thomas,SG,6-5,200.0,Morehead State,Sr,-,New Orleans (LA),Holy Cross High School
128,Trent Scott,G,6-4,190.0,Morehead State,So,-,Tampa (FL),Alonso High School
54,Matt Hain,F,6-7,215.0,Morehead State,Fr,-,Perth,IMG Academy
70,Zach Iyeyemi,PF,6-9,260.0,Morehead State,Sr,"Sep 25, 2000",Cypress (TX),Cy-Fair High School
160,Jalen Windham,G,6-5,205.0,Morehead State,Sr,-,Indianapolis (IN),Ben Davis High School
34,Brady Dingess,G,6-1,200.0,Morehead State,Fr,-,Inez (KY),Martin County High School
94,George Marshall,G,6-3,185.0,Morehead State,So,-,Jackson (MS),Forest Hill High School
103,Riley Minix,SF,6-7,230.0,Morehead State,Sr,"Sep 22, 2000",Vero Beach (FL),Vero Beach High School
45,Mark Freeman,PG,5-11,170.0,Morehead State,Sr,-,Memphis (TN),The Skill Factory
101,Dieonte Miles,C,7-0,240.0,Morehead State,Sr,"Aug 23, 2001",Walton (KY),Walton-Verona High School
51,Mekhi Grant,F,6-10,225.0,Morehead State,Fr,-,Charlotte (NC),COMBINE Academy
88,Jordan Lathon,G,6-5,195.0,Morehead State,Sr,"Feb 25, 2000",Grandview (MO),Grandview High School
152,Jaden Webb,C,6-10,205.0,Morehead State,So,-,Olive Branch (MS),Olive Branch High School
123,Quani Rudd,G,6-5,190.0,SIU-Edwardsville,Jr,-,Mount Vernon (IL),Mount Vernon High School
142,Brian Taylor II,G,6-4,175.0,SIU-Edwardsville,Fr,-,St. Louis (MO),DeSmet Jesuit High School
117,Desmond Polk,SG,6-4,190.0,SIU-Edwardsville,Jr,-,New Berlin (WI),La Lumiere School
131,Adeola Seun,C,6-9,265.0,SIU-Edwardsville,Jr,-,Lagos,
139,Dorion Staples,F,6-7,235.0,SIU-Edwardsville,Jr,-,Fredericksburg (VA),Massaponax High School
166,Ethan Yancy,G,6-4,185.0,SIU-Edwardsville,So,-,Houston (TX),Premier Academy
104,Damarco Minor,G,6-0,190.0,SIU-Edwardsville,Jr,-,Harvey (IL),Thornton Township High School
116,Jordan Pickett,G,6-3,190.0,SIU-Edwardsville,Fr,-,Joliet (IL),Belleville East High School
143,Ray'Sean Taylor,G,6-1,180.0,SIU-Edwardsville,Jr,-,Collinsville (IL),Collinsville High School
125,Arnas Sakenis,F,6-11,260.0,SIU-Edwardsville,So,-,Tinley Park (IL),Victor J. Andrew High School
164,Lamar Wright,F,6-7,205.0,SIU-Edwardsville,Sr,-,Murrieta (CA),Vista Murrieta High School
165,Shamar Wright,F,6-7,200.0,SIU-Edwardsville,Sr,-,Murrieta (CA),Link Year Prep
146,Terrance Thompson,PF,6-8,250.0,SIU-Edwardsville,Sr,-,La Crosse (WI),Central High School
148,Eddiean Tirado,G,6-0,190.0,SIU-Edwardsville,Jr,-,San Juan (PR),
135,Aquan Smart,G,6-3,175.0,Southeast Missouri State,Jr,-,Skokie (IL),Niles North High School
23,Kobe Clark,F,6-6,180.0,Southeast Missouri State,Sr,"May 26, 2002",St. Louis (MO),Vashon High School
11,T.J. Biel,F,6-7,205.0,Southeast Missouri State,Jr,-,Calgary,
150,B.J. Ward,G,6-0,180.0,Southeast Missouri State,Fr,-,St. Louis (MO),Chaminade College Preparatory School
69,David Idada,C,7-0,250.0,Southeast Missouri State,So,"Feb 17, 2002",Barendrecht,Golden State Preparatory School
95,Rob Martin,PG,5-10,160.0,Southeast Missouri State,So,-,St. Louis (MO),Christian Brothers College High School
39,Josh Earley,F,6-7,242.0,Southeast Missouri State,Sr,"Jul 12, 2000",Roeland (KS),Bishop Miege High School
42,Gavyn Elkamil,G,6-5,190.0,Southeast Missouri State,Jr,"Apr 26, 2002",Pittsburg (KS),Link Year Prep
43,Evan Eursher,G,6-2,177.0,Southeast Missouri State,So,"May 3, 2003",Hendersonville (TN),The Webb School
87,Adam Larson,F,6-9,180.0,Southeast Missouri State,So,"Jun 24, 2002",Fennimore (WI),Fennimore High School
15,Dylan Branson,F,6-5,220.0,Southeast Missouri State,Jr,"Oct 21, 2001",St. Louis (MO),Mehlville High School
7,Marqueas Bell,G,6-3,165.0,Southeast Missouri State,Fr,-,Kansas City (MO),Park Hill High School
138,Braxton Stacker,GF,6-5,185.0,Southeast Missouri State,So,-,Belleville (IL),Cardinal Ritter College Prep High School
4,Asa Barnes,G,6-2,165.0,Southeast Missouri State,Fr,-,Wichita (KS),Wichita Southeast High School
58,Mason Hanback,C,7-0,245.0,Southeast Missouri State,So,"Feb 14, 2004",Jackson (TN),Tennessee Prep Academy
147,Jordan Tillmon,G,6-2,180.0,Southern Indiana,Jr,-,Pine Bluff (AR),Watson Chapel High School
107,Javius Moore,GF,6-6,190.0,Southern Indiana,Sr,-,McComb (MS),McComb High School
18,Jack Campion,G,5-11,170.0,Southern Indiana,So,-,Milton (WI),Milton High School
19,Nolan Causwell,C,6-11,235.0,Southern Indiana,Sr,-,Johns Creek (GA),Northview High School
63,Nick Hittle,C,6-10,245.0,Southern Indiana,Jr,-,Indianapolis (IN),Culver Military Academy
60,Yarin Hasson,C,6-10,200.0,Southern Indiana,So,"Oct 10, 2004",Gan Yavne,
100,Jack Mielke,F,6-7,220.0,Southern Indiana,Jr,-,Downers Grove (IL),Downers Grove North High School
99,Sam Mervis,G,5-11,175.0,Southern Indiana,Jr,-,Carmel (IN),University High School
62,Jeremiah Hernandez,GF,6-4,180.0,Southern Indiana,Sr,"Feb 16, 2001",Chicago (IL),St. Viator High School
96,Xavier McCord,G,6-5,200.0,Southern Indiana,Jr,-,Cheyenne (WY),Cheyenne East High School
119,Kiyron Powell,C,6-8,210.0,Southern Indiana,Jr,-,Evansville (IN),Benjamin Bosse High School
55,Ryan Hall,F,6-5,190.0,Southern Indiana,Jr,-,Kettering (OH),Fairmont High School
130,Johnny Semany,G,6-0,160.0,Southern Indiana,So,-,Danville (CA),De La Salle High School
136,A.J. Smith,GF,6-6,215.0,Southern Indiana,So,-,Edwardsville (IL),Metro-East Lutheran High School
137,"Luther Smith, Jr.",G,6-1,190.0,Southern Indiana,Fr,-,Milwaukee (WI),Sussex Hamilton High School
162,Knute Wood,G,6-4,191.0,Tennessee State,Fr,-,Killen (AL),Brooks High School
1,Riggs Abner,F,6-6,195.0,Tennessee State,So,-,Mount Juliet (TN),Green Hill High School
8,E.J. Bellinger,G,6-4,205.0,Tennessee State,Sr,-,St. Peters (MO),Fort Zumwalt South High School
2,David Acosta,F,6-11,247.0,Tennessee State,Sr,-,Santiago,
66,Jai Howard,G,6-0,,Tennessee State,Jr,-,Birmingham (AL),Shades Valley High School
17,Christian Brown,SF,6-6,205.0,Tennessee State,Sr,"Jul 15, 2000",Columbia (SC),Oak Hill Academy
157,Justin Williams,G,6-3,185.0,Tennessee State,Sr,-,San Juan Capistrano (CA),Junipero Serra Catholic High School
32,Denim Dawson,GF,6-6,193.0,Tennessee State,So,"Apr 24, 2003",Ontario (CA),Southern California Academy of Sciences
38,Emmanuel Dowuona,C,6-10,245.0,Tennessee State,Sr,"Apr 17, 1998",Accra,Westwood Christian School
44,"Marcus Fitzgerald, Jr.",G,6-2,182.0,Tennessee State,Jr,-,Brentwood (TN),Pearl-Cohn High School
47,John Gamble III,SF,6-6,195.0,Tennessee State,Fr,-,Punta Gorda (FL),Charlotte High School
80,Jaylen Jones,PG,6-1,160.0,Tennessee State,Fr,-,Nashville (TN),East Nashville Magnet High School
79,Elijah Jointer,F,6-6,230.0,Tennessee State,Fr,-,Mount Carmel (IL),Mount Carmel High School
76,Jason Jitoboh,FC,6-11,300.0,Tennessee State,Sr,"Mar 20, 2001",Abuja,Hamilton Heights Christian Academy
64,Kinyon Hodges,G,6-2,180.0,Tennessee State,Sr,-,Cape Girardeau (MO),
132,Michael Shanks,F,6-6,210.0,Tennessee State,Sr,-,Bentonville (AR),Bentonville High School
161,Diante Wood,SG,6-4,210.0,Tennessee Tech,Sr,"Nov 29, 1999",Anniston (AL),Sacred Heart of Jesus Catholic School
163,DeSean Woods,G,6-0,165.0,Tennessee Tech,Sr,-,Lexington (KY),CORE4 High School Prep
140,Grant Strong,F,6-6,185.0,Tennessee Tech,So,-,Celina (TN),Clay County High School
134,Grant Slatten,F,6-5,195.0,Tennessee Tech,Jr,"May 27, 2002",Sparta (TN),White County High School
167,Bogdan Zimonjic,G,6-5,190.0,Tennessee Tech,Jr,"Jan 27, 2003",Belgrade,
112,Erik Oliver,GF,6-1,195.0,Tennessee Tech,Sr,-,Cheyenne (WY),Cheyenne East High School
29,Josiah Davis,G,6-3,195.0,Tennessee Tech,So,"Feb 4, 2003",Kitchener,Teays Valley Christian School
25,David Craig,C,7-2,235.0,Tennessee Tech,So,-,Johannesburg,The McCallie School
40,David Early,PG,6-4,235.0,Tennessee Tech,Sr,"Sep 6, 2001",Logan (WV),Logan High School
41,Daniel Egbuniwe,F,6-7,210.0,Tennessee Tech,So,-,Memphis (TN),First Assembly Christian School
10,Jerome Beya,C,6-9,225.0,Tennessee Tech,So,-,Kinshasa,Sunrise Christian Academy
89,Kyle Layton,G,6-0,175.0,Tennessee Tech,Fr,-,Mountain Brook (AL),Mountain Brook High School
126,Rylee Samons,F,6-7,195.0,Tennessee Tech,Fr,-,Pikeville (KY),Pikeville High School
21,Nick Choate,F,6-6,185.0,Tennessee Tech,So,-,Livingston (TN),Livingston Academy
16,Brandon Brown,G,6-3,185.0,Tennessee Tech,So,-,Bristol (TN),Teays Valley Christian School
78,"Rodney Johnson, Jr.",F,6-5,220.0,Tennessee Tech,Jr,-,Bryan (TX),Bryan High School
59,Jayvis Harvey,SG,6-5,210.0,Tennessee Tech,Sr,-,Durham (NC),Southern Durham High School
46,Christian Fussell,F,6-10,220.0,Tennessee-Martin,Jr,"Nov 28, 2001",Decatur (GA),Greenforest Christian High School
154,"Kenny White, Jr.",F,6-7,225.0,Tennessee-Martin,Jr,"Nov 13, 2001",Madisonville (KY),Madisonville-North Hopkins High School
26,Jacob Crews,SF,6-7,210.0,Tennessee-Martin,Jr,-,Hilliard (FL),Hilliard High School
68,Yassen Hussein,C,6-9,215.0,Tennessee-Martin,Sr,-,Cairo,West Oak Academy
75,Koby Jeffries,PG,6-3,190.0,Tennessee-Martin,Jr,"Feb 13, 2001",Cordova (TN),The Skill Factory
72,Justus Jackson,G,6-1,170.0,Tennessee-Martin,Jr,-,Surprise (AZ),Millenium High School
28,K.K. Curry,F,6-6,205.0,Tennessee-Martin,Sr,"May 8, 2000",Cleveland (TN),Scotland Performance Institute
82,David Kamwanga,GF,6-7,220.0,Tennessee-Martin,Jr,"Aug 5, 2001",Kinshasa,Fork Union Military Academy
98,Sebastian Mendoza,G,6-3,195.0,Tennessee-Martin,Sr,-,Riverside (CA),Hillcrest High School
109,Issa Muhammad,PF,6-9,240.0,Tennessee-Martin,Sr,"Feb 4, 2001",Atlanta (GA),Norcross High School
110,Jalen Myers,F,6-8,195.0,Tennessee-Martin,Sr,"Nov 12, 2001",Madison (AL),Bob Jones High School
129,Jordan Sears,PG,5-11,175.0,Tennessee-Martin,Sr,"Sep 5, 2001",Port Orange (FL),Mainland High School
71,Braylon Jackson,G,6-0,165.0,Tennessee-Martin,Fr,-,Newnan (GA),Newnan High School
156,Desmond Williams,SG,6-1,180.0,Tennessee-Martin,Sr,"Sep 11, 2000",Montgomery (AL),Brewbaker Technology Magnet High School
12,Dirin Birihay,G,6-5,,Western Illinois,Fr,-,Indianapolis (IN),Brebeuf Jesuit Preparatory School
22,Drew Cisse,C,6-11,200.0,Western Illinois,Sr,-,San Diego (CA),Rancho Bernardo High School
9,Quinlan Bennett,SG,6-4,190.0,Western Illinois,Sr,-,Maywood (IL),Proviso East High School
3,De'Meiko Anderson,G,6-0,,Western Illinois,Fr,-,Minneapolis (MN),North Community High School
115,Joe Petrakis,F,6-11,224.0,Western Illinois,Sr,"Mar 28, 2001",Wichita (KS),Valley Center High School
31,Shay Davis,G,6-0,,Western Illinois,Jr,-,Orlando (FL),Wekiva High School
33,"James Dent, Jr.",F,6-5,185.0,Western Illinois,Jr,-,Springfield (IL),Springfield Southeast High School
56,Jacksun Hamilton,F,6-7,195.0,Western Illinois,Jr,-,La Crosse (WI),Logan High School
81,J.J. Kalakon,F,6-5,200.0,Western Illinois,Sr,-,Louisville (KY),Waggoner High School
86,Braden Lamar,F,6-5,190.0,Western Illinois,Jr,-,Las Vegas (NV),Bishop Gorman High School
90,K.J. Lee,G,6-8,170.0,Western Illinois,Jr,-,O'Fallon (MO),Fort Zumwalt North High School
111,Ryan Myers,G,6-1,190.0,Western Illinois,Sr,-,Queens (NY),Christ The King Regional High School
114,Rodrick Payne,C,6-8,240.0,Western Illinois,Jr,-,Cottage Grove (MN),East Ridge High School
153,Jesiah West,G,6-5,200.0,Western Illinois,Sr,-,Elizabeth (NJ),Eli Whitney Technical High School
83,Tay Knox,F,6-9,190.0,Western Illinois,So,-,Troy (AL),Henderson High School
