,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
5,Daniel Batcho,PF,6-11,235.0,Louisiana Tech,Jr,"Jan 10, 2002",Paris,
19,Tahlik Chavez,SG,6-2,160.0,Louisiana Tech,Sr,-,Arlington (TX),Lake Ridge Academy
50,Jaylin Henderson,G,6-3,175.0,Louisiana Tech,Jr,"Jun 14, 2002",Wichita (KS),Wichita West High School
86,"Terri Miller, Jr.",C,6-8,250.0,Louisiana Tech,Jr,-,Fresno (CA),Clovis North High School
25,Isaiah Crawford,GF,6-6,220.0,Louisiana Tech,Sr,"Nov 1, 2001",Fort Worth (TX),North Crowley High School
1,Will Allen,F,6-7,225.0,Louisiana Tech,So,"Oct 28, 2001",New Orleans (LA),Bonnabel
26,Jordan Crawford,G,6-3,175.0,Louisiana Tech,So,"Feb 11, 2004",Ruston (LA),Simsboro High School
106,Ben Ponder,G,6-3,200.0,Louisiana Tech,Jr,"Apr 13, 2003",Shreveport (LA),Calvary Baptist Academy
78,Dravon Mangum,F,6-8,205.0,Louisiana Tech,Sr,"Jan 4, 2000",Roxboro (NC),Person County High School
51,Tyler Henry,G,6-4,186.0,Louisiana Tech,Sr,-,Brooklyn (NY),Putnam Science Academy
2,Torey Alston,F,6-8,190.0,Middle Tennessee State,Fr,"Aug 14, 2004",Durham (NC),Winston Salem Christian School
75,Isiah Lightsy,G,6-4,185.0,Middle Tennessee State,Jr,"Aug 14, 2003",Murfreesboro (TN),Siegel High School
132,Camryn Weston,G,6-3,190.0,Middle Tennessee State,Sr,"Apr 3, 2000",Albany (GA),Westover High School
70,Elias King,SF,6-8,215.0,Middle Tennessee State,Sr,"Dec 16, 2000",Atlanta (GA),Lincoln Academy
77,Chris Loofe,C,6-11,220.0,Middle Tennessee State,Fr,"Jul 10, 2004",Austin (TX),Link Year Prep
88,Ty Mosley,G,6-5,190.0,Middle Tennessee State,Sr,"Feb 20, 2000",Chicago (IL),Rezin Orr High School
15,Justin Bufford,F,6-6,190.0,Middle Tennessee State,Jr,"Jan 6, 2002",Montgomery (AL),Montgomery Catholic Preparatory School
65,Jalen Jordan,G,6-2,160.0,Middle Tennessee State,Sr,"Jun 19, 1998",Conyers (GA),Rockdale County High School
64,Jared Jones,PF,6-10,240.0,Middle Tennessee State,Sr,"Sep 13, 2000",Orlando (FL),McEachern High School
62,Jacob Johnson,F,6-5,195.0,Middle Tennessee State,Sr,"Jun 23, 2001",Champlin Park (MN),Champlin Park High School
59,O'zhell Jackson,F,6-8,210.0,Middle Tennessee State,Jr,"Jun 6, 2002",Bronx (NY),Gotham Collaborative High School
97,Josh Ogundele,F,6-11,300.0,Middle Tennessee State,Sr,"Dec 19, 2000",London,Worcester Academy
44,Tre Green,G,6-3,190.0,Middle Tennessee State,So,"May 29, 2004",Baltimore (MD),Glenelg High School
108,Jestin Porter,PG,6-1,180.0,Middle Tennessee State,Sr,"Mar 5, 2002",Houston (TX),Cypress Ridge High School
66,Jack Jubenville,G,6-0,170.0,Middle Tennessee State,So,"Mar 20, 2002",Murfreesboro (TN),Middle Tennessee Christian School
96,"Femi Odukale, Jr.",PG,6-6,205.0,New Mexico State,Sr,"Jan 21, 2001",Brooklyn (NY),South Shore High School
136,Yaak Yaak,C,6-11,,New Mexico State,Fr,"Aug 6, 2004",Adelaide,NBA Global Academy
126,Brandon Suggs,SF,6-6,185.0,New Mexico State,Sr,-,Powder Springs (GA),McEachern High School
104,Tanahj Pettway,PG,6-2,185.0,New Mexico State,Sr,-,Worcester (MA),MacDuffie School
111,Jordan Rawls,PG,6-2,185.0,New Mexico State,Sr,"Jun 18, 2001",Chattanooga (TN),Hamilton Heights Christian Academy
69,Jonathan Kanyanga,C,6-9,225.0,New Mexico State,Sr,"May 3, 1999",Kinshasa,
37,Kaosi Ezeagu,C,6-10,255.0,New Mexico State,Sr,"Nov 26, 1999",Brampton,GTA Prep
24,Christian Cook,G,6-2,175.0,New Mexico State,Sr,-,Oklahoma City (OK),Midwest City High School
40,Rakeim Gary,G,5-10,165.0,New Mexico State,Sr,-,Dallas (TX),Oak Cliff Faith Family Academy
35,Lewis Duarte,G,6-5,165.0,New Mexico State,Fr,-,Chattanooga (TN),Victory Christian Academy
47,Jaden Harris,G,6-4,175.0,New Mexico State,Jr,-,Norcross (GA),Norcross High School
7,Chris Biekeu,F,6-7,235.0,New Mexico State,Sr,-,Thetford,Vanier College
32,Keylon Dorsey,F,6-5,,New Mexico State,Fr,-,Houston (TX),Eisenhower Senior High School
60,Jaylin Jackson-Posey,G,6-2,196.0,New Mexico State,Jr,-,Irving (TX),Universal Academy
11,Davion Bradford,C,7-0,270.0,New Mexico State,Sr,"Aug 3, 2001",Maplewood (MO),Mehlville High School
58,Monzy Jackson,GF,6-7,202.0,New Mexico State,Sr,"Feb 22, 2000",Dublin (GA),Middle Georgia Prep
18,Rob Carpenter,F,6-7,210.0,New Mexico State,Sr,"Oct 13, 1999",Detroit (MI),Mt. Zion Prep
14,Derrick Brown II,G,6-0,,Sam Houston State,Jr,-,Houston (TX),
112,Jaden Ray,G,5-10,165.0,Sam Houston State,Sr,-,Midwest City (OK),Midwest City High School
34,Souleymane Doumbia,C,6-11,230.0,Sam Houston State,Sr,"Apr 3, 1999",Adjame,ASPIRE Basketball Academy
121,Kian Scroggins,F,6-7,235.0,Sam Houston State,Jr,-,Raymore (MO),Raymore-Peculiar High School
55,Cameron Huefner,F,6-7,210.0,Sam Houston State,Jr,-,Adelaide,
23,Bryce Cook,PG,5-7,160.0,Sam Houston State,So,"Nov 1, 2000",Grand Prairie (TX),Sunrise Christian Academy
93,"Damon Nicholas, Jr.",G,6-4,195.0,Sam Houston State,Jr,-,Duncanville (TX),Duncanville High School
118,Lewis Rowe,C,6-10,250.0,Sam Houston State,Sr,"Aug 12, 2002",Adelaide,
8,Jacoby Bishop,G,6-2,195.0,Sam Houston State,Sr,-,New Waverly (TX),Coldspring-Oakhurst High School
6,C.J. Beaumont,F,6-8,210.0,Sam Houston State,Fr,-,West Palm Beach (FL),
134,Lamar Wilkerson,F,6-4,205.0,Sam Houston State,Jr,-,Ashdown (AR),Ashdown High School
135,Anthony Wrzeszcz,GF,6-4,185.0,Sam Houston State,So,"May 18, 2004",Toronto,Wasatch Academy
4,Davon Barnes,F,6-5,215.0,Sam Houston State,Jr,-,Memphis (TN),Collierville High School
82,Owen McGlashan,GF,6-7,210.0,Sam Houston State,Sr,"Dec 7, 2000",Marlton (NJ),Don Bosco Preparatory High School
56,Kingsley Ijeoma,F,6-8,200.0,Sam Houston State,Jr,-,Houston (TX),
10,Marcus Boykin,G,6-1,190.0,Sam Houston State,Jr,-,Harrells (NC),Trinity Christian
22,Sebastian Cole,G,5-11,160.0,UTEP,Jr,-,Denver (CO),Cherry Creek High School
33,Jon Dos Anjos,G,6-8,210.0,UTEP,Sr,"May 22, 1998",Curitiba,Victory Rock Prep
123,Calvin Solomon,SF,6-7,210.0,UTEP,Sr,-,Houston (TX),Klein Forest High School
109,Yazid Powell,PG,6-4,185.0,UTEP,Sr,-,Philadelphia (PA),Overbrook High School
39,Otis Frazier III,SF,6-6,210.0,UTEP,Sr,"Jan 16, 2001",Buckeye (AZ),Mt. Zion Prep
45,Derick Hamilton,C,6-10,285.0,UTEP,Jr,-,Baton Rouge (LA),Broadmoor High School
46,Tae Hardy,G,6-3,190.0,UTEP,Sr,-,Ellenwood (GA),Miller Grove High School
49,Baylor Hebb,G,6-2,180.0,UTEP,Sr,-,Colleyville (TX),Colleyville Heritage High School
53,Trey Horton,GF,6-5,200.0,UTEP,Fr,-,Charlotte (NC),Providence Day School
128,"David Terrell, Jr.",PG,6-4,180.0,UTEP,Fr,-,Mansfield (TX),Mansfield Summit High School
63,Elijah Jones,C,6-8,210.0,UTEP,Fr,-,Pleasantville (NJ),Mt. Zion Prep
68,Kevin Kalu,F,6-9,240.0,UTEP,Jr,-,Baltimore (MD),Our Lady Of Mt. Carmel High School
73,Garrett Levesque,GF,6-6,200.0,UTEP,Jr,-,El Paso (TX),Vermont Academy
17,"Corey Camper, Jr.",G,6-5,180.0,UTEP,Jr,-,Little Rock (AR),
52,Antwonne Holmes,G,6-3,170.0,UTEP,So,-,El Paso (TX),Chapin High School
79,B.J. Marable,F,6-9,230.0,Western Kentucky,Sr,-,Knoxville (TN),Grace Christian Academy
31,Jaylen Dorsey,G,6-4,210.0,Western Kentucky,Jr,-,Berea (KY),Berea High School
36,Jack Edelen,G,5-10,170.0,Western Kentucky,Fr,-,Louisville (KY),Louisville Male High School
80,"Tyrone Marshall, Jr.",F,6-7,215.0,Western Kentucky,Sr,-,Nashville (TN),Pearl-Cohn High School
38,Babacar Faye,F,6-8,205.0,Western Kentucky,Jr,"Jan 28, 2002",Dakar,NBA Academy Africa
99,Tyler Olden,G,5-11,190.0,Western Kentucky,Jr,-,Phoenix (AZ),Hillcrest Prep
54,Rodney Howard,PF,6-11,250.0,Western Kentucky,Sr,"Jun 16, 2001",Ypsilanti (MI),Legacy Early College
57,Jalen Jackson,PG,5-11,175.0,Western Kentucky,Sr,-,San Antonio (TX),Wagner High School
90,Brandon Newman,SG,6-5,195.0,Western Kentucky,Sr,"Jan 15, 2001",Valparaiso (IN),Valparaiso High School
89,Terrion Murdix,G,6-1,170.0,Western Kentucky,Sr,-,Springfield (IL),Springfield Southeast High School
67,Enoch Kalambay,SG,6-6,205.0,Western Kentucky,Jr,"Jan 23, 2002",Gatineau,Orangeville Prep
87,Teagan Moore,F,6-5,210.0,Western Kentucky,Fr,-,Dry Ridge (KY),Owen County High School
72,Khristian Lander,PG,6-3,195.0,Western Kentucky,Jr,"Sep 9, 2002",Evansville (IN),Reitz High School
83,Don McHenry,G,6-2,160.0,Western Kentucky,Jr,-,Milwaukee (WI),Milwaukee Academy of Science
30,Fallou Diagne,C,6-11,205.0,Western Kentucky,Jr,"Nov 10, 2000",Dakar,Tri-City Christian Academy
0,Dontaie Allen,SG,6-6,210.0,Western Kentucky,Sr,"Nov 5, 2000",Falmouth (KY),Pendleton County High School
