,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
8,Jaden Battle,G,6-0,150.0,Merrimack College,Fr,-,St. Albans (NY),MacDuffie School
59,Ryan Isaacson,F,6-8,200.0,Merrimack College,Sr,"Dec 5, 2001",Willowbrook (IL),Hinsdale Central High School
95,Jacob O'Connell,FC,7-0,245.0,Merrimack College,Sr,"Sep 21, 2001",Philadelphia (PA),Saint Joseph's Preparatory School
38,Bryan Etumnu,F,6-7,215.0,Merrimack College,So,-,Sugar Land (TX),Kempner High School
94,Chris Nana,GF,6-5,190.0,Sacred Heart,Fr,-,Darien (CT),
20,Daniel Bublil,G,6-0,165.0,Sacred Heart,Fr,-,Ra'anana,
21,Aidan Carpenter,G,6-5,190.0,Sacred Heart,Sr,-,Hamden (CT),Lee Academy Prep
25,Najee Coursey,F,6-6,175.0,Sacred Heart,So,-,Galloway Township (NJ),Cedar Creek High School
118,Raheem Solomon,G,6-3,185.0,Sacred Heart,Sr,-,Hartford (CT),Sacred Heart High School
115,Mike Sixsmith,G,6-0,170.0,Sacred Heart,Sr,-,Hicksville (NY),Holy Trinity Diocesan High School
102,Joey Reilly,PG,6-0,170.0,Sacred Heart,Sr,-,Manchester (CT),East Catholic High School
80,Brendan McGuire,F,6-7,210.0,Sacred Heart,Sr,-,Garden City (NY),Chaminade High School
78,Kyle McGee,G,6-4,165.0,Sacred Heart,Sr,-,Jersey City (NJ),St. Mary of the Assumption High School
117,Alex Sobel,F,6-8,230.0,Sacred Heart,Sr,-,East Setauket (NY),Ward Melville High School
132,Tanner Thomas,F,6-6,205.0,Sacred Heart,Jr,-,Springfield (MA),Williston Northhampton High School
45,Nico Galette,F,6-6,210.0,Sacred Heart,Sr,-,Rahway (NJ),Rutgers Preparatory School
36,Raymond Espinal-Guzman,F,6-8,210.0,Sacred Heart,So,-,Cranston (RI),Woodstock Academy
41,Tommaso Ferraresi,F,6-4,190.0,Sacred Heart,Sr,-,Venice,IMG Academy
47,Lucius Gibson-Savadel,C,6-11,235.0,Sacred Heart,Fr,-,Bay Shore (NY),Millbrook School
55,Anquan Hill,F,6-9,200.0,Sacred Heart,Jr,-,Radnor Township (PA),Archbishop John Carroll High School
110,Wisler Sanon II,G,6-4,190.0,St. Francis (PA),So,-,Haddonfield (NJ),Paul VI High School
127,"K.J. Swain, Jr.",G,6-0,155.0,St. Francis (PA),Jr,-,Hamilton (OH),Cincinnati Christian Schools
106,Bobby Rosenberger III,F,6-5,205.0,St. Francis (PA),Fr,-,Quakertown (PA),Perkiomen School
112,Brendan Scanlon,G,5-8,175.0,St. Francis (PA),Jr,-,State College (PA),Saint Joseph's Preparatory School
129,Ace Talbert,G,6-0,185.0,St. Francis (PA),Fr,-,Wyandanch (NY),COMBINE Academy
87,Chris Moncrief,G,6-6,190.0,St. Francis (PA),So,-,Pittsburgh (PA),The Kiski School
51,Ryen Gresko,G,5-11,170.0,St. Francis (PA),Fr,-,Penn Run (PA),Penn Manor High School
26,Daric Danchanko,F,6-8,220.0,St. Francis (PA),So,-,Ebensburg (PA),Central Cambria High School
53,Aidan Harris,F,6-7,205.0,St. Francis (PA),Fr,-,Annapolis (MD),St. Mary's High School
54,Will Helton,GF,6-4,175.0,St. Francis (PA),Sr,-,Hollidaysburg (PA),Bishop Guilfoyle Catholic High School
58,"Aaron Humphrey, Jr.",F,6-7,210.0,St. Francis (PA),Fr,-,Indianapolis (IN),Bosco Institute
50,Cam Gregory,G,6-5,165.0,St. Francis (PA),So,-,Accokeek (MD),Steward School
72,Gestin Liberis,C,6-9,215.0,St. Francis (PA),So,-,Drexel Hill (PA),Monsignor Bonner/Archbishop Prendergast High School
138,Miles Webb,F,6-8,190.0,St. Francis (PA),So,-,Arlington (VA),St. Stephen's & St. Agnes School
13,Braylen Blue,F,6-5,180.0,St. Francis (PA),Fr,-,Sun Prairie (WI),James Madison Memorial High School
82,Keshawn McNeill,G,6-1,180.0,St. Francis (PA),Fr,"Apr 28, 2004",Camp Zama,Zama American Middle High School
139,Elijah Wilborn,FC,6-8,215.0,St. Francis (PA),Fr,-,Middletown (CT),South Kent School
5,Blaze Angellotti,G,6-4,195.0,St. Francis (PA),Fr,-,Julian (PA),Bald Eagle High School
74,"Carlos Lopez, Jr.",G,6-2,170.0,St. Francis (PA),Fr,-,Egg Harbor Township (NJ),Feltrim Academy
122,Thatcher Stone,SG,6-6,200.0,Stonehill,Sr,-,Cohasset (MA),Cohasset High School
120,Chas Stinson,G,6-4,175.0,Stonehill,So,-,Charlotte (NC),Liberty Heights Athletic Institute
16,Todd Brogna,F,6-6,,Stonehill,Fr,-,Southborough (MA),Worcester Academy
9,Jackson Benigni,G,6-1,180.0,Stonehill,Sr,-,East Hampton (CT),Hamden Hall Country Day School
32,Charlie Diamantis,G,6-3,165.0,Stonehill,So,-,Milford (CT),Milford Academy
113,Louis Semona,F,6-8,200.0,Stonehill,Fr,-,Cincinnati (OH),St. Thomas More School
96,Shane O'Dell,F,6-6,210.0,Stonehill,Sr,-,Schenectady (NY),Schenectady High School
133,Se'yphon Triplett,G,6-0,,Stonehill,Fr,-,Springfield (MA),Westtown School
108,Will Rywolt,G,5-11,165.0,Stonehill,Sr,-,Barrington (RI),Barrington High School
141,Max Zegarowski,GF,6-8,205.0,Stonehill,Sr,-,Hamilton (MA),Tilton School
75,Neal Marquardt,F,6-5,205.0,Stonehill,Jr,-,Rockville Centre (NY),Chaminade High School
79,Nathan McGill,F,6-4,190.0,Stonehill,Jr,-,Dillsburg (PA),Northern High School
83,Christopher Melis,F,6-5,205.0,Stonehill,Jr,-,Chappaqua (NY),St. Thomas More School
85,Ethan Meuser,F,6-8,195.0,Stonehill,So,-,Shaverton (PA),The Hill School
99,Pano Pavlidis,F,6-8,200.0,Stonehill,Sr,-,College Point (NY),Benjamin N. Cardozo High School
40,Tony Felder,G,5-10,165.0,Stonehill,So,-,Boston (MA),Malden Catholic High School
0,Austin Abrams,G,6-3,,Stonehill,Fr,-,Baltimore (MD),Mount Saint Joseph College
140,Zaire Williams,G,6-4,190.0,Wagner,Jr,-,Brooklyn (NY),Eagle Academy For Young Men
71,Keyontae Lewis,C,6-9,255.0,Wagner,So,-,Chesterfield (VA),L.C. Bird High School
89,Rahmir Moore,SG,6-3,205.0,Wagner,Sr,"Jul 26, 2000",Philadelphia (PA),Rise Academy
76,Damien Mazil,G,6-2,200.0,Wagner,So,-,Virginia Beach (VA),Atlantic Shores Christian School
65,Tyje Kelton,F,6-7,190.0,Wagner,Jr,-,Dunellen (NJ),
57,Di'Andre Howell-South,G,6-4,200.0,Wagner,So,-,Paterson (NJ),Immaculate Conception High School
39,Javier Ezquerra,G,6-1,175.0,Wagner,Jr,-,San Juan (PR),IMG Academy
24,"Melvin Council, Jr.",G,6-4,185.0,Wagner,Sr,-,Rochester (NY),University Prep Charter
18,Julian Brown,G,6-1,190.0,Wagner,So,-,Middletown (NY),Bergen Catholic High School
14,Churchill Bounds,C,6-10,260.0,Wagner,Sr,-,Berlin (MD),Bishop Walsh High School
11,Zae Blake,SG,6-1,180.0,Wagner,Sr,-,Germantown (MD),Hargrave Military Academy
2,Tahron Allen,G,6-5,200.0,Wagner,Jr,-,Brooklyn (NY),Brooklyn Collegiate High School
130,Rob Taylor II,F,6-7,220.0,Wagner,Jr,-,Brooklyn (NY),St. Mark's School
142,Seck Zongo,F,6-7,195.0,Wagner,Fr,-,Bronx (NY),The Patrick School
