,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
23,Darius Carr,G,6-3,190.0,Cal State Northridge,Fr,"Nov 24, 2003",Los Angeles (CA),Fairfax High School
58,Gianni Hunt,PG,6-4,190.0,Cal State Northridge,Sr,"Aug 6, 2000",Torrance (CA),Bishop Montgomery High School
161,Dearon Tucker,PF,6-10,225.0,Cal State Northridge,Sr,"Mar 1, 2000",Irving (TX),Universal Academy
25,Jack Cheng,C,6-10,245.0,Cal State Northridge,So,"May 21, 2002",San Jose (CA),Valley Christian High School
101,Lamine Niang,C,6-10,225.0,Cal State Northridge,So,-,Dakar,Central Pointe Christian Academy
99,Bryan Ndjonga,F,6-9,,Cal State Northridge,Fr,-,,Bella Vista High School
30,B.J. Comer,G,6-4,185.0,Cal State Northridge,Jr,-,Prattville (AL),Prattville High School
5,Jared Barnett,G,6-1,155.0,Cal State Northridge,Sr,"Mar 30, 2001",Los Angeles (CA),Westchester High School
2,De'Sean Allen-Eikens,PF,6-6,215.0,Cal State Northridge,Sr,-,Mount Pleasant (UT),ASPIRE Basketball Academy
44,Kyle Frelow,F,6-8,230.0,Cal State Northridge,Jr,-,Northridge (CA),Heritage Christian School
41,Mahmoud Fofana,F,6-6,195.0,Cal State Northridge,Jr,-,San Jose (CA),
88,Quincy McGriff,F,6-6,200.0,Cal State Northridge,Jr,"Jun 25, 2001",Santa Monica (CA),Santa Monica High School
134,Jasman Sangha,C,6-8,225.0,Cal State Northridge,Sr,-,Toronto,Grace Baptist Academy
65,Keonte Jones,G,6-6,175.0,Cal State Northridge,Sr,-,Madison (WI),Madison East High School
16,Jordan Brinson,G,6-2,170.0,Cal State Northridge,Sr,"Dec 31, 1999",Los Angeles (CA),Westchester High School
98,Juan Munoz,PG,6-0,175.0,Hawaii,Sr,"Feb 12, 1998",Raleigh (NC),Panther Creek High School
7,Tom Beattie,F,6-4,190.0,Hawaii,Fr,"Dec 29, 2004",Auckland,Rosmini College
171,Kody Williams,G,6-0,185.0,Hawaii,So,-,Minnetonka (MN),South Kent School
89,Justin McKoy,SF,6-8,230.0,Hawaii,Sr,"Jan 7, 2001",Cary (NC),Panther Creek High School
136,Mor Seck,C,7-1,225.0,Hawaii,So,-,Sokone,Prolific Prep
123,Ryan Rapp,F,6-5,185.0,Hawaii,Sr,-,Melbourne,Mazenod College
84,JoVon McClanahan,PG,5-10,175.0,Hawaii,Sr,-,Richmond (CA),Salesian College Prep
33,Bernardo Da Silva,F,6-9,215.0,Hawaii,Sr,"Aug 20, 2000",Rio das Ostras,Wasatch Academy
130,Harry Rouhliadeff,F,6-9,220.0,Hawaii,So,-,Brisbane,Villanova College
32,Matthue Cotton,SG,6-5,200.0,Hawaii,Sr,-,Newark (NJ),Eastern Regional High School
127,Logan Robeson,G,6-3,190.0,Hawaii,Fr,-,Moraga (CA),Campolindo High School
29,Noel Coleman,PG,6-2,195.0,Hawaii,Sr,"Jan 17, 2000",Leopoldsburg,Sunrise Christian Academy
61,Akira Jacobs,F,6-9,205.0,Hawaii,Fr,"Apr 13, 2004",Yokohama,
148,Matija Svetozarevic,SF,6-8,215.0,Hawaii,Jr,"Feb 6, 2002",Nis,
160,Marcus Tsohonis,SG,6-3,190.0,Long Beach State,Sr,-,Portland (OR),Jefferson High School
100,Shaumba Ngoyi,F,6-9,200.0,Long Beach State,Fr,-,Kinshasa,Sunrise Christian Academy
117,Chayce Polynice,C,6-11,230.0,Long Beach State,Sr,-,Van Nuys (CA),Grant High School
95,Maddox Monson,G,6-2,180.0,Long Beach State,So,-,Los Alamitos (CA),Los Alamitos High School
153,Messiah Thompson,G,5-8,170.0,Long Beach State,Sr,"Oct 30, 2000",Atlanta (GA),North Atlanta High School
156,Aboubacar Traore,SG,6-5,195.0,Long Beach State,Jr,"Oct 4, 2001",Abidjan,Dynasty Sports Institute
141,Isa Silva,PG,6-4,190.0,Long Beach State,Jr,"Jul 20, 2002",Sacramento (CA),Prolific Prep
147,Amari Stroud,F,6-10,210.0,Long Beach State,Sr,-,Fresno (CA),Sunnyside High School
157,Lassina Traore,F,6-10,230.0,Long Beach State,Jr,"Feb 5, 2000",Abidjan,Victory Rock Prep
173,Jeffrey Yan,C,6-9,260.0,Long Beach State,Sr,-,Shanghai,Capistrano Valley High School
46,A.J. George,GF,6-6,190.0,Long Beach State,So,-,Fresno (CA),Hoover High School
39,Eli Djordjevic,F,6-8,185.0,Long Beach State,Fr,-,White Rock,Orangeville Prep
76,Varick Lewis,G,6-2,175.0,Long Beach State,Fr,-,Los Angeles (CA),Southern California Academy of Sciences
53,"Jason Hart, Jr.",G,6-2,175.0,Long Beach State,Fr,-,Anaheim (CA),St. Bernard High School
64,Jadon Jones,SG,6-5,185.0,Long Beach State,Jr,-,Montebello (CA),St. Anthony High School
13,Francesco Borra,C,6-11,255.0,UC Davis,Jr,"Nov 5, 2001",Moncalieri,Junipero Serra Catholic High School
150,Pablo Tamba,F,6-7,200.0,UC Davis,Jr,"Sep 4, 2003",Malaga,
24,Drew Carter,G,6-3,185.0,UC Davis,So,-,Tigard (OR),Tigard High School
146,Joaquin Strong,F,6-7,215.0,UC Davis,Fr,-,Playa Del Rey (CA),Villa Park High School
36,Leo DeBruhl,G,6-2,190.0,UC Davis,Jr,-,Seattle (WA),Seattle Academy of Arts and Sciences
137,Connor Sevilla,G,6-0,,UC Davis,Fr,-,San Ramon (CA),Dougherty Valley High School
129,Niko Rocak,C,6-9,220.0,UC Davis,Sr,"Feb 21, 2001",Geneva,Phillips Exeter Academy
126,Marsalis Roberson,G,6-6,190.0,UC Davis,Jr,-,Sacramento (CA),Bishop O'Dowd High School
121,Lukas Prongos,F,6-6,235.0,UC Davis,Jr,-,San Rafael (CA),The Branson School
113,Elijah Pepper,PG,6-4,200.0,UC Davis,Sr,"May 8, 2001",Shepparton,Selah High School
63,Ty Johnson,PG,6-3,190.0,UC Davis,Jr,-,Chicago (IL),DePaul Academy
0,Ade Adebayo,G,6-5,205.0,UC Davis,Sr,-,London,Barking Abbey
77,Sione Lose,SG,6-4,170.0,UC Davis,So,-,Sacramento (CA),Capital Christian High School
80,Sam Manu,F,6-7,210.0,UC Davis,Sr,-,,Aragon High School
79,Jac Mani,C,6-9,217.0,UC Davis,Fr,-,Beverly Hills (CA),Beverly Hills High School
91,Kane Milling,G,6-4,180.0,UC Davis,Sr,"Mar 11, 2001",Nantes,
83,Akiva McBirney-Griffin,F,6-9,220.0,UC Irvine,Jr,"Jan 29, 2003",Hamilton City,St. John's College
135,Derin Saran,G,6-4,177.0,UC Irvine,Fr,-,Istanbul,Asheville High School
38,Jurian Dixon,F,6-5,198.0,UC Irvine,Fr,-,San Diego (CA),St. Augustine High School
163,Ofure Ujadughele,SG,6-5,210.0,UC Irvine,Sr,-,Long Beach (CA),Chino Hills High School
124,Langston Redfield,G,6-3,185.0,UC Irvine,So,-,Mission Viejo (CA),Capistrano Valley High School
75,Bent Leuchten,C,7-0,258.0,UC Irvine,Jr,"Nov 6, 2002",Karlsruhe,
28,Pierre Cockrell,PG,6-0,180.0,UC Irvine,Sr,"Jul 21, 2000",Tacoma (WA),Prolific Prep
168,Carter Welling,C,6-11,230.0,UC Irvine,Fr,-,Draper (UT),Corner Canyon High School
55,Andre Henry,GF,6-4,180.0,UC Irvine,Sr,-,La Canada Flintridge (CA),St. Francis High School
26,Eli Chol,C,6-11,175.0,UC Irvine,So,-,Cumming (GA),Forsyth Central High School
57,Justin Hohn,G,6-2,185.0,UC Irvine,Sr,-,Sioux Falls (SD),Tea Area High School
152,Dylan Thoerner,F,6-6,200.0,UC Irvine,Sr,-,Irvine (CA),Arnold O. Beckman High School
72,Dean Keeler,C,6-11,240.0,UC Irvine,Sr,-,Nigata,Marina High School
155,Devin Tillis,SG,6-6,210.0,UC Irvine,Sr,"Dec 22, 2001",Los Angeles (CA),Windward School
169,Hayden Welling,F,6-8,210.0,UC Irvine,So,-,Draper (UT),Corner Canyon High School
40,Ben Egbo,G,6-4,201.0,UC Irvine,Fr,-,Gilbert (AZ),Perry High School
82,Jhaylon Martinez,SF,6-11,260.0,UC Riverside,Jr,"Dec 6, 2001",Fairfield (CA),Dream City Christian School
151,Wil Tattersall,F,6-7,210.0,UC Riverside,Jr,"Dec 16, 2001",Melbourne,Australian Institute of Sport
34,Gavin Davis,F,6-5,,UC Riverside,Jr,-,Carson (CA),Narbonne High School
142,Kaleb Smith,F,6-8,200.0,UC Riverside,Fr,-,La Verne (CA),Damien High School
20,Chip Brunt,SG,6-4,,UC Riverside,Fr,-,Memphis (TN),Whitehaven High School
162,Luke Turner,SF,6-7,,UC Riverside,Jr,-,Temecula (CA),Santa Margarita Catholic High School
94,Jayden Mojica,G,6-2,,UC Riverside,Fr,-,San Gabriel (CA),San Gabriel Academy
9,Clancy Bird,F,6-8,200.0,UC Riverside,Fr,-,Sydney,St. Augustine's College
96,Isaiah Moses,G,6-1,165.0,UC Riverside,Jr,-,Anchorage (AK),Dimond High School
106,Niyi Olabode,F,6-5,,UC Riverside,Jr,-,Orinda (CA),Miramonte High School
107,Kyle Owens,SF,6-8,205.0,UC Riverside,Sr,-,Encino (CA),Crespi Carmelite High School
49,Ben Griscti,C,6-11,220.0,UC Riverside,Jr,-,Adelaide,Cabra Dominican College
52,Barrington Hargress,G,6-0,195.0,UC Riverside,Fr,-,Los Angeles (CA),Ribet Academy
131,Vlad Salaridze,F,6-7,220.0,UC Riverside,Jr,"Aug 16, 2002",Seattle (WA),West Seattle High School
114,Nate Pickens,G,6-3,195.0,UC Riverside,So,-,El Mirage (AZ),Dream City Christian School
159,Emmanuel Tshimanga,PF,7-0,270.0,UC San Diego,Sr,-,Scottsdale (AZ),Bella Vista College Prep
102,Francis Nwaokorie,F,6-7,220.0,UC San Diego,Jr,-,Brooklyn Park (MN),Champlin Park High School
18,J'Raan Brooks,PF,6-9,215.0,UC San Diego,Sr,"May 13, 1999",Seattle (WA),Garfield High School
19,Jasen Brooks,G,6-0,,UC San Diego,Fr,-,Cleveland (TN),Cleveland High School
21,Aidan Burke,G,6-3,165.0,UC San Diego,Fr,-,San Jose (CA),Archbishop Mitty High School
109,Quin Patterson,GF,6-7,205.0,UC San Diego,So,-,Snoqualmie (WA),Mount Si High School
110,"Michael Pearson, Jr.",PG,5-9,160.0,UC San Diego,Jr,-,Tracy (CA),Modesto Christian High School
111,Cade Pendleton,C,6-10,210.0,UC San Diego,Fr,-,Chattanooga (TN),East Hamilton High School
149,Aniwaniwa Tait-Jones,F,6-6,205.0,UC San Diego,Jr,-,Wellington,
87,Tyler McGhie,F,6-5,190.0,UC San Diego,Jr,-,Denton (TX),John H. Guyer High School
27,Fallou Cisse,F,6-7,216.0,UC San Diego,Jr,-,Thies,Prolific Prep
119,Bryce Pope,G,6-3,185.0,UC San Diego,Sr,-,Del Mar (CA),Torrey Pines High School
50,Billy Haggerty,F,6-6,185.0,UC San Diego,Fr,-,Lafayette (CA),De La Salle High School
92,Yaqub Mir,G,6-2,,UC San Diego,Fr,-,Granite Bay (CA),Granite Bay High School
37,Justin DeGraaf,SF,6-7,210.0,UC San Diego,Jr,-,Greenwood (IN),Center Grove High School
48,Hayden Gray,G,6-4,185.0,UC San Diego,Jr,-,Solana Beach (CA),Santa Fe Christian Schools
85,Camden McCormick,G,6-3,190.0,UC San Diego,So,-,San Diego (CA),Francis Parker High School
12,Elia Bongiorno,G,6-2,190.0,UC Santa Barbara,Fr,-,Arona,King's Academy
11,Ariel Bland,C,6-7,215.0,UC Santa Barbara,Jr,"Feb 26, 2002",Oakland (CA),Golden State Preparatory School
8,Matija Belic,PF,6-7,205.0,UC Santa Barbara,So,"May 16, 2003",Belgrade,
3,Cole Anderson,PG,6-4,185.0,UC Santa Barbara,Jr,"Dec 11, 2002",Fresno (CA),Clovis West High School
6,Konner Baroni,GF,6-8,210.0,UC Santa Barbara,Jr,-,Auburn (CA),Placer Union High School
104,Mezziah Oakman,C,7-0,230.0,UC Santa Barbara,Jr,-,New York (NY),Mount Diablo High School
158,Yohan Traore,C,6-11,235.0,UC Santa Barbara,So,"Feb 15, 2003",Tours,Dream City Christian School
140,Ben Shtolzberg,G,6-4,195.0,UC Santa Barbara,So,-,Sherman Oaks (CA),Notre Dame High School
71,Koat Keat Tong,F,6-10,210.0,UC Santa Barbara,So,-,Bentiu,Crean Lutheran High School
93,Ajay Mitchell,PG,6-5,190.0,UC Santa Barbara,Jr,"Jun 25, 2002",Liege,Community School Sainte-Marie
42,"Jason Fontenet, Jr.",F,6-6,190.0,UC Santa Barbara,Fr,-,Scottsdale (AZ),Bella Vista College Prep
47,Gage Gomez,G,6-3,190.0,UC Santa Barbara,Sr,"Mar 21, 2002",Arroyo Grande (CA),Arroyo Grande High School
54,Henry Hartwell,F,6-5,190.0,UC Santa Barbara,So,"Nov 26, 2002",Sacramento (CA),El Camino High School
116,Josh Pierre-Louis,PG,6-4,190.0,UC Santa Barbara,Sr,"May 8, 2001",Roselle (NJ),Roselle Catholic High School
115,David Pickles,C,6-10,235.0,UC Santa Barbara,Jr,"Dec 3, 2002",Mercer Island (WA),Mercer Island High School
73,Evans Kipruto,F,6-8,250.0,UC Santa Barbara,Sr,-,Nairobi,
17,Kilian Brockhoff,PF,6-9,225.0,UC Santa Barbara,Fr,"May 17, 2004",Vechta,
138,Max Sheldon,G,5-11,180.0,UC Santa Barbara,Jr,"Aug 10, 2001",San Marcos (CA),San Marcos High School
