,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
121,Luc Laketa,G,6-5,180.0,Iowa,Jr,"Aug 23, 2001",Concord (MI),The Winchendon School
178,Payton Sandfort,PF,6-7,215.0,Iowa,Jr,"Jul 12, 2002",Waukee (IA),Waukee High School
17,DaSonte Bowen,PG,6-2,174.0,Iowa,So,"Nov 28, 2002",Boston (MA),Brewster Academy
162,Tony Perkins,G,6-4,205.0,Iowa,Sr,"Dec 4, 2001",Indianapolis (IN),Lawrence North High School
78,Brock Harding,G,6-1,160.0,Iowa,Fr,-,Moline (IL),Moline High School
56,Owen Freeman,FC,6-11,225.0,Iowa,Fr,"Nov 15, 2004",Moline (IL),Moline High School
28,Jovone Cater,G,6-2,180.0,Iowa,Sr,"Dec 7, 2002",Far Rockaway (NY),Holy Cross High School
137,Patrick McCaffery,SF,6-9,210.0,Iowa,Sr,"Mar 20, 2000",Iowa City (IA),Iowa City West High School
18,Even Brauns,C,6-9,240.0,Iowa,Sr,-,Iowa City (IA),Iowa City West High School
82,DeShawn Harris-Smith,F,6-5,208.0,Maryland,Fr,"Aug 10, 2004",Fairfax (VA),St. Paul VI High School
122,Jahnathan Lamothe,G,6-4,190.0,Maryland,Fr,-,Baltimore (MD),St. Frances Academy
130,Jahari Long,G,6-5,200.0,Maryland,Sr,-,Houston (TX),Episcopal High School
149,Ben Murphy,G,6-1,193.0,Maryland,So,-,Reisterstown (MD),Franklin High School
108,"Jamie Kaiser, Jr.",F,6-6,205.0,Maryland,Fr,"Mar 22, 2004",Burke (VA),IMG Academy
64,Jordan Geronimo,F,6-6,225.0,Maryland,Jr,"Dec 5, 2001",Concord (NH),St. Paul's School
221,Jahmir Young,PG,6-1,185.0,Maryland,Sr,"Oct 7, 2000",Hyattsville (MD),DeMatha Catholic High School
192,Chance Stephens,G,6-3,185.0,Maryland,So,-,Riverside (CA),Riverside Polytech High School
189,Lukas Sotell,G,6-3,170.0,Maryland,Fr,-,Stamford (CT),Montverde Academy
163,Braden Pierce,C,7-0,230.0,Maryland,Fr,-,Woodstock (GA),IMG Academy
200,Mady Traore,C,6-11,195.0,Maryland,So,"Jun 8, 2003",Fresnes,Believe Prep
8,Noah Batchelor,F,6-6,185.0,Maryland,So,-,Frederick (MD),IMG Academy
172,Julian Reese,F,6-9,230.0,Maryland,Jr,"Jun 30, 2003",Owings Mills (MD),St. Frances Academy
196,Caelum Swanton-Rodger,C,6-11,220.0,Maryland,So,"Jun 1, 2003",Calgary,Edge School for Athletes
180,Donta Scott,SF,6-8,230.0,Maryland,Sr,"Dec 4, 2000",Philadelphia (PA),Imhotep Charter School
22,Nimari Burnett,SG,6-4,190.0,Michigan,Sr,"Dec 20, 2001",Chicago (IL),Prolific Prep
128,Jaelin Llewellyn,PG,6-2,190.0,Michigan,Sr,"May 13, 1999",Toronto,Virginia Episcopal School
201,Will Tschetter,PF,6-8,240.0,Michigan,So,"Jan 31, 2003",Stewartville (MN),Stewartville High School
187,Cooper Smith,G,6-1,175.0,Michigan,Sr,"Jul 12, 1999",Kalamazoo (MI),Hackett Catholic Central High School
89,Harrison Hochberg,F,6-7,225.0,Michigan,Fr,"Sep 23, 2003",New York (NY),Suffield Academy
181,Jackson Selvala,F,6-7,215.0,Michigan,Sr,"Aug 27, 1999",New York (NY),Deerfield Academy
138,Dug McDaniel,PG,5-11,160.0,Michigan,So,"Jan 8, 2003",Fairfax (VA),St. Paul VI High School
23,Ian Burns,G,6-6,205.0,Michigan,Jr,"May 10, 2003",Winnetka (IL),New Trier High School
210,George Washington III,G,6-2,165.0,Michigan,Fr,"Dec 19, 2003",Houston (TX),Chaminade-Julienne High School
171,"Tarris Reed, Jr.",PF,6-10,260.0,Michigan,So,"Aug 5, 2003",St. Louis (MO),Link Year Prep
94,Jace Howard,F,6-8,225.0,Michigan,Sr,"Sep 19, 2001",Coral Gables (FL),NSU University School
102,Tray Jackson,F,6-10,210.0,Michigan,Sr,"Oct 6, 2000",Detroit (MI),Sunrise Christian Academy
114,Yousef Khayat,F,6-9,195.0,Michigan,So,"Mar 11, 2003",Beirut,
152,Olivier Nkamhoua,F,6-9,223.0,Michigan,Sr,"May 2, 2000",Helsinki,Bishop Walsh High School
212,Terrance Williams II,GF,6-7,225.0,Michigan,Sr,"Dec 1, 2000",Washington (DC),Gonzaga College High School
93,Tre Holloman,PG,6-2,180.0,Michigan State,So,"Dec 9, 2003",Saint Paul (MN),Cretin Derham Hall High School
208,Tyson Walker,PG,6-1,185.0,Michigan State,Sr,"Sep 18, 2000",New York (NY),New Hampton High School
1,Jaden Akins,G,6-4,190.0,Michigan State,Jr,"Feb 25, 2003",Farmington (MI),Ypsi Prep Academy
91,A.J. Hoggard,SG,6-4,210.0,Michigan State,Sr,"Sep 25, 2000",Coatesville (PA),Huntington Prep
118,Jaxon Kohler,C,6-9,245.0,Michigan State,So,"Jun 17, 2003",American Fork (UT),Southern California Academy of Sciences
53,"Jeremy Fears, Jr.",G,6-2,190.0,Michigan State,Fr,"Apr 19, 2005",Chicago (IL),Joliet West High School
188,Davis Smith,G,6-0,160.0,Michigan State,Sr,"Dec 27, 2001",Atlanta (GA),The Westminster School
76,Malik Hall,SF,6-8,220.0,Michigan State,Sr,"Jul 25, 2000",Aurora (IL),Sunrise Christian Academy
26,Coen Carr,F,6-5,220.0,Michigan State,Fr,"Oct 26, 2004",Hampton (GA),Legacy Early College
184,Mady Sissoko,C,6-9,250.0,Michigan State,Sr,"Dec 20, 2000",Mount Pleasant (UT),Wasatch Academy
177,Nick Sanders,G,5-10,185.0,Michigan State,So,"Feb 9, 2004",Franklin (MI),Detroit Country Day School
38,Carson Cooper,C,6-11,240.0,Michigan State,So,"Apr 9, 2004",Jackson (MI),Ypsi Prep Academy
153,Gehrig Normand,F,6-5,190.0,Michigan State,Fr,"Feb 2, 2005",North Richland Hills (TX),Birdville High School
16,Xavier Booker,C,6-11,220.0,Michigan State,Fr,"Sep 9, 2004",Fishers (IN),Cathedral High School
101,Steven Izzo,PG,5-8,150.0,Michigan State,Sr,"Jun 16, 2000",East Lansing (MI),Lansing Catholic High School
161,Pharrel Payne,C,6-9,255.0,Minnesota,So,"Aug 22, 2004",Cottage Grove (MN),Park High School
142,Mike Mitchell,G,6-2,190.0,Minnesota,Jr,-,San Jose (CA),Archbishop Mitty High School
169,Erick Reader,F,6-8,200.0,Minnesota,Fr,-,Bloomington (MN),New Life Academy
166,Will Ramberg,G,6-5,205.0,Minnesota,Sr,-,Grand Marais (MN),Cook County High School
165,Jackson Purcell,G,6-5,195.0,Minnesota,So,-,Apple Valley (MN),Eastview High School
217,Jack Wilson,C,6-11,290.0,Minnesota,Sr,"Oct 22, 1999",San Mateo (CA),Junipero Serra High School
157,Joshua Ola-Joseph,F,6-7,215.0,Minnesota,So,-,Osseo (MN),AZ Compass Prep
110,Kris Keinys,F,6-8,195.0,Minnesota,Fr,"Feb 21, 2004",Klaipeda,
99,Isaiah Ihnen,GF,6-10,220.0,Minnesota,Sr,"Oct 15, 2000",Boblingen,
13,Kadyn Betts,F,6-8,215.0,Minnesota,Fr,-,Pueblo (CO),Central High School
27,Braeden Carrington,SF,6-4,195.0,Minnesota,So,-,Brooklyn Park (MN),Park Center Senior High School
31,Cameron Christie,SG,6-6,190.0,Minnesota,Fr,"Jul 24, 2005",Rolling Meadows (IL),Rolling Meadows High School
60,Dawson Garcia,SF,6-11,230.0,Minnesota,Sr,"Sep 20, 2001",Prior Lake (MN),Prior Lake High School
84,Elijah Hawkins,PG,5-11,160.0,Minnesota,Jr,"Jul 9, 2002",Crisfield (MD),DeMatha Catholic High School
55,Parker Fox,F,6-8,210.0,Minnesota,Sr,-,Mahtomedi (MN),Mahtomedi High School
174,Eli Rice,F,6-7,195.0,Nebraska,Fr,-,Gallatin (TN),IMG Academy
24,Henry Burt,F,6-4,216.0,Nebraska,Fr,"Apr 13, 2004",Omaha (NE),Elkhorn South High School
124,Jamarques Lawrence,G,6-3,185.0,Nebraska,So,"Dec 10, 2003",Roselle (NJ),Roselle Catholic High School
136,Rienk Mast,C,6-10,240.0,Nebraska,Sr,"Jul 19, 2001",Groningen,
211,C.J. Wilcher,GF,6-5,208.0,Nebraska,Jr,"Jul 14, 2001",Newark (NJ),Roselle Catholic High School
202,Ahron Ulis,G,6-3,190.0,Nebraska,Sr,"Oct 4, 2001",Chicago (IL),Marian Catholic High School
70,Jeffrey Grace III,F,6-3,195.0,Nebraska,So,"Sep 25, 2002",Elmhurst (IL),York High School
214,Brice Williams,F,6-7,215.0,Nebraska,Sr,-,Huntersville (NC),Hopewell High School
199,Keisei Tominaga,G,6-2,175.0,Nebraska,Sr,"Feb 1, 2001",Nagoya,
45,Matar Diop,F,6-10,213.0,Nebraska,Fr,-,Erie (PA),Keystone Athletic Academy
62,Juwan Gary,SF,6-6,215.0,Nebraska,Sr,"Feb 17, 2001",Columbia (SC),Gray Collegiate Academy
103,Cale Jacobsen,G,6-4,194.0,Nebraska,So,"Jun 20, 2003",Ashland (NE),Ashland Greenwood High School
35,Jarron Coleman,SG,6-5,213.0,Nebraska,Sr,"Sep 5, 1999",Indianapolis (IN),Cathedral High School
111,Blaise Keita,C,6-11,241.0,Nebraska,Sr,"Jun 29, 1999",Bamako,Sunrise Christian Academy
2,Josiah Allick,F,6-8,235.0,Nebraska,Sr,"Jun 2, 2001",Lincoln (NE),Lincoln North Star High School
92,Sam Hoiberg,G,6-0,180.0,Nebraska,So,"Mar 21, 2003",Chicago (IL),Pius X High School
129,"Ramel Lloyd, Jr.",PG,6-6,204.0,Nebraska,Fr,"Oct 21, 2003",Los Angeles (CA),Sierra Canyon School
12,Ty Berry,G,6-3,185.0,Northwestern,Sr,-,Newton (KS),Sunrise Christian Academy
151,Matt Nicholson,C,7-0,255.0,Northwestern,Sr,-,Clarkston (MI),Clarkston High School
135,Nick Martinelli,F,6-7,200.0,Northwestern,So,-,Glenview (IL),Glenbrook South High School
20,Boo Buie,G,6-2,180.0,Northwestern,Sr,"Dec 7, 1999",Albany (NY),Gould Academy
147,Justin Mullins,SF,6-4,190.0,Northwestern,So,-,Oak Park (IL),Oak Park & River Forest High School
195,Parker Strauss,G,6-3,180.0,Northwestern,Fr,-,Costa Mesa (CA),Pacifica Christian High School
164,Blake Preston,C,6-9,240.0,Northwestern,Sr,-,Charlotte (NC),Charlotte Christian School
123,Ryan Langborg,SG,6-4,195.0,Northwestern,Sr,-,La Jolla (CA),La Jolla High School
96,Gus Hurlburt,F,6-9,210.0,Northwestern,So,-,Enderlin (ND),Enderlin High School
6,Brooks Barnhizer,SF,6-6,215.0,Northwestern,Jr,"Mar 2, 2002",Lafayette (IN),Jefferson High School
34,Jordan Clayton,G,6-2,180.0,Northwestern,Fr,-,Medford (MA),Bradford Christian Academy
5,Blake Barkley,F,6-7,210.0,Northwestern,Fr,-,Morgantown (WV),Putnam Science Academy
95,Luke Hunger,F,6-10,255.0,Northwestern,So,"Mar 2, 2003",Montreal,Northfield Mount Hermon School
185,Blake Smith,GF,6-6,175.0,Northwestern,So,-,Blue Bell (PA),Germantown Academy
156,Felix Okpara,C,6-11,235.0,Ohio State,So,"Apr 20, 2004",Lagos,Link Year Prep
29,Taison Chatman,G,6-4,175.0,Ohio State,Fr,"Feb 13, 2004",Minneapolis (MN),Totino-Grace High School
52,Kalen Etzler,F,6-8,190.0,Ohio State,So,-,Van Wert (OH),Crestview High School
191,Owen Spencer,FC,6-9,230.0,Ohio State,Sr,-,Cincinnati (OH),Turpin High School
63,"Roddy Gayle, Jr.",F,6-4,210.0,Ohio State,Fr,-,Buffalo (NY),Wasatch Academy
176,Devin Royal,F,6-6,210.0,Ohio State,Fr,"May 13, 2004",Pickerington (OH),Pickerington High School Central
160,Austin Parks,C,6-10,250.0,Ohio State,Fr,-,St. Marys (OH),St. Mary's High School
141,Scotty Middleton,F,6-7,190.0,Ohio State,Fr,"Nov 8, 2003",Miami (FL),Sunrise Christian Academy
10,Colby Baumann,G,6-3,190.0,Ohio State,Fr,-,Houston (TX),IMG Academy
198,Bruce Thornton,G,6-2,215.0,Ohio State,So,"Sep 14, 2003",Alpharetta (GA),Milton High School
113,Zed Key,PF,6-8,250.0,Ohio State,Sr,"Apr 4, 2002",Glen Head (NY),Long Island Lutheran High School
133,Evan Mahaffey,F,6-6,200.0,Ohio State,So,-,Cincinnati (OH),Moeller High School
9,Jamison Battle,SF,6-7,220.0,Ohio State,Sr,"May 10, 2001",Minneapolis (MN),De La Salle High School
79,Bowen Hardman,SG,6-3,190.0,Ohio State,Fr,-,Cincinnati (OH),Princeton High School
15,Dale Bonner,G,6-2,170.0,Ohio State,Sr,-,Shaker Heights (OH),Shaker Heights High School
112,Nick Kern,SF,6-6,190.0,Penn State,Jr,-,St. Louis (MO),Vashon High School
3,"Ace Baldwin, Jr.",PG,6-1,190.0,Penn State,Sr,"Jun 7, 2001",Baltimore (MD),St. Frances Academy
88,Zach Hicks,F,6-8,195.0,Penn State,Jr,"Apr 22, 2003",Cherry Hill (NJ),Camden Catholic High School
48,D'Marco Dunn,F,6-5,190.0,Penn State,Jr,"Feb 28, 2003",Tucson (AZ),Westover High School
33,Kanye Clary,G,5-11,192.0,Penn State,So,-,Virginia Beach (VA),Massanutten Military Academy
126,Demetrius Lilley,C,6-10,260.0,Penn State,So,-,Ardmore (PA),Lower Merion High School
32,Andy Christos,F,6-5,186.0,Penn State,Sr,"Nov 7, 2000",Madison (NJ),Vermont Academy
143,RayQuawndis Mitchell,G,6-5,205.0,Penn State,Sr,"Jul 21, 2000",Blaine (MN),Blaine High School
205,Qudus Wahab,C,6-11,245.0,Penn State,Sr,"Jan 30, 2000",Ashburn (VA),Virginia Academy
154,Leo O'Boyle,F,6-7,210.0,Penn State,Sr,-,Scranton (PA),Scranton Preparatory School
19,Jameel Brown,G,6-4,188.0,Penn State,So,-,Philadelphia (PA),Westtown School
72,Bragi Gudmundsson,PG,6-5,185.0,Penn State,Fr,"Oct 7, 2003",Grindavik,
37,Dan Conlan,F,6-4,186.0,Penn State,Sr,-,Leetsdale (PA),Quaker Valley High School
105,Puff Johnson,SG,6-8,200.0,Penn State,Sr,"Oct 11, 2000",Pittsburgh (PA),Hillcrest Academy
0,Favour Aire,C,6-11,215.0,Penn State,So,-,Ekpoma,Bishop McNamara High School
186,Braden Smith,PG,6-0,180.0,Purdue,So,"Jul 25, 2003",Westfield (IN),Westfield High School
7,Carson Barrett,G,6-5,215.0,Purdue,Sr,"Jan 24, 2002",Lafayette (IN),Lafayette Central Catholic High School
204,Brian Waddell,F,6-8,195.0,Purdue,So,"May 10, 2003",Carmel (IN),Carmel High School
11,Will Berg,C,7-2,260.0,Purdue,Fr,"May 13, 2003",Stockholm,
109,Trey Kaufman-Renn,F,6-9,225.0,Purdue,So,"Aug 19, 2002",Sellersburg (IN),Silver Creek High School
146,Ethan Morton,SG,6-7,215.0,Purdue,Sr,"Apr 5, 2001",Butler (PA),Butler Senior High School
66,Mason Gillis,PF,6-6,230.0,Purdue,Sr,"Nov 24, 2000",New Castle (IN),New Castle Chrysler High School
58,Josh Furst,F,6-6,200.0,Purdue,Fr,"Apr 26, 2005",Fort Wayne (IN),Blackhawk Christian School
57,Caleb Furst,PF,6-10,230.0,Purdue,Jr,"May 18, 2002",Fort Wayne (IN),Blackhawk Christian School
36,Myles Colvin,SG,6-5,210.0,Purdue,Fr,"Aug 9, 2005",Indianapolis (IN),Heritage Christian School
115,Sam King,F,6-8,225.0,Purdue,So,"Sep 26, 2003",Columbus (IN),Columbus North High School
134,Chase Martin,G,6-2,180.0,Purdue,Sr,"Nov 23, 2001",West Lafayette (IN),Father Tolton Catholic High School
107,Lance Jones,G,6-1,190.0,Purdue,Sr,"Oct 22, 2000",Evanston (IL),Evanston Township High School
131,Fletcher Loyer,GF,6-4,185.0,Purdue,So,"Sep 1, 2003",Clarkston (MI),Homestead High School
49,Zach Edey,C,7-4,305.0,Purdue,Sr,"Mar 14, 2002",Ontario,IMG Academy
168,Jace Rayl,G,5-11,170.0,Purdue,Fr,"Apr 15, 2004",Kokomo (IN),Kokomo High School
86,Camden Heide,F,6-7,205.0,Purdue,Fr,"Jul 16, 2003",Wayzata (MN),Wayzata High School
203,Daniel Vessey,G,6-3,190.0,Rutgers,Fr,-,Princeton (NJ),
213,Austin Williams,G,6-4,200.0,Rutgers,Sr,-,West Orange (NJ),Seton Hall Preparatory School
197,Aiden Terry,G,5-10,160.0,Rutgers,Jr,-,Mount Washington (KY),ASPIRE Basketball Academy
144,Jacob Morales,F,6-4,190.0,Rutgers,So,-,Montvale (NJ),Pascack Hills High School
132,Mawot Mag,F,6-7,216.0,Rutgers,Sr,-,Melbourne,Prolific Prep
71,Gavin Griffiths,GF,6-8,185.0,Rutgers,Fr,"Jul 10, 2004",Simsbury (CT),Kingswood-Oxford School
85,Zach Hayn,GF,6-3,190.0,Rutgers,Sr,-,Brooklyn (NY),Xaverian High School
98,Aundre Hyatt,SF,6-6,227.0,Rutgers,Sr,"Jul 23, 2000",White Plains (NY),The Miller School of Albemarle
155,Emmanuel Ogbole,C,6-11,242.0,Rutgers,So,-,,
158,Cliff Omoruyi,FC,6-11,240.0,Rutgers,Sr,"Oct 11, 2001",Benin City,Roselle Catholic High School
183,Derek Simpson,G,6-3,170.0,Rutgers,So,-,Mount Laurel (NJ),Lenape High School
159,Oskar Palmquist,FC,6-8,220.0,Rutgers,Sr,"May 5, 2000",Kinna,Marks Gymnasieskola
30,Antonio Chol,F,6-9,205.0,Rutgers,So,-,Minneapolis (MN),Minnesota Preparatory Academy
219,Antwone Woolfolk,FC,6-9,250.0,Rutgers,So,-,Cleveland (OH),Charles F. Brush High School
54,Noah Fernandes,G,5-11,180.0,Rutgers,Sr,"Jan 15, 2000",Mattapoisett (MA),Woodstock Academy
43,Jamichael Davis,G,6-1,165.0,Rutgers,Fr,-,Fort Oglethorpe (GA),McEachern High School
215,Jeremiah Williams,SG,6-4,177.0,Rutgers,Jr,-,Burbank (IL),Simeon Career Academy
117,Max Klesmit,G,6-3,200.0,Wisconsin,Sr,"Jun 9, 2002",Neenah (WI),Neenah High School
220,Gus Yalden,F,6-8,240.0,Wisconsin,Fr,-,Appleton (WI),La Lumiere School
218,Nolan Winters,PF,6-10,190.0,Wisconsin,Fr,-,Lakeville (MN),Lakeville North High School
90,Chris Hodges,F,6-9,245.0,Wisconsin,Jr,-,Schaerbeek,Schaumburg High School
87,Chucky Hepburn,G,6-2,205.0,Wisconsin,Jr,-,Omaha (NE),Bellevue West High School
40,Steven Crowl,C,7-0,245.0,Wisconsin,Sr,-,Saint Paul (MN),Eastview High School
67,Carter Gilmore,F,6-7,225.0,Wisconsin,Sr,-,Hartland (WI),Arrowhead High School
206,Tyler Wahl,SF,6-9,225.0,Wisconsin,Sr,"Mar 7, 2001",Lakeville (MN),Lakeville North High School
75,Luke Haertle,G,6-3,215.0,Wisconsin,Fr,-,Hartland (WI),Lake Country Lutheran High School
139,Kamari McGee,G,6-0,180.0,Wisconsin,Jr,-,Racine (WI),St. Catherine's High School
194,A.J. Storr,F,6-6,200.0,Wisconsin,So,"Aug 26, 2003",Rockford (IL),IMG Academy
14,John Blackwell,GF,6-4,175.0,Wisconsin,Fr,-,Bloomfield (MI),Brother Rice High School
61,Isaac Gard,G,6-2,165.0,Wisconsin,So,-,Oregon (WI),Oregon High School
25,Ross Candelino,F,6-5,185.0,Wisconsin,So,-,Ponte Vedra Beach (FL),Ponte Vedra High School
104,Jack Janicki,G,6-4,180.0,Wisconsin,Fr,-,White Bear Lake (MN),White Bear Lake High School
100,Markus Ilver,F,6-8,215.0,Wisconsin,Jr,"Jan 30, 2002",Tallinn,Western Reserve Academy
127,Isaac Lindsey,SG,6-4,185.0,Wisconsin,Sr,"May 18, 2001",Mineral Point (WI),Mineral Point High School
51,Connor Essegian,SF,6-4,185.0,Wisconsin,So,"Dec 12, 2003",Albion (IN),Central Noble High School
