,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
219,J.J. Traynor,F,6-8,190.0,Louisville,Sr,-,Bardstown (KY),Bardstown High School
98,Brandon Huntley-Hatfield,PF,6-10,240.0,Louisville,Jr,"Aug 6, 2003",Clarksville (TN),Scotland Campus
232,Tre White,SF,6-7,205.0,Louisville,So,"Jan 28, 2003",Milwaukee (WI),Prolific Prep
143,Hercy Miller,G,6-3,175.0,Louisville,Jr,"Mar 28, 2002",Calabasas (CA),Minnehaha Academy
235,"Curtis Williams, Jr.",G,6-5,205.0,Louisville,Fr,"Nov 25, 2004",Rancho Cucamonga (CA),Brother Rice High School
136,Aidan McCool,G,6-3,170.0,Louisville,Sr,-,Charleston (SC),Bishop England High School
110,Danilo Jovanovich,SF,6-8,220.0,Louisville,So,-,Milwaukee (WI),Whitehall Memorial High School
164,Emmanuel Okorafor,F,6-9,220.0,Louisville,So,"Jun 8, 2004",Lagos,NBA Academy Africa
59,Dennis Evans,C,7-1,215.0,Louisville,Fr,"Jul 13, 2005",Riverside (CA),Hillcrest High School
47,Koron Davis,F,6-6,185.0,Louisville,Jr,-,Gary (IN),
73,Kaleb Glenn,F,6-6,205.0,Louisville,Fr,-,Louisville (KY),La Lumiere School
36,Skyy Clark,G,6-3,205.0,Louisville,So,"Jun 29, 2003",Los Angeles (CA),Montverde Academy
172,Zan Payne,GF,6-5,230.0,Louisville,Sr,"Mar 23, 2000",Cherry Hill (NJ),Lexington Catholic High School
132,Carson Mastin,G,6-3,190.0,Miami (FL),Fr,"Dec 4, 2003",Austin (TX),The Haverford School
39,Matthew Cleveland,SF,6-7,200.0,Miami (FL),Jr,"Sep 15, 2002",Milton (GA),Pace Academy
174,Wooga Poplar,GF,6-5,192.0,Miami (FL),Jr,"Jan 5, 2003",Philadelphia (PA),"Mathematics, Civics and Sciences Charter School"
229,Christian Watson,SF,6-7,209.0,Miami (FL),So,"Jun 23, 2003",Washington (DC),St. John's College High School
55,Paul Djobet,F,6-7,193.0,Miami (FL),Fr,"Sep 17, 2004",Lille,West Oak Academy
32,Nick Cassano,F,6-7,220.0,Miami (FL),Fr,"May 2, 2005",Naples (FL),Seacrest Country Day School
31,A.J. Casey,F,6-9,213.0,Miami (FL),So,"Jan 26, 2004",Tinley Park (IL),Whitney Young High School
109,Bensley Joseph,PG,6-2,207.0,Miami (FL),Jr,"Feb 18, 2002",Miami (FL),Putnam Science Academy
189,Jakai Robinson,GF,6-5,208.0,Miami (FL),So,"Apr 29, 2002",Ossining (NY),Rock Creek Christian Academy
167,Nijel Pack,PG,6-0,184.0,Miami (FL),Sr,"May 22, 2001",Indianapolis (IN),Lawrence Central High School
165,Norchad Omier,F,6-7,248.0,Miami (FL),Sr,"Aug 28, 2001",Bluefields,Miami Preparatory School
161,Michael Nwoko,C,6-10,240.0,Miami (FL),Fr,"Oct 21, 2004",Toronto,Prolific Prep
69,Kyshawn George,F,6-8,196.0,Miami (FL),Fr,"Dec 12, 2003",Monthey,
168,"Dennis Parker, Jr.",SF,6-6,205.0,NC State,Fr,"Feb 14, 2005",Chesterfield (VA),John Marshall High School
217,L.J. Thomas,PG,6-2,205.0,NC State,So,-,Plant City (FL),Bull City Prep Academy
192,Ernest Ross,F,6-9,200.0,NC State,Jr,-,Lakeland (FL),Santa Fe Catholic High School
140,Ben Middlebrooks,C,6-10,240.0,NC State,Jr,-,Fort Lauderdale (FL),Calvary Christian High School
238,Kam Woods,G,6-2,185.0,NC State,Sr,-,Bessemer (AL),Pinson Valley High School
162,Michael O'Connell,PG,6-2,195.0,NC State,Sr,-,Mineola (NY),Blair Academy
169,Breon Pass,PG,6-0,175.0,NC State,Jr,-,Reidsville (NC),Reidsville High School
184,M.J. Rice,F,6-5,215.0,NC State,So,"Feb 5, 2003",Creedmor (NC),Prolific Prep
150,Casey Morsell,SG,6-3,200.0,NC State,Sr,"Jan 2, 2001",Washington (DC),St. John's College High School
23,"D.J. Burns, Jr.",C,6-9,275.0,NC State,Sr,"Oct 13, 2000",Rock Hill (SC),York Preparatory Academy
91,D.J. Horne,PG,6-1,175.0,NC State,Sr,-,Raleigh (NC),Trinity Christian
213,Jayden Taylor,G,6-4,195.0,NC State,Jr,"Jun 1, 2003",Indianapolis (IN),Perry Meridian High School
160,Alex Nunnally,G,6-2,180.0,NC State,Jr,-,Cary (NC),Cary Academy
52,Mohamed Diarra,C,6-10,215.0,NC State,Sr,-,Paris,Redemption Christian Academy
111,K.J. Keatts,G,5-10,165.0,NC State,So,-,Cary (NC),Broughton High School
203,Jordan Snell,G,6-2,165.0,NC State,So,-,Cary (NC),Panther Creek High School
194,Cormac Ryan,SG,6-5,195.0,North Carolina,Sr,"Oct 26, 1998",New York (NY),Milton Academy
163,James Okonkwo,F,6-8,240.0,North Carolina,Jr,"Oct 1, 2003",Maidenhead,Beckley Prep Academy
236,Jae'Lyn Withers,SF,6-9,215.0,North Carolina,Sr,"Dec 20, 2000",Huntersville (NC),North Mecklenburg High School
237,Paxson Wojcik,G,6-5,195.0,North Carolina,Sr,"Aug 8, 2000",La Porte (IN),La Lumiere School
220,Seth Trimble,G,6-3,195.0,North Carolina,So,"Aug 9, 2004",Menomonee Falls (WI),Menomonee Falls High School
227,Jalen Washington,C,6-10,230.0,North Carolina,So,"Feb 21, 2004",Gary (IN),West Side High School
121,Rob Landry,G,6-4,190.0,North Carolina,Sr,"Aug 4, 2000",Greensboro (NC),North Carolina School of Science and Math
87,Zayden High,SF,6-9,225.0,North Carolina,Fr,"Mar 26, 2004",San Antonio (TX),AZ Compass Prep
6,Armando Bacot,PF,6-11,240.0,North Carolina,Sr,"Mar 6, 2000",Richmond (VA),IMG Academy
100,Harrison Ingram,F,6-7,230.0,North Carolina,Jr,"Nov 27, 2002",Dallas (TX),St. Mark's School of Texas
60,Duwe Farris,F,6-7,210.0,North Carolina,Sr,"Sep 1, 2000",Charlotte (NC),Myers Park High School
25,Elliot Cadeau,G,6-1,180.0,North Carolina,Fr,"Sep 4, 2004",West Orange (NJ),Bergen Catholic High School
123,Creighton Lebo,G,6-1,180.0,North Carolina,Sr,"Sep 8, 2001",Cookeville (TN),Greenfield School
48,R.J. Davis,SG,6-0,180.0,North Carolina,Sr,"Oct 21, 2001",White Plains (NY),Archbishop Stepinac High School
80,Zane Harbaugh,F,6-6,,Notre Dame,So,-,Owasso (OK),Owasso High School
99,Logan Imes,G,6-4,190.0,Notre Dame,Fr,-,Zionsville (IN),Zionsville High School
159,Kebba Njie,F,6-10,237.0,Notre Dame,So,-,Centerville (OH),La Lumiere School
191,Julian Roper II,GF,6-3,180.0,Notre Dame,Jr,-,Franklin (MI),St. Mary's Preparatory
198,"Tony Sanders, Jr.",SF,6-7,215.0,Notre Dame,Jr,-,Miami (FL),Gulliver Schools
114,J.T. Kelly,G,6-2,,Notre Dame,So,-,Ponte Vedra Beach (FL),Ponte Vedra High School
49,Tae Davis,SF,6-9,208.0,Notre Dame,So,-,Indianapolis (IN),Warren Central High School
84,Thomas Hattan,G,6-2,,Notre Dame,So,-,San Clemente (CA),San Juan Hills High School
243,Matt Zona,C,6-9,242.0,Notre Dame,Jr,-,Oradell (NJ),Bergen Catholic High School
120,J.R. Konieczny,F,6-7,202.0,Notre Dame,Jr,-,South Bend (IN),Saint Joseph's High School
24,Markus Burton,G,6-1,170.0,Notre Dame,Fr,-,Mishawaka (IN),Penn High School
223,Alex Wade,G,6-0,170.0,Notre Dame,Jr,-,San Diego (CA),Cathedral Catholic High School
19,Raheem Braiton,G,6-0,,Notre Dame,Sr,-,South Bend (IN),Mishawaka High School
16,Carey Booth,F,6-10,205.0,Notre Dame,Fr,"Jul 18, 2005",Englewood (CO),Cherry Creek High School
44,Thomas Crowe,F,6-7,,Notre Dame,Jr,-,Macedonia (OH),Archbishop Hoban High School
201,Braeden Shrewsberry,G,6-3,170.0,Notre Dame,Fr,-,State College (PA),State College Area High School
209,Vason Stevenson,F,6-3,190.0,Pittsburgh,So,"Jun 26, 2004",McKees Rocks (PA),Montour High School
30,Carlton Carrington,G,6-4,180.0,Pittsburgh,Fr,"Jul 21, 2005",Baltimore (MD),St. Frances Academy
53,Guillermo Diaz,C,7-0,205.0,Pittsburgh,So,"Jun 29, 2003",Santa Cruz de Tenerife,IMG Academy
54,Jorge Diaz,C,6-11,190.0,Pittsburgh,So,"Jun 29, 2003",Santa Cruz de Tenerife,IMG Academy
133,Benjamin Mayhew,F,6-4,180.0,Pittsburgh,Fr,-,Wilkinsburg (PA),Braddock High School
7,"Marlon Barnes, Jr.",F,6-6,180.0,Pittsburgh,Fr,-,Cleveland (OH),Charles F. Brush High School
5,Zach Austin,F,6-6,205.0,Pittsburgh,Sr,"Aug 11, 2001",Winston-Salem (NC),Moravian Prep
61,Federiko Federiko,C,6-11,220.0,Pittsburgh,Jr,"May 9, 2001",Helsinki,First Love Christian Academy
3,Papa Amadou Kante,C,6-10,215.0,Pittsburgh,Fr,"Oct 27, 2003",Dakar,South Kent School
131,K.J. Marshall,PG,5-10,175.0,Pittsburgh,Sr,"Aug 16, 2000",Fayetteville (AR),Trinity Christian
95,"Michael Hueitt, Jr.",SG,6-3,185.0,Pittsburgh,Sr,"Oct 2, 1998",Fayetteville (NC),Northwood Temple Academy
90,Blake Hinson,SG,6-7,235.0,Pittsburgh,Sr,"Dec 26, 1999",Daytona Beach (FL),Sunrise Christian Academy
105,William Jeffress,SF,6-7,205.0,Pittsburgh,Sr,"Jun 3, 2003",Erie (PA),McDowell High School
124,Ishmael Leggett,SG,6-3,195.0,Pittsburgh,Jr,-,Washington (DC),St. John's College High School
127,Jaland Lowe,G,6-2,170.0,Pittsburgh,Fr,"Sep 6, 2004",Missouri City (TX),Fort Bend Marshall High School
155,Jajuan Nelson,F,6-7,215.0,Pittsburgh,Fr,-,Philadelphia (PA),String Theory School
45,"Kyle Cuffe, Jr.",G,6-2,190.0,Syracuse,So,-,Bronx (NY),Blair Academy
42,Quadir Copeland,F,6-6,203.0,Syracuse,So,-,Gettysburg (PA),IMG Academy
89,Mounir Hima,C,6-11,230.0,Syracuse,Jr,"May 23, 2001",Newark (NJ),Saint Benedict's Preparatory School
208,J.J. Starling,G,6-4,206.0,Syracuse,So,"Mar 16, 2004",Baldwinsville (NY),La Lumiere School
193,Niko Ruffin,G,5-10,170.0,Syracuse,Jr,-,Cresskill (NJ),Paramus Catholic High School
146,Judah Mintz,G,6-3,172.0,Syracuse,So,"Jul 10, 2003",Fort Washington (MD),Oak Hill Academy
28,Peter Carey,C,6-11,200.0,Syracuse,So,-,Sunderland (MA),Northfield Mount Hermon School
214,Justin Taylor,G,6-6,205.0,Syracuse,So,-,Charlottesville (VA),IMG Academy
20,Maliq Brown,PF,6-8,213.0,Syracuse,So,-,Culpeper (VA),Blue Ridge School
38,Anthony Clayton,G,6-0,180.0,Syracuse,Jr,-,Albany (NY),Avon Old Farms High School
68,Chris Gatty,G,6-2,175.0,Syracuse,Fr,-,Katonah (NY),The Master's School
231,Chance Westry,SG,6-6,190.0,Syracuse,So,"Oct 12, 2002",Washington (PA),AZ Compass Prep
11,Chris Bell,F,6-7,180.0,Syracuse,So,"Feb 16, 2003",Concord (CA),Wasatch Academy
234,Benny Williams,F,6-9,208.0,Syracuse,Jr,"Apr 30, 2002",Potomac (MD),IMG Academy
139,Naheem McLeod,C,7-4,265.0,Syracuse,Sr,"Jan 31, 2000",Plymouth Meeting (PA),Plymouth-Whitemarsh High School
166,Chaz Owens,F,6-5,205.0,Syracuse,Sr,-,Blue Bell (PA),The Shipley School
170,William Patterson,C,7-2,220.0,Syracuse,Fr,-,Brooklyn (NY),The Patrick School
15,Leon Bond III,F,6-5,200.0,Virginia,Fr,-,Milwaukee (WI),Wauwatosa East High School
22,Blake Buchanan,C,6-11,215.0,Virginia,Fr,"Jan 20, 2004",Hayden (ID),Lake City High School
145,Jordan Minor,PF,6-8,240.0,Virginia,Sr,"Mar 11, 2000",Boston (MA),Brimmer & May School
14,Christian Bliss,G,6-4,200.0,Virginia,Fr,-,Brooklyn (NY),George School
9,Reece Beekman,PG,6-3,190.0,Virginia,Sr,"Oct 8, 2001",Milwaukee (WI),Scotlandville High School
138,Isaac McKneely,G,6-4,179.0,Virginia,So,-,Poca (WV),Poca High School
224,Bryce Walker,G,6-2,200.0,Virginia,Jr,-,Fulton (MD),New Hampton School
152,Taine Murray,F,6-5,205.0,Virginia,Jr,"Apr 19, 2002",Auckland,Rosmini College
58,Ryan Dunn,G,6-8,208.0,Virginia,So,"Jan 7, 2003",Brookville (NY),Long Island Lutheran High School
71,Elijah Gertrude,F,6-4,180.0,Virginia,Fr,"Apr 15, 2005",Jersey City (NJ),Hudson Catholic Regional High School
190,Andrew Rohde,SF,6-6,185.0,Virginia,So,"Sep 11, 2003",Milwaukee (WI),Brookfield Central High School
187,Desmond Roberts,G,6-4,205.0,Virginia,Fr,-,Lynchburg (VA),St. Anne's-Belfield School
77,Jake Groves,GF,6-9,216.0,Virginia,Sr,"Apr 5, 2001",Spokane (WA),Shadle Park High School
188,Anthony Robinson,C,6-10,238.0,Virginia,Fr,-,Peachtree City (GA),Christ School
81,Dante Harris,G,6-0,170.0,Virginia,Sr,-,Washington (DC),Lakeway Christian Academy
93,Tristan How,F,6-7,202.0,Virginia,Sr,-,Virginia Beach (VA),Norfolk Collegiate School
176,Mylyjael Poteat,C,6-9,265.0,Virginia Tech,Jr,-,Burlington (NC),The Burlington School
12,Robbie Beran,PF,6-9,215.0,Virginia Tech,Sr,"Feb 10, 2000",Richmond (VA),Collegiate School
173,Sean Pedulla,G,6-1,195.0,Virginia Tech,Jr,"Oct 10, 2002",Edmond (OK),Edmond Memorial High School
230,Patrick Wessler,C,7-0,245.0,Virginia Tech,Fr,-,Charlotte (NC),COMBINE Academy
179,Brandon Rechsteiner,G,6-1,190.0,Virginia Tech,Fr,-,Cartersville (GA),Etowah High School
126,Mekhi Long,SF,6-7,200.0,Virginia Tech,Sr,"Jan 18, 2001",Woodstock (VA),Bishop McNamara High School
225,Michael Ward,G,6-2,175.0,Virginia Tech,So,-,Bethesda (MD),Walt Whitman High School
240,Jaydon Young,GF,6-4,190.0,Virginia Tech,Fr,-,Greensboro (NC),Greensboro Day School
185,Rodney Rice,G,6-4,195.0,Virginia Tech,So,-,Clinton (MD),DeMatha Catholic High School
118,Lynn Kidd,PF,6-10,235.0,Virginia Tech,Sr,"Dec 17, 2001",Gainesville (FL),IMG Academy
222,Conner Venable,G,6-3,190.0,Virginia Tech,Fr,-,Washington (DC),Jackson-Reed High School
26,John Camden,SF,6-8,215.0,Virginia Tech,So,-,Richmond (VA),Brewster Academy
50,Owyn Dawyot,G,6-2,190.0,Virginia Tech,So,-,Roanoke (VA),Cave Spring High School
106,Camden Johnson,G,6-1,185.0,Virginia Tech,Jr,"Jul 22, 2002",Waxhaw (NC),Metrolina Christian Academy
41,M.J. Collins,G,6-4,190.0,Virginia Tech,So,-,Rock Hill (SC),Westminster Catawba Christian School
33,Hunter Cattoor,PG,6-3,200.0,Virginia Tech,Sr,"Nov 17, 2000",Orlando (FL),Bishop Moore High School
157,Tyler Nickel,F,6-7,220.0,Virginia Tech,So,"Sep 5, 2003",Elkton (VA),East Rockingham High School
130,Matthew Marsh,C,7-1,250.0,Wake Forest,Jr,"May 15, 2002",Reading,
239,Xiaolong Xu,G,6-1,180.0,Wake Forest,Sr,-,Beijing,Concord Academy
119,Owen Kmety,F,6-6,180.0,Wake Forest,So,-,Chicago (IL),La Lumiere School
196,Hunter Sallis,SG,6-5,185.0,Wake Forest,Jr,"Mar 26, 2003",Omaha (NE),Millard North High School
129,Marqus Marion,F,6-6,210.0,Wake Forest,Fr,"Sep 1, 2004",Skovlunde,
112,Zach Keller,C,6-10,228.0,Wake Forest,So,-,Highlands Ranch (CO),ThunderRidge High School
34,Aaron Clark,SG,6-6,200.0,Wake Forest,Fr,-,Easton (PA),Brewster Academy
148,Damari Monsanto,SG,6-6,225.0,Wake Forest,Sr,"Oct 31, 2000",Hialeah (FL),American Heritage School
57,Kevin Dunn,G,6-2,205.0,Wake Forest,Jr,"Jun 27, 2001",Winston-Salem (NC),Choate Rosemary
65,Parker Friedrichsen,G,6-3,165.0,Wake Forest,Fr,-,Bixby (OK),Bixby High School
182,Efton Reid III,C,7-0,240.0,Wake Forest,Jr,"Feb 3, 2002",Richmond (VA),IMG Academy
29,Andrew Carr,F,6-10,220.0,Wake Forest,Sr,"Feb 1, 2002",West Chester (PA),West Chester East High School
183,Vincent Ricchiuti,F,6-6,195.0,Wake Forest,Fr,-,San Diego (CA),St. Augustine High School
27,Abramo Canka,G,6-7,200.0,Wake Forest,So,"Mar 18, 2002",Genoa,
117,R.J. Kennah,G,6-5,195.0,Wake Forest,Jr,"Dec 17, 2002",Parker (CO),Kent Denver School
221,Will Underwood,G,6-3,180.0,Wake Forest,Fr,-,Mahtomedi (MN),Mahtomedi High School
101,Jao Ituka,G,6-1,196.0,Wake Forest,Jr,-,Gaithersburg (MD),Gaithersburg High School
144,Kevin Miller,PG,6-0,175.0,Wake Forest,So,-,Chicago (IL),Victory Rock Prep
88,Cameron Hildreth,G,6-4,195.0,Wake Forest,Jr,"Sep 18, 2002",Worthing,
