,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
182,Andre Warren,G,6-3,,Oregon,Fr,-,,
156,Brennan Rigsby,G,6-3,165.0,Oregon,Jr,-,De Beque (CO),Wasatch Academy
124,Kaleb Mccloud,G,6-2,,Oregon,Sr,-,,
154,Gabe Reichle,G,6-2,175.0,Oregon,Sr,-,Wilsonville (OR),Wilsonville High School
142,Kario Oquendo,SG,6-4,215.0,Oregon,Sr,"Jan 28, 2000",Titusville (FL),Titusville High School
165,Jackson Shelstad,G,6-0,170.0,Oregon,Fr,"Apr 20, 2005",West Linn (OR),West Linn High School
200,Jesse Zarzuela,G,6-3,180.0,Oregon,Sr,-,Houston (TX),Spring Woods High School
41,Mookie Cook,F,6-7,200.0,Oregon,Fr,"Jul 3, 2004",Portland (OR),AZ Compass Prep
59,Jack Farnham,G,6-1,,Oregon,Fr,-,Los Angeles (CA),Notre Dame High School
57,"KJ Evans, Jr.",F,6-9,200.0,Oregon,Fr,"Aug 2, 2004",Baltimore (MD),Montverde Academy
53,Mahamdou Diawara,PF,6-10,249.0,Oregon,Sr,"Sep 11, 1999",Bamako,Massanutten Military Academy
49,N'Faly Dante,PF,6-11,230.0,Oregon,Sr,"Oct 19, 2001",Bamako,Sunrise Christian Academy
43,Jermaine Couisnard,SG,6-4,211.0,Oregon,Sr,-,East Chicago (IN),Montverde Academy
42,James Cooper,F,6-7,210.0,Oregon,Jr,-,Mauldin (SC),Mauldin High School
14,Nate Bittle,C,7-0,210.0,Oregon,Jr,"Jun 3, 2003",Central Point (OR),Prolific Prep
12,Keeshawn Barthelemy,PG,6-2,163.0,Oregon,Sr,"Jan 2, 2001",Montreal,Athlete Institute Prep
158,Justin Rochelin,GF,6-5,205.0,Oregon State,So,-,Northridge (CA),Heritage Christian High School
152,Michael Rataj,SF,6-9,220.0,Oregon State,So,"Oct 12, 2003",Augsburg,
150,Jordan Pope,G,6-2,165.0,Oregon State,So,-,Napa (CA),Prolific Prep
144,Felipe Palazzo,G,6-4,200.0,Oregon State,So,-,San Miguel de Tucuman,
117,Chol Marial,C,7-2,235.0,Oregon State,Sr,"Nov 1, 1999",Juba,AZ Compass Prep
44,DaJohn Craig,G,6-1,,Oregon State,Fr,-,Indianapolis (IN),Lawrence Central High School
135,Thomas Ndong,F,6-10,,Oregon State,Fr,"Aug 18, 2004",Quebec City,NBA Academy Latin America
13,Tyler Bilodeau,F,6-9,220.0,Oregon State,So,-,Kennewick (WA),Kennewick High School
127,Nate Meithof,G,6-5,190.0,Oregon State,Jr,-,Keizer (OR),McNary High School
2,Dexter Akanno,SG,6-5,210.0,Oregon State,Sr,"Sep 16, 2000",Valencia (CA),Valencia High School
119,Gavin Marrs,C,6-11,220.0,Oregon State,Fr,-,Ellensburg (WA),Ellensburg High School
195,Christian Wright,G,6-3,185.0,Oregon State,Jr,"Jul 1, 2001",Alpharetta (GA),The Skill Factory
172,Jayden Stevens,F,6-7,190.0,Oregon State,So,-,Spokane (WA),Gonzaga Preparatory School
63,Grey Garrison,F,6-7,,Oregon State,Fr,-,Bellingham (WA),Sehome High School
80,K.C. Ibekwe,C,6-10,287.0,Oregon State,So,"Jul 17, 2004",Coquitlam,Brampton Centennial Secondary School
103,Josiah Lake,G,6-2,,Oregon State,Fr,-,Tualatin (OR),Tualatin High School
0,Ryan Agarwal,F,6-6,190.0,Stanford,So,-,Coppell (TX),Coppell High School
93,James Keefe,PF,6-9,240.0,Stanford,Sr,-,Los Angeles (CA),Loyola High School
90,Spencer Jones,SF,6-7,225.0,Stanford,Sr,"Jun 14, 2001",Shawnee Mission (KS),Bishop Miege High School
30,Kanaan Carlyle,G,6-3,185.0,Stanford,Fr,"Sep 25, 2004",Alpharetta (GA),Milton High School
89,Mike Jones,G,6-5,205.0,Stanford,Sr,"Aug 29, 1999",Woodbury (MN),Woodbury High School
153,Maxime Raynaud,C,7-1,250.0,Stanford,Jr,"Apr 7, 2003",Paris,
27,Aidan Cammann,F,6-10,220.0,Stanford,Fr,-,Andover (MA),Brewster Academy
25,Jared Bynum,PG,5-10,185.0,Stanford,Sr,"Mar 16, 1999",Rockville (MD),Georgetown Preparatory School
199,Roy Yuan,G,6-1,170.0,Stanford,Sr,-,San Jose (CA),St. Francis High School
134,Max Murrell,C,6-9,225.0,Stanford,Sr,-,Omaha (NE),Millard North High School
69,Cameron Grant,F,6-7,185.0,Stanford,Fr,-,Lakewood (OH),St. Edward High School
173,Andrej Stojakovic,F,6-7,190.0,Stanford,Fr,"Aug 17, 2004",Thessaloniki,Jesuit High School
176,Jaylen Thompson,F,6-8,195.0,Stanford,Fr,-,Alameda (CA),Southern California Academy of Sciences
6,Brandon Angel,F,6-8,235.0,Stanford,Sr,-,San Diego (CA),Torrey Pines High School
64,Bennie Gealer,G,6-1,160.0,Stanford,So,-,San Pedro (CA),Rolling Hills Preparatory School
67,Josue Gil-Silva,G,6-1,185.0,Stanford,Sr,-,Salinas (CA),Alisal High School
162,Jack Seidler,G,6-4,195.0,UCLA,Fr,-,Marlboro (NJ),Marlboro High School
171,Lazar Stefanovic,G,6-7,185.0,UCLA,Jr,"Apr 27, 2002",Belgrade,
24,Berke Buyuktuncel,F,6-9,215.0,UCLA,Fr,"Sep 2, 2004",Bursa,
180,Jan Vide,PG,6-6,200.0,UCLA,Fr,"Jan 15, 2005",Domzale,Colegio SEK El Castillo International School
189,Brandon Williams,F,6-7,215.0,UCLA,Fr,"Nov 1, 2005",Long Island City (NY),Christ the King
5,Dylan Andrews,G,6-2,175.0,UCLA,So,-,Los Angeles (CA),AZ Compass Prep
138,Kenny Nwuba,C,6-10,255.0,UCLA,Sr,"Jun 14, 1999",Jackson (MS),Huntington Prep
191,Devin Williams,C,6-10,200.0,UCLA,Fr,"Mar 14, 2004",Corona (CA),Centennial High School
15,Adem Bona,C,6-10,245.0,UCLA,So,"Mar 28, 2003",Lagos,Prolific Prep
45,Logan Cremonesi,F,6-8,230.0,UCLA,Sr,-,Chicago (IL),Mater Dei High School
68,Aday Mara Gomez,C,7-3,243.0,UCLA,Fr,"Apr 7, 2005",Zaragoza,
116,Evan Manjikian,F,6-8,240.0,UCLA,So,-,Glendale (CA),Sierra Canyon School
113,Sebastian Mack,G,6-3,195.0,UCLA,Fr,"Feb 13, 2004",Las Vegas (NV),Coronado High School
122,Will McClendon,PG,6-3,200.0,UCLA,So,-,Las Vegas (NV),Bishop Gorman High School
60,Ilane Fibleuil,F,6-6,200.0,UCLA,Fr,"Jun 26, 2005",,
159,"D.J. Rodman, Jr.",G,6-6,215.0,USC,Sr,"Apr 25, 2001",Newport Beach (CA),Junipero Serra Catholic High School
164,Oziyah Sellers,F,6-5,160.0,USC,So,"Jul 28, 2003",Los Angeles (CA),Southern California Academy of Sciences
86,Kobe Johnson,G,6-6,170.0,USC,Jr,"Jan 15, 2003",Glendale (WI),Nicolet High School
55,Boogie Ellis,PG,6-3,180.0,USC,Sr,"Dec 12, 2000",San Diego (CA),Mission Bay Senior High School
21,Zach Brooker,G,6-0,175.0,USC,Sr,"Jul 24, 2000",Chatsworth (CA),Sierra Canyon School
75,Harrison Hornery,F,6-10,210.0,USC,Jr,"Jul 1, 2001",Toowoomba,Mater Dei High School
81,Vince Iwuchukwu,C,7-1,220.0,USC,So,"Apr 17, 2003",Munich,Southern California Academy of Sciences
196,Kijani Wright,F,6-9,235.0,USC,So,"Jan 23, 2003",Los Angeles (CA),Sierra Canyon School
149,J.D. Plough,G,6-3,190.0,USC,Sr,"Apr 6, 2001",Torrance (CA),Peninsula High School
143,Arrinten Page,FC,6-11,220.0,USC,Fr,"Mar 17, 2005",Marietta (GA),Joseph Wheeler High School
37,Isaiah Collier,G,6-5,190.0,USC,Fr,"Oct 8, 2004",Marietta (GA),Joseph Wheeler High School
130,Joshua Morgan,C,6-11,195.0,USC,Sr,"Oct 7, 2001",Sacramento (CA),Sheldon High School
62,Brandon Gardner,F,6-8,210.0,USC,Fr,"May 14, 2004",Waynesboro (GA),Christ the King
84,Bronny James,G,6-4,190.0,USC,Fr,"Oct 6, 2004",Cleveland (OH),Sierra Canyon School
169,Deivon Smith,PG,6-1,180.0,Utah,Sr,"Mar 8, 2002",Loganville (GA),Grayson High School
71,Brandon Haddock,G,6-1,173.0,Utah,Jr,-,Southlake (TX),Carroll Senior High School
114,Gabe Madsen,F,6-6,200.0,Utah,Sr,"May 1, 2001",Rochester (MN),Mayo High School
94,Keba Keita,C,6-8,230.0,Utah,So,-,Bamako,Wasatch Academy
174,Luka Tarlac,SF,6-7,214.0,Utah,So,"Nov 20, 2002",Belgrade,International School of Belgrade
58,"Will Exacte, Jr.",G,6-6,230.0,Utah,So,"Jul 7, 2003",Montreal,
112,Lawson Lovering,C,7-1,225.0,Utah,Jr,"May 9, 2003",Chabet el Ameur,Central High School
194,Rollie Worster,G,6-4,202.0,Utah,Sr,-,Missoula (MT),Hellgate High School
9,Cole Bajema,F,6-7,190.0,Utah,Sr,"Oct 22, 2000",Lynden (WA),Lynden Christian High School
56,Hunter Erickson,SG,6-3,195.0,Utah,Sr,-,Provo (UT),Timpview High School
28,Ben Carlson,SF,6-9,226.0,Utah,Sr,-,Saint Paul (MN),East Ridge High School
11,Ayomide Bamisile,F,6-7,198.0,Utah,Fr,-,Lagos,Montverde Academy
181,Jake Wahlin,C,6-10,215.0,Utah,Fr,-,Provo (UT),Timpview High School
29,Branden Carlson,PF,7-0,228.0,Utah,Sr,"Jun 14, 1999",South Jordan (UT),Bingham High School
77,Jerry Huang,G,6-2,187.0,Utah,Fr,-,Taipei,Wasatch Academy
175,Jayden Teat,G,6-1,178.0,Utah,Fr,-,Sacramento (CA),Capital Christian High School
168,Sam Slutske,G,6-2,,Washington,So,-,Santa Monica (CA),Crossroads School
166,Isaiah Sherrard,F,6-6,175.0,Washington,Fr,-,Oak Park (CA),Oak Park High School
131,Paul Mulcahy,SG,6-7,213.0,Washington,Sr,"Mar 30, 2001",Peapack-Gladstone (NJ),Gill St. Bernard's School
92,Nehemie Kebeya,C,6-10,235.0,Washington,Sr,-,Ngaliema,Rainier Beach High School
96,Frank Kepnang,PF,6-11,225.0,Washington,Sr,"Oct 15, 2001",Yaounde,Westtown School
74,Anthony Holland,GF,6-5,215.0,Washington,Sr,-,Riverside (CA),Notre Dame High School
197,Wesley Yates III,G,6-4,200.0,Washington,Fr,"Jan 6, 2005",Beaumont (TX),Beaumont United High School
97,Christian King,F,6-7,,Washington,Fr,-,Seattle (WA),Seattle Preparatory School
20,Wilhelm Breidenbach,PF,6-10,227.0,Washington,Jr,"Aug 23, 2002",Santa Ana (CA),Mater Dei High School
193,Moses Wood,SF,6-8,210.0,Washington,Sr,"May 3, 1999",Reno (NV),Galena High School
125,Braxton Meah,C,7-1,230.0,Washington,Sr,-,Layton (UT),San Joaquin Memorial High School
87,Koren Johnson,G,6-2,175.0,Washington,So,-,Seattle (WA),Garfield High School
7,Samuel Ariyibi,SF,6-8,185.0,Washington,Jr,"Jan 6, 2002",Lagos,NBA Academy Africa
105,Will Landram,F,6-6,,Washington,Fr,-,Gig Harbor (WA),Gig Harbor High School
22,"Keion Brooks, Jr.",SF,6-7,207.0,Washington,Sr,"Aug 7, 2000",Fort Wayne (IN),La Lumiere School
26,Nate Calmese,G,6-2,164.0,Washington,So,-,Gilbert (AZ),Mesquite High School
187,Sahvir Wheeler,PG,5-9,180.0,Washington,Sr,"Jan 17, 2001",Houston (TX),Houston Christian High School
102,A.J. LaBeau,F,6-10,230.0,Washington State,Fr,-,Boise (ID),Timberline High School
76,Kymany Houinsou,SG,6-6,195.0,Washington State,So,"Jan 6, 2004",Mulhouse,
66,Parker Gerrits,G,6-2,180.0,Washington State,Fr,-,Olympia (WA),Olympia High School
198,Joseph Yesufu,G,6-0,180.0,Washington State,Sr,"Sep 17, 2000",Bolingbrook (IL),Bolingbrook High School
132,Jabe Mullins,SG,6-6,192.0,Washington State,Sr,-,Snoqualmie (WA),Mount Si High School
184,Isaiah Watts,G,6-3,180.0,Washington State,Fr,-,Seattle (WA),South Kent School
83,Andrej Jakimovski,SF,6-8,215.0,Washington State,Sr,"Mar 18, 2001",Skopje,
115,Spencer Mahoney,SF,6-9,230.0,Washington State,Fr,"Jun 4, 2004",New York (NY),Saint Benedict's Preparatory School
99,Shae Korpela,G,6-5,180.0,Washington State,Fr,-,Aspen (CO),Aspen High School
160,A.J. Rohosy,F,6-9,215.0,Washington State,So,-,San Anselmo (CA),Marin Catholic High School
155,Myles Rice,G,6-2,175.0,Washington State,Fr,-,Tyrone (GA),Sandy Creek High School
98,Braden Korpela,G,6-5,170.0,Washington State,Fr,-,Aspen (CO),Aspen High School
34,Rueben Chinyelu,C,6-11,245.0,Washington State,Fr,"Sep 30, 2003",Lagos,NBA Academy Africa
36,Oscar Cluff,C,6-10,250.0,Washington State,Jr,-,Sunshine Coast,
141,Ben Olesen,G,6-0,160.0,Washington State,Jr,-,Mill Creek (WA),Jackson High School
50,Dylan Darling,G,6-2,175.0,Washington State,So,-,Spokane (WA),Central Valley High School
186,Jaylen Wells,F,6-8,205.0,Washington State,Jr,"Aug 26, 2003",Sacramento (CA),Folsom High School
88,Isaac Jones,C,6-9,242.0,Washington State,Sr,-,Spanaway (WA),Orting High School
