,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
5,A.J. Allenspach,F,6-8,225.0,Army West Point,Jr,-,Simpsonville (SC),Lake Norman High School
68,Kendall Hailey,SG,6-3,170.0,Army West Point,Fr,-,Sherman Oaks (CA),Notre Dame High School
55,Jaden Ellis,G,6-0,170.0,Army West Point,So,-,Greensboro (NC),Walter Hines Page Senior High School
92,Tate Laczkowski,FC,6-10,,Army West Point,Fr,-,,Wilbraham & Monson Academy
93,Griff Lamb,C,6-8,205.0,Army West Point,Jr,-,Gilbert (AZ),Gilbert High School
57,Jorn Everson,F,6-8,210.0,Army West Point,So,-,Williston (ND),Northfield Mount Hermon School
27,Isaiah Caldwell,PG,6-4,163.0,Army West Point,Jr,-,Columbia (SC),Heathwood Hall High School
95,Zach Lezanic,PG,6-0,165.0,Army West Point,Sr,-,Berwyn (PA),Conestoga High School
45,Kwabena Davis,SG,6-3,182.0,Army West Point,Sr,-,Columbia (TX),Steele High School
10,Blake Barker,G,6-2,200.0,Army West Point,Jr,-,Columbus (IN),Columbus North High School
124,Charlie Peterson,PF,6-9,223.0,Army West Point,Sr,-,Indianapolis (IN),North Central High School
147,T.J. Small,G,6-2,188.0,Army West Point,Jr,-,Kenner (LA),Brother Martin High School
19,Dylan Blair,PG,5-10,160.0,Army West Point,Fr,-,Downingtown (PA),Downingtown West High School
99,Jackson Mayo,G,6-0,182.0,Army West Point,So,-,Mililani (HI),Mililani High School
122,Chanse Perkins,G,6-4,210.0,Army West Point,So,-,Houston (TX),The Woodlands Christian Academy
133,Zach Rocco,G,6-1,180.0,Army West Point,Sr,-,Export (PA),Penn-Trafford High School
153,Blane St. Clair,F,6-5,202.0,Army West Point,Jr,-,Boone (NC),Davidson Day School
67,Evan Haber,F,6-4,200.0,Boston University,Sr,-,Calabasas (CA),Calabasas High School
112,Nicolo Nobili,C,6-10,220.0,Boston University,So,"May 7, 2002",Bologna,Paul VI High School
158,Ryan Sutliff,GF,6-4,185.0,Boston University,Jr,-,Boston (MA),Boston Latin Academy
120,Andrew Patnode,F,6-8,230.0,Boston University,Sr,"Apr 14, 2001",Saratoga Springs (NY),Perkiomen School
4,Kyrone Alexander,G,6-4,200.0,Boston University,Fr,-,Brooklyn (NY),South Shore High School
103,Michael McNair,GF,6-5,185.0,Boston University,Fr,-,Temecula (CA),Linfield Christian School
23,Miles Brewster,G,6-3,175.0,Boston University,Sr,"May 26, 2001",Brooklyn (NY),Hotchkiss School
94,Otto Landrum,C,6-9,215.0,Boston University,So,-,Encinitas (CA),Torrey Pines High School
9,Matai Baptiste,F,6-7,215.0,Boston University,Fr,-,East York,Orangeville Prep
32,Malcolm Chimezie,F,6-8,220.0,Boston University,Jr,-,Yonkers (NY),Archbishop Stepinac High School
118,Ben Palacios,GF,6-5,200.0,Boston University,Jr,-,Lee's Summit (MO),St. Michael the Archangel Catholic High School
117,Ethan Okwuosa,G,6-2,195.0,Boston University,Jr,-,New Haven (CT),Cheshire Academy
135,Ben Roy,G,6-2,185.0,Boston University,So,-,Spring Lake Heights (NJ),Manasquan High School
108,Anthony Morales,SF,6-8,195.0,Boston University,Sr,"Dec 19, 2000",Boston (MA),Beaver Country Day High School
84,Spencer Joyner,GF,6-4,195.0,Boston University,Fr,-,Hackensack (NJ),
2,Pipe Ajayi,F,6-7,230.0,Bucknell,Jr,"Sep 10, 2003",Lagos,Woodstock Academy
109,Ian Motta,SF,6-6,198.0,Bucknell,Jr,"Mar 3, 2003",Santurce (PR),Allen High School
110,Brady Muller,G,6-4,209.0,Bucknell,So,"Jun 25, 2003",Wyckoff (NJ),Blair Academy
101,Brandon McCreesh,G,6-4,180.0,Bucknell,Fr,"Oct 19, 2004",Bronx (NY),Hotchkiss School
1,Josh Adoh,GF,6-4,205.0,Bucknell,Sr,"May 15, 2001",Bellflower (CA),COMBINE Academy
11,Josh Bascoe,PG,6-0,178.0,Bucknell,Jr,"Mar 11, 2002",Milton,Putnam Science Academy
48,Alek Delev,G,6-0,152.0,Bucknell,Sr,"Sep 5, 2001",Sofia,
18,Ruot Bijiek,F,6-9,187.0,Bucknell,So,"Sep 20, 2003",Waukee (IA),Waukee High School
172,Noah Williamson,C,7-0,244.0,Bucknell,So,"Apr 18, 2002",Riga,St. Thomas More School
115,Patrick O'Brien,F,6-8,210.0,Bucknell,Fr,"Feb 23, 2004",Warrenton (VA),Bishop O'Connell High School
61,Josh Fulton,F,6-6,186.0,Bucknell,So,"Apr 11, 2004",Atlanta (GA),Greater Atlanta Christian School
60,Jack Forrest,G,6-5,208.0,Bucknell,Sr,"Aug 15, 2000",Bala Cynwyd (PA),Lower Merion High School
54,Elvin Edmonds IV,PG,6-2,201.0,Bucknell,Jr,-,Midlothian (VA),Hopewell High School
16,Quin Berger,G,6-2,200.0,Bucknell,So,"Dec 7, 2003",Malvern (PA),Westtown School
96,Nicolas Louis-Jacques,SG,6-4,195.0,Colgate,Jr,-,Miami (FL),South Miami High School
83,Parker Jones,,6-6,190.0,Colgate,Fr,-,Sherman Oaks (CA),Worcester Academy
177,Sam Wright,F,6-8,240.0,Colgate,Fr,-,Hoover (AL),Spain Park High School
130,Keegan Records,FC,6-10,250.0,Colgate,Sr,-,South Kingstown (RI),St. Andrew's High School
30,Kyle Carlesimo,G,6-2,180.0,Colgate,So,-,Seattle (WA),St. Thomas More School
175,Jeff Woodward,C,6-11,270.0,Colgate,Sr,-,Audubon (PA),Methacton High School
7,Chandler Baker,SF,6-5,185.0,Colgate,Sr,-,Marietta (GA),The Walker School
28,Alex Capitano,G,6-4,205.0,Colgate,Sr,-,Malvern (PA),Malvern Preparatory School
143,Julian Scott,G,6-2,180.0,Colgate,Fr,-,Rochester (MI),Detroit Country Day School
161,Sam Thomson,C,6-9,230.0,Colgate,Sr,-,Halton Hills,Brooks School
40,Jalen Cox,G,6-3,165.0,Colgate,Fr,-,View Park (CA),South Kent School
176,Cooper Wright,F,6-5,195.0,Colgate,Fr,-,Needham (MA),Cambridge Rindge and Latin School
149,Braeden Smith,G,6-0,180.0,Colgate,So,-,Seattle (WA),Seattle Preparatory School
105,Ryan Moffatt,F,6-7,220.0,Colgate,Sr,-,Lancaster (PA),Hempfield High School
42,Brady Cummins,F,6-6,190.0,Colgate,So,-,York (ME),Brooks School
146,Kahlil Singleton,G,6-3,180.0,Holy Cross,Fr,-,Vancouver (WA),Scotland Campus
138,Declan Ryan,F,6-8,250.0,Holy Cross,Fr,-,Buffalo (NY),Worcester Academy
12,Will Batchelder,G,6-1,180.0,Holy Cross,So,-,Newburyport (MA),The Governor's Academy
107,Bo Montgomery,F,6-5,207.0,Holy Cross,Sr,-,Memphis (TN),Lausanne Collegiate School
173,A.J. Wills,G,6-2,165.0,Holy Cross,Fr,-,Richmond (VA),
171,DeAndre Williams,G,6-3,180.0,Holy Cross,Fr,-,Beacon (NY),Saint Benedict's Preparatory School
86,Caleb Kenney,GF,6-6,217.0,Holy Cross,Jr,-,Richmond (VA),Douglas Freeman High School
29,Ben Capron,G,6-0,160.0,Holy Cross,So,-,Phillipsburg (NJ),Phillipsburg High School
116,Joe Octave,SG,6-4,207.0,Holy Cross,Sr,"Apr 2, 2001",San Pedro (CA),Mary Star of the Sea High School
102,Declan McIntyre,PG,6-2,175.0,Holy Cross,Fr,-,White Plains (NY),Worcester Academy
114,Joe Nugent,SG,6-6,220.0,Holy Cross,Fr,-,Berkley (MA),Tabor Academy
88,Jaden Kirkwood,G,6-5,222.0,Holy Cross,So,"Mar 29, 2003",Ottawa,IMG Academy
39,Louth-Mohamed Coulibaly,PF,6-9,248.0,Holy Cross,Sr,-,Ottawa,Canada Topflight Academy
128,Michael Rabinovich,C,6-10,238.0,Holy Cross,Sr,-,Hopkinton (MA),Worcester Academy
162,Jade Tse,PG,6-1,193.0,Holy Cross,Sr,-,New York (NY),Deerfield Academy
129,Luke Rasmussen,F,6-7,,Lafayette,Fr,-,Haverford (PA),The Haverford School
126,Andrew Phillips,GF,6-4,,Lafayette,Fr,-,Downingtown (PA),Malvern Preparatory School
178,Joshua Wyche,F,6-6,,Lafayette,Fr,-,Philadelphia (PA),Cristo Rey Philadelphia High School
150,Eric Sondberg,G,6-7,200.0,Lafayette,Sr,-,Davidsonville (MD),South River High School
136,Chris Rubayo,C,6-10,210.0,Lafayette,Jr,"Apr 15, 2003",Skillman (NJ),Montgomery High School
13,Mike Bednostin,C,6-11,,Lafayette,Fr,"Dec 1, 2003",Kyiv,
17,T.J. Berger,G,6-4,185.0,Lafayette,Sr,-,West Chester (PA),Westtown School
21,Jon Brantley,G,6-3,185.0,Lafayette,Sr,-,Farmington Hills (MI),Brother Rice High School
26,Mark Butler,G,5-10,,Lafayette,Fr,-,Philadelphia (PA),William Penn Charter School
160,Isaiah Thompson,G,6-0,175.0,Lafayette,Jr,-,White Plains (NY),The Peddie School
163,Justin Vander Baan,PF,7-0,240.0,Lafayette,Jr,-,Northbridge (MA),Whitinsville Christian School
70,Devin Hines,G,6-4,170.0,Lafayette,Jr,-,West Palm Beach (FL),Saint Andrew's School
141,Luka Savikjevikj,G,6-3,150.0,Lafayette,Jr,"Feb 19, 2002",Skopje,
78,Kyle Jenkins,F,6-7,220.0,Lafayette,Sr,-,Lakeville (CT),Hotchkiss School
125,Ryan Pettit,G,6-1,195.0,Lafayette,So,-,Westfield (NJ),Rutgers Preparatory School
131,Brendan Reed,G,5-11,175.0,Lehigh,So,-,Bethlehem (PA),Allentown Central Catholic High School
168,Nasir Whitlock,G,6-2,,Lehigh,Fr,-,Plymouth (MN),De La Salle High School
169,Tyler Whitney-Sidney,G,6-2,180.0,Lehigh,Jr,-,Somerville (MA),Brooks School
145,Jalin Sinclair,G,5-10,182.0,Lehigh,Sr,-,Manhattan (NY),Suffield Academy
127,Jake Pike,F,6-8,195.0,Lehigh,Fr,-,Houston (TX),St. Thomas High School
139,Jayshen Saigal,G,6-2,175.0,Lehigh,Sr,-,Scarsdale (NY),Scarsdale High School
159,J.T. Tan,C,6-8,280.0,Lehigh,Sr,-,San Pedro (CA),Rolling Hills Preparatory School
0,Henri Adiassa,C,6-11,240.0,Lehigh,So,-,Yaounde,Crossroads School
89,Ben Knostman,G,6-5,182.0,Lehigh,Jr,-,Dayton (OH),Tippecanoe High School
119,Dominic Parolin,FC,6-9,245.0,Lehigh,Sr,-,Coquitlam,Brampton Centennial Secondary School
37,Tommy Conniff,C,6-11,235.0,Lehigh,So,-,Summit (NJ),Oratory Preparatory School
106,Bube Momah,C,6-8,235.0,Lehigh,So,-,Unionville (CT),Brewster Academy
64,Cam Gillus,G,5-11,,Lehigh,Fr,-,Falls Church (VA),
77,Josh Ingram,G,6-4,,Lehigh,Fr,-,Metuchen (NJ),St. Joseph High School
31,Burke Chebuhar,F,6-8,230.0,Lehigh,Sr,-,Marietta (GA),The Walker School
69,"Keith Higgins, Jr.",F,6-4,195.0,Lehigh,Jr,-,Escalante (UT),Chaminade College Preparatory High School
66,Matt Gray,F,6-6,195.0,Loyola (MD),Fr,-,Ashburn (VA),Northfield Mount Hermon School
63,Samuel Gibbs,G,6-3,190.0,Loyola (MD),So,-,Rye (NY),Archbishop Stepinac High School
123,Deon Perry,G,5-8,160.0,Loyola (MD),So,-,Baltimore (MD),Our Lady Of Mt. Carmel High School
58,Alonso Faure,PF,6-10,238.0,Loyola (MD),Sr,"Feb 20, 2002",Busot,IES Fuente San Luis
36,Tyson Commander,SG,6-4,185.0,Loyola (MD),So,-,Bel Air (MD),The John Carroll School
155,Jordan Stiemke,GF,6-5,195.0,Loyola (MD),Fr,-,Bel Air (MD),Loomis Chaffee School
156,D'Angelo Stines,G,6-1,180.0,Loyola (MD),Jr,-,Columbia (MD),Mount Saint Joseph College
151,Peter Sposito,G,6-2,185.0,Loyola (MD),So,-,Glastonbury (CT),Choate Rosemary
165,Charlie Weisberg,G,6-3,185.0,Loyola (MD),Jr,-,Brooklyn (NY),Millbrook School
74,Milos Ilic,C,6-10,230.0,Loyola (MD),Jr,-,Gornji Milanovac,Hoosac School
75,Veljko Ilic,F,6-10,230.0,Loyola (MD),Jr,-,Gornji Milanovac,Hoosac School
33,Troy Cicero,G,6-1,,Loyola (MD),Fr,-,Joliet (IL),Romeoville High School
24,David Brown III,G,6-5,215.0,Loyola (MD),Jr,-,La Plata (MD),Bishop McNamara High School
22,Garrett Brennan,G,6-4,190.0,Loyola (MD),So,-,Alexandria (VA),St. Stephen's & St. Agnes School
91,Chris Kuzemka,G,6-0,175.0,Loyola (MD),Jr,-,Fairfax (VA),Paul VI Catholic High School
3,Isaiah Alexander,F,6-7,190.0,Loyola (MD),So,-,Bronx (NY),Archbishop Stepinac High School
49,Golden Dike,PF,6-10,248.0,Loyola (MD),Sr,"May 15, 2001",Malaga,Colegio SEK El Castillo International School
38,Cam Cormany,G,6-0,180.0,Navy,So,-,Radford (VA),Radford High School
167,Jalen White,G,6-3,203.0,Navy,So,-,Severn (MD),Mount Saint Joseph College
34,Cam Cole,G,6-1,165.0,Navy,Fr,-,Bristow (VA),Highland School
20,Boston Bonifay,F,6-7,225.0,Navy,Fr,-,San Diego (CA),Cathedral Catholic High School
14,Austin Benigni,G,5-10,170.0,Navy,So,-,Palmetto Bay (FL),The Woodlands Christian Academy
174,Mike Woods,F,6-4,204.0,Navy,So,-,Upper Marlboro (MD),Frederick Douglass High School
6,Tony Atkinson,F,6-8,230.0,Navy,Sr,-,Palm Beach Gardens (FL),Westminster Academy
166,Reiss Whitaker,F,6-6,215.0,Navy,Fr,-,Haymarket (VA),Paul VI Catholic High School
121,Jordan Pennick,G,5-11,190.0,Navy,Fr,-,Reisterstown (MD),Archbishop Spalding High School
53,Donovan Draper,F,6-5,203.0,Navy,So,-,West Palm Beach (FL),Forest Hill Community High School
113,Jackson Noble,F,6-7,220.0,Navy,Fr,-,Greensboro (NC),Greensboro Day School
104,Jack Medalie,F,6-6,224.0,Navy,Fr,-,Franklin (TN),Franklin High School
132,Lysander Rehnstrom,G,6-3,195.0,Navy,Jr,"Jul 20, 2002",Herndon (VA),Herndon High School
97,Mac MacDonald,G,6-1,181.0,Navy,Jr,-,Richmond (VA),Collegiate School
90,Sam Krist,G,6-4,194.0,Navy,So,-,Rockford (MI),Rockford High School
87,Jinwoo Kim,G,6-3,195.0,Navy,Fr,-,Overland Park (KS),Blue Valley Southwest High School
85,Aidan Kehoe,C,6-10,235.0,Navy,So,-,Montvale (NJ),Pascack Hills High School
80,Carnegie Johnson,G,5-11,175.0,Navy,Fr,-,Greenwich (CT),Blair Academy
76,Austin Inge,G,6-0,190.0,Navy,Sr,-,Greensboro (NC),Greensboro Day School
142,Chandler Schmidt,G,6-0,190.0,Navy,Fr,-,Milton (WV),Cabell Midland High School
73,Nyles Howard,G,6-3,183.0,Navy,Fr,-,Matthews (NC),Carmel Christian School
72,Grant Hopkins,G,6-1,183.0,Navy,So,-,Alabaster (AL),Thompson High School
62,Julian Gabbidon,G,6-3,180.0,Navy,Fr,-,Harrisburg (PA),Trinity High School
56,Myles Evans,C,6-7,235.0,Navy,Jr,-,Wake Forest (NC),Ravenscroft School
157,Kam Summers,G,6-4,191.0,Navy,Jr,-,Ocoee (FL),The First Academy
47,Ethan Delaurier,FC,6-9,225.0,Navy,Fr,-,Shipman (VA),The Miller School of Albemarle
59,Mitch Fischer,F,6-9,215.0,Navy,Jr,-,Towson (MD),Loyola Blakefield
