,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
107,Jalen Robinson,G,5-9,170.0,N.J.I.T.,Fr,-,South Orange (NJ),Columbia High School
100,Cameron Piggee,G,6-0,180.0,N.J.I.T.,Fr,-,North Brunswick (NJ),Rutgers Preparatory School
89,Eyal Nankin,PF,6-7,210.0,N.J.I.T.,Jr,"Mar 4, 2000",Ra'anana,
108,Sebastian Robinson,PG,6-1,190.0,N.J.I.T.,Fr,-,Montclair (NJ),Roselle Catholic High School
70,Levi Lewal,F,6-7,195.0,N.J.I.T.,Fr,-,Laurel (MD),Mt. Zion Prep
55,Jake Goldberg,G,6-2,190.0,N.J.I.T.,Fr,-,Pasadena (CA),IMG Academy
23,Elijah Buchanan,G,6-5,190.0,N.J.I.T.,Sr,"Apr 8, 1999",Bronx (NY),Woodstock Academy
40,Kjell De Graff,F,6-10,230.0,N.J.I.T.,Sr,"Sep 8, 1999",Rotterdam,Canarias Basketball Academy
50,Tariq Francis,G,6-0,180.0,N.J.I.T.,Fr,-,Pittsburgh (PA),First Love Christian Academy
56,Mekhi Gray,G,6-4,190.0,N.J.I.T.,Sr,-,Montrose (NY),Putnam Science Academy
60,Adam Hess,F,6-4,205.0,N.J.I.T.,Sr,-,Westlake Village (CA),St. Thomas More School
61,Isaac Hester,G,5-11,180.0,N.J.I.T.,Fr,-,Ocean Township (NJ),Ranney School
27,J.J. Chaikovsky,F,6-7,208.0,N.J.I.T.,Fr,-,Manhattan Beach (CA),El Segundo High School
5,Justin Anderson,SG,6-3,170.0,N.J.I.T.,Sr,-,Radnor Township (PA),Archbishop John Carroll High School
2,Jeffrey Akintolu,C,6-11,210.0,N.J.I.T.,Fr,"Feb 21, 2003",,Avon Old Farms High School
37,Clarence Daniels,F,6-6,225.0,New Hampshire,Sr,"Dec 6, 2000",Columbia Heights (MN),Maranatha Christian High School
106,Ahmad Robinson,PG,6-0,180.0,New Hampshire,Jr,-,Roselle (NJ),Roselle Catholic High School
139,Trey Woodyard,F,6-6,190.0,New Hampshire,Jr,-,London (OH),London High School
102,Davide Poser,F,6-4,,New Hampshire,Fr,"Jun 19, 2003",Veneto,
137,Jon Willeman,G,6-2,170.0,New Hampshire,Sr,-,Lebanon (NH),Lebanon High School
122,Rex Sunderland,G,6-4,190.0,New Hampshire,So,-,Kaysville (UT),Davis High School
9,Jaxson Baker,PF,6-8,200.0,New Hampshire,Sr,-,Phoenix (AZ),Brophy College Preparatory
95,Promise Opurum,F,6-7,215.0,New Hampshire,Fr,-,New Rochelle (NY),Woodstock Academy
123,Alex Tavares,G,6-3,205.0,New Hampshire,Jr,-,Portsmouth (NH),Portsmouth High School
52,Paul Gakmar,F,6-8,190.0,New Hampshire,Jr,-,Perth,
39,Dior Davis,G,6-2,165.0,New Hampshire,So,-,New York (NY),Murry Bergtraum High School for Business Careers
86,Christian Moore,G,6-1,175.0,New Hampshire,So,-,Virginia Beach (VA),Hargrave Military Academy
128,Ridvan Tutic,C,6-10,230.0,New Hampshire,So,-,Novi Pazar,
81,Naim Miller,G,6-4,210.0,New Hampshire,Sr,"Jul 8, 2000",Pitt Meadows,First Love Christian Academy
31,Regimantas Ciunys,F,6-6,180.0,UMBC,So,-,Vilnius,The Harvey School
111,Devan Sapp,G,6-4,205.0,UMBC,Jr,-,San Jose (CA),Archbishop Mitty High School
115,Marlon Short,G,6-6,185.0,UMBC,Jr,-,Richmond (CA),Canterbury School
66,Bryce Johnson,G,6-4,180.0,UMBC,Jr,-,Orlando (FL),Oldsmar Christian Academy
118,Khydarius Smith,SF,6-8,255.0,UMBC,Sr,-,Fort Mill (SC),Nation Ford High School
131,Isaac Varghese,G,6-1,170.0,UMBC,Fr,-,Jericho (NY),Jericho High School
130,Ace Valentine,G,6-3,,UMBC,Fr,-,Baltimore (MD),Mount Saint Joseph College
104,Ashton Reese,F,6-5,185.0,UMBC,Fr,-,Scottsdale (AZ),Pinnacle High School
75,Max Lorca-Lloyd,C,6-9,215.0,UMBC,Sr,"Jan 12, 2000",Northfield (MA),Northfield Mount Hermon School
22,Dion Brown,G,6-3,180.0,UMBC,So,"May 26, 2003",Great Barrington (MA),Vermont Academy
44,Franck Emmou,F,6-5,,UMBC,Fr,-,Mansfield (TX),Mansfield Summit High School
59,J.C. Harris,G,6-1,170.0,UMBC,Jr,-,Gaithersburg (MD),Northwest High School
53,Marcel Gardner,F,6-8,,UMBC,Fr,-,Potomac (MD),St. Andrew's Episcopal School
29,Alpha Chibambe,G,6-5,215.0,UMBC,Fr,-,San Juan Capistrano (CA),PPHoenix College Prep
11,"Marcus Banks, Jr.",PG,6-3,188.0,UMBC,Jr,-,Williamsburg (VA),Fork Union Military Academy
76,Ethan Lynch,G,6-2,215.0,UMBC,Sr,"Apr 10, 2001",Accokeek (MD),Bishop Ireton High School
17,Anthony Blunt,G,6-2,185.0,UMass Lowell,Sr,-,Bowie (MD),St. Vincent Pallotti High School
21,Max Brooks,F,6-7,205.0,UMass Lowell,Sr,-,Waldorf (MD),St. Charles High School
16,Keenan Bey,F,6-7,198.0,UMass Lowell,Fr,"Aug 19, 2004",Las Vegas (NV),Bishop Gorman High School
125,Jordan Thompson,G,6-1,170.0,UMass Lowell,Jr,-,Moore (OK),Southmoore High School
71,Xzavier Lino,GF,6-6,200.0,UMass Lowell,Sr,-,Phoenix (AZ),Sunnyslope High School
33,Karim Coulibaly,SF,6-9,235.0,UMass Lowell,Sr,"Dec 23, 2000",Bamako,Scotland Performance Institute
62,Ayinde Hikim,PG,5-11,180.0,UMass Lowell,Sr,-,Washington (DC),Mt. Zion Prep
80,Anthony Maxwell,G,6-1,180.0,UMass Lowell,Fr,-,Montreal,Lincoln Prep
83,Quinton Mincey,G,6-7,195.0,UMass Lowell,Sr,-,Greenbelt (MD),Eleanor Roosevelt High School
88,Cam Morris III,PF,6-8,205.0,UMass Lowell,Jr,-,Alexander City (AL),IMG Academy
94,Brayden O'Connor,G,6-4,207.0,UMass Lowell,So,-,Ottawa,Notre Dame Catholic High School
0,Ephraim Acquah,F,6-7,192.0,UMass Lowell,Jr,-,Hagerstown (MD),Williamsport High School
34,Yuri Covington,G,6-1,192.0,UMass Lowell,Sr,-,Wilkes-Barre (PA),National Christian Academy
51,Andres Fulgencio,G,6-4,205.0,UMass Lowell,Sr,-,Teaneck (NJ),Dwight Morrow High School
73,T.J. Long,F,6-4,195.0,Vermont,Jr,-,Rockville Centre (NY),Canterbury School
65,Seth Joba,F,6-9,225.0,Vermont,Fr,-,Orchard Park (NY),Bridgton Academy
3,Sam Alamutu,G,6-5,215.0,Vermont,So,-,Lagos,Rothesay Netherwood School
63,T.J. Hurley,F,6-5,190.0,Vermont,So,"May 26, 2004",Pelham,The Rock High School
8,Ileri Ayo-Faleye,F,6-8,210.0,Vermont,Jr,-,Lebanon (PA),Cedar Crest High School
117,Jackson Skipper,F,6-7,170.0,Vermont,Fr,-,Tulsa (OK),Link Year Prep
132,Matt Veretto,F,6-8,220.0,Vermont,Sr,-,Manchester (CT),East Catholic High School
18,Shamir Bogues,GF,6-4,190.0,Vermont,Sr,"Aug 14, 2002",Killeen (TX),Killeen High School
41,Aaron Deloney,G,6-0,170.0,Vermont,Sr,-,Portland (OR),Grant High School
110,Jace Roquemore,SG,6-5,170.0,Vermont,Sr,-,Las Vegas (NV),Foothill High School
12,Noah Barnett,F,6-9,205.0,Vermont,Fr,-,Poughkeepsie (NY),Cheshire Academy
87,Michael Mora,F,6-6,205.0,Vermont,Fr,-,Palo Alto (CA),
49,Nick Fiorillo,F,6-8,225.0,Vermont,Sr,-,Scarborough (ME),Scarborough High School
90,Michel Ndayishimiye,G,5-10,180.0,Vermont,So,-,Burlington (VT),Rice Memorial High School
82,Brenton Mills,G,6-3,185.0,Vermont,Sr,-,Allen (TX),Phillips Exeter Academy
85,Charlie Moore,G,6-4,185.0,Vermont,Fr,-,Santa Monica (CA),New Hampton School
