,Player,Pos,HT,WT,School,Class,Birth Date,Birth City,High School/Prep School
47,Josiah Dotzler,GF,6-3,180.0,Creighton,Fr,-,Bellevue (NE),Bellevue West High School
131,Sami Osmani,G,6-4,205.0,Creighton,Sr,-,Oak Lawn (IL),Oak Lawn Community High School
160,Josh Townley-Thomas,FC,6-10,220.0,Creighton,So,-,Omaha (NE),Creighton Preparatory School
159,Shane Thomas,G,6-3,200.0,Creighton,Fr,-,Las Vegas (NV),
56,Francisco Farabello,PG,6-3,180.0,Creighton,Sr,"Nov 1, 2000",Canada de Gomez,The Centre of Excellence
146,Baylor Scheierman,PG,6-7,205.0,Creighton,Sr,"Sep 26, 2000",Aurora (NE),Aurora High School
88,Ryan Kalkbrenner,C,7-1,260.0,Creighton,Sr,"Jan 17, 2002",St. Louis (MO),Trinity Catholic High School
59,Elijah Fisher,F,6-6,190.0,DePaul,So,"Jan 3, 2004",Toronto,Crestwood Preparatory College
55,Mac Etienne,C,6-10,235.0,DePaul,Jr,-,Middletown (NY),Suffield Academy
0,Churchill Abass,F,6-9,240.0,DePaul,Fr,"Aug 21, 2004",Benin City,NBA Academy Africa
114,Caleb Murphy,G,6-4,185.0,DePaul,Sr,"Sep 29, 2001",Youngstown (OH),Grayson High School
117,Da'Sean Nelson,F,6-8,205.0,DePaul,Sr,-,Toledo (OH),Rogers High School
136,K.T. Raimey,SG,6-3,166.0,DePaul,Sr,-,Olathe (KS),Olathe East High School
143,Mo Sall,G,6-5,180.0,DePaul,So,-,Downers Grove (IL),Downers Grove North High School
157,Jalen Terry,PG,6-0,158.0,DePaul,Sr,-,Flint (MI),Flint Beecher High School
75,Jaden Henley,F,6-7,200.0,DePaul,So,-,Ontario (CA),Colony High Schol
128,Jeremiah Oden,F,6-8,201.0,DePaul,Jr,-,Chicago (IL),Sunrise Christian Academy
170,Keyondre Young,F,6-8,180.0,DePaul,So,-,Del City (OK),Del City High School
22,Dramane Camara,SG,6-5,205.0,DePaul,Fr,"Jan 24, 2004",Paris,NBA Academy Africa
24,"Chico Carter, Jr.",SG,6-3,192.0,DePaul,Sr,"Nov 3, 2000",Columbia (SC),Cardinal Newman High School
67,Donovan Grant,SG,6-6,200.0,Georgetown,So,"Feb 23, 2001",Smyrna (GA),The Skill Factory
74,"Jay Heath, Jr.",SG,6-3,209.0,Georgetown,Sr,-,Arlington (VA),Jackson-Reed High School
20,Rowan Brumbaugh,G,6-4,183.0,Georgetown,So,"Mar 7, 2004",Washington (DC),Northfield Mount Hermon School
115,Ryan Mutombo,C,7-2,259.0,Georgetown,Jr,-,Atlanta (GA),The Lovett School
113,Victor Muresan,F,6-11,173.0,Georgetown,Sr,"Oct 22, 2000",Potomac (MD),Georgetown Day School
35,Supreme Cook,F,6-9,229.0,Georgetown,Sr,-,Newark (NJ),The Peddie School
58,Drew Fielder,C,6-10,216.0,Georgetown,Fr,"Oct 6, 2004",Boise (ID),Southern California Academy of Sciences
16,"Wayne Bristol, Jr.",SG,6-6,195.0,Georgetown,Sr,-,Upper Marlboro (MD),St. Thomas More School
54,Jayden Epps,G,6-2,187.0,Georgetown,So,"Nov 12, 2003",Suffolk (VA),COMBINE Academy
91,Jon Kazor,G,6-2,220.0,Georgetown,Sr,-,Potomac (MD),Pomfret School
102,Ismael Massoud,SF,6-9,213.0,Georgetown,Sr,"May 6, 2000",Madrid,MacDuffie School
152,Dontrez Styles,SF,6-6,212.0,Georgetown,Jr,"Jun 26, 2002",Kinston (NC),Kinston High School
108,Austin Montgomery,G,6-4,185.0,Georgetown,So,-,New Orleans (LA),Isidore Newman School
10,Cam Bacote,G,6-3,176.0,Georgetown,Sr,-,Hampton (VA),Bethel High School
8,Hashem Asadallah,G,6-1,180.0,Georgetown,Fr,"Apr 2, 2005",Jabriya,The American School of Kuwait
87,David Joplin,F,6-8,220.0,Marquette,Jr,"Nov 18, 2002",Brookfield (WI),Brookfield Central High School
86,Sean Jones,G,5-10,185.0,Marquette,So,"Dec 14, 2003",Columbus (OH),Lincoln High School
94,Tyler Kolek,G,6-3,190.0,Marquette,Jr,"Mar 27, 2001",Cumberland (RI),St. George's School
95,Caleb Kozinski,G,6-1,175.0,Marquette,So,"Jun 23, 2003",Milwaukee (WI),IMG Academy
107,Stevie Mitchell,G,6-3,195.0,Marquette,Jr,"Jan 29, 2003",Reading (PA),Wilson High School
81,Oso Ighodaro,F,6-11,225.0,Marquette,Jr,"Jul 14, 2002",Phoenix (AZ),Desert Vista High School
122,Tre Norman,G,6-4,205.0,Marquette,Fr,-,Worcester (MA),Worcester Academy
126,Casey O'Malley,G,6-3,185.0,Marquette,So,-,Omaha (NE),Creighton Preparatory School
99,Zaide Lowery,SG,6-5,195.0,Marquette,Fr,-,Springfield (MO),La Lumiere School
100,Jonah Lucas,G,6-1,175.0,Marquette,So,"Sep 29, 2003",West Lafayette (IN),Harrison High School
29,Jake Ciardo,G,6-2,175.0,Marquette,So,"Jul 22, 2003",Germantown (WI),Germantown High School
18,Cameron Brown,G,6-1,215.0,Marquette,Jr,"May 3, 2003",Plano (TX),John Paul II High School
85,Kam Jones,F,6-5,200.0,Marquette,Jr,"Feb 25, 2002",Cordova (TN),Evangelical Christian School
138,Jack Riley,F,6-7,210.0,Marquette,Fr,-,Delafield (WI),Catholic Memorial High School
66,Ben Gold,C,6-11,235.0,Marquette,So,"Apr 26, 2003",Wellington,NBA Global Academy
5,Al Amadou,PF,6-9,200.0,Marquette,Fr,-,Quakertown (PA),Chestnut Hill Academy
166,R.J. Walson,G,6-0,200.0,Marquette,Jr,"May 4, 2003",Chicago (IL),Perspectives Charter Academy
70,Caedin Hamilton,F,6-9,240.0,Marquette,Fr,-,Santa Maria (CA),St. Joseph High School
139,Chase Ross,G,6-5,200.0,Marquette,So,"Feb 7, 2003",Dallas (TX),Cushing Academy
23,Devin Carter,G,6-3,195.0,Providence,Jr,"Mar 18, 2002",Miami (FL),Brewster Academy
48,Garwey Dual,G,6-5,180.0,Providence,Fr,"Mar 17, 2005",Carmel (IN),Southern California Academy of Sciences
27,Rafael Castro,C,6-11,220.0,Providence,So,"Mar 30, 2003",Dover (NJ),Dover High School
60,"Corey Floyd, Jr.",G,6-4,210.0,Providence,Jr,"Jan 14, 2004",Roselle (NJ),Roselle Catholic High School
61,Luke Fonts,G,6-1,190.0,Providence,Jr,"Jul 19, 2003",Portsmouth (RI),Portsmouth Abbey School
57,Justyn Fernandez,SG,6-5,200.0,Providence,So,-,Lynchburg (VA),IMG Academy
64,Ticket Gaines,SF,6-7,181.0,Providence,Sr,"Jan 19, 2000",New York (NY),High School For Health Professions
125,Kieran O'Haire,G,6-2,190.0,Providence,Jr,"Apr 14, 2003",Menands (NY),The Albany Academy
76,Bryce Hopkins,F,6-7,220.0,Providence,Jr,"Sep 7, 2001",Chicago (IL),Fenwick High School
42,Eli DeLaurier,C,6-10,220.0,Providence,Fr,-,Charlottesville (VA),The Miller School of Albemarle
129,Josh Oduro,C,6-9,235.0,Providence,Sr,"Oct 14, 2000",Fairfax (VA),Paul VI Catholic High School
135,Jayden Pierre,G,6-2,170.0,Providence,So,"May 7, 2003",Bronxville (NY),Long Island Lutheran High School
145,Donovan Santoro-Simmons,GF,6-8,185.0,Providence,Fr,-,Austin (TX),Westlake High School
13,Rich Barron,F,6-5,220.0,Providence,Fr,-,Chicago (IL),St. Ignatius College Prep
163,David Tubek,F,6-7,205.0,Seton Hall,Fr,-,Juba,Dream City Christian School
1,Dylan Addae-Wusu,G,6-4,230.0,Seton Hall,Sr,-,Bronx (NY),Our Saviour Lutheran School
40,Dre Davis,SG,6-6,212.0,Seton Hall,Sr,"Aug 23, 2001",Indianapolis (IN),Lawrence Central High School
111,Elijah Muhammad,C,6-10,200.0,Seton Hall,Fr,-,Jamaica (NY),Academy of the New Church High School
144,Jaquan Sanders,G,6-4,205.0,Seton Hall,So,-,Bronx (NY),Our Saviour Lutheran School
14,Jaden Bediako,C,6-10,245.0,Seton Hall,Sr,"Sep 24, 2000",Brampton,Ridley College
116,Abdou Ndiaye,F,6-9,200.0,Seton Hall,Sr,-,Louga,The Nation Christian Academy
120,Sadraque Nganga,F,6-10,220.0,Seton Hall,So,"Nov 24, 2003",Luanda,AZ Compass Prep
137,Kadary Richmond,SG,6-6,210.0,Seton Hall,Sr,"Aug 25, 2001",Brooklyn (NY),Brewster Academy
19,Malachi Brown,G,6-1,175.0,Seton Hall,Fr,-,Buford (GA),Legacy Early College
154,Gionn Swan,G,6-2,150.0,Seton Hall,Fr,-,Alexandria (VA),Alexandria City High School
133,Arda Ozdogan,C,6-8,,Seton Hall,Fr,"May 7, 2005",,
41,Al-Amir Dawes,G,6-2,180.0,Seton Hall,Sr,"Sep 28, 2001",Newark (NJ),St. Patrick High School
105,Jorge Mercado,G,6-4,215.0,Seton Hall,Jr,-,Bronx (NY),Columbia Grammar and Preparatory School
37,John David Thomas,G,6-4,190.0,Seton Hall,Fr,-,Tallahassee (FL),IMG Academy
63,David Gabriel,G,6-1,160.0,Seton Hall,So,-,North Bergen (NJ),North Bergen High School
33,Isaiah Coleman,F,6-5,180.0,Seton Hall,Fr,"Sep 4, 2003",Fort Washington (MD),Word of God Christian Academy
71,Jaquan Harris,PG,6-3,183.0,Seton Hall,So,-,North Brunswick (NJ),St. Thomas Aquinas High School
79,Elijah Hutchins,C,6-11,255.0,Seton Hall,Jr,"Nov 23, 2001",Wayne Township (NJ),Putnam Science Academy
168,Simeon Wilcher,G,6-4,180.0,St. John's,Fr,"Jan 29, 2004",Plainfield (NJ),Roselle Catholic High School
44,Jordan Dingle,G,6-3,196.0,St. John's,Sr,"Jul 14, 2000",Valley Stream (NY),Blair Academy
4,Nahiem Alleyne,G,6-4,195.0,St. John's,Sr,"Jul 23, 2001",Lawrenceville (GA),Mountain View High School
161,Drissa Traore,F,6-8,215.0,St. John's,So,-,Glen Cove (NY),Long Island Lutheran High School
38,Cruz Davis,PG,6-3,170.0,St. John's,So,"Sep 24, 2003",Garland (TX),Huntington Prep
155,"Glenn Taylor, Jr.",F,6-6,200.0,St. John's,Jr,"Dec 28, 2002",Las Vegas (NV),AZ Compass Prep
149,Joel Soriano,F,6-11,260.0,St. John's,Sr,"Jan 30, 2000",White Plains (NY),St. Thomas More School
52,Brady Dunlap,F,6-7,180.0,St. John's,Fr,"Sep 25, 2003",North Hollywood (CA),Harvard-Westlake School
53,Zuby Ejiofor,F,6-9,240.0,St. John's,So,-,Garland (TX),Garland High School
80,Sadiku Ibine Ayo,F,6-6,210.0,St. John's,So,-,,Our Saviour Lutheran School
34,Sean Conway,G,6-5,215.0,St. John's,Sr,-,Fairfield (CT),Cushing Academy
101,R.J. Luis,F,6-7,196.0,St. John's,So,"Nov 27, 2002",Miami (FL),Mt. Zion Prep
82,Daniss Jenkins,G,6-4,175.0,St. John's,Sr,"Aug 17, 2001",Dallas (TX),Hillcrest High School
97,Chris Ledlum,SG,6-6,242.0,St. John's,Sr,"Feb 19, 2001",Brooklyn (NY),Northfield Mount Hermon School
26,Stephon Castle,G,6-6,205.0,UConn,Fr,"Nov 1, 2004",Covington (GA),Newton High School
84,Samson Johnson,PF,6-10,215.0,UConn,Jr,"Jul 28, 2002",Lome,St. Patrick High School
90,Alex Karaban,F,6-8,210.0,UConn,So,"Nov 11, 2002",Northboro (MA),New Hampton School
83,"Andre Johnson, Jr.",G,6-4,160.0,UConn,So,"Jul 4, 2003",Bristol (CT),South Kent School
119,Tristen Newton,SG,6-5,190.0,UConn,Sr,"Apr 26, 2001",El Paso (TX),Burges High School
140,Jayden Ross,F,6-7,180.0,UConn,Fr,"Jul 16, 2004",Hagerstown (MD),Long Island Lutheran High School
31,Donovan Clingan,C,7-2,265.0,UConn,So,"Feb 23, 2004",Bristol (CT),Bristol Central High School
148,Youssoufa Singare,C,7-0,190.0,UConn,Fr,"May 1, 2003",Bamako,Our Saviour Lutheran School
150,Cam Spencer,SG,6-4,207.0,UConn,Sr,"Apr 6, 2000",Baltimore (MD),Boys' Latin School of Maryland
151,Jaylin Stewart,F,6-6,210.0,UConn,Fr,"Feb 6, 2005",Seattle (WA),Garfield High School
78,Andrew Hurley,G,6-1,170.0,UConn,Sr,"Jan 30, 2002",Glastonbury (CT),East Catholic High School
43,Hassan Diarra,SG,6-2,190.0,UConn,Sr,"Mar 17, 2001",Queens (NY),Putnam Science Academy
11,Solomon Ball,G,6-3,185.0,UConn,Fr,"Dec 7, 2003",Leesburg (VA),Brewster Academy
141,Apostolos Roumoglou,SG,6-7,200.0,UConn,So,"May 15, 2003",Xanthi,
21,Tyler Burton,SF,6-7,215.0,Villanova,Sr,"Feb 11, 2000",Thompson (CT),Marianapolis Preparatory School
109,Justin Moore,SG,6-4,210.0,Villanova,Sr,"Apr 12, 2000",Fort Washington (MD),DeMatha Catholic High School
7,Mark Armstrong,G,6-2,180.0,Villanova,So,"Feb 21, 2004",South Orange (NJ),St. Peter's Preparatory School
12,T.J. Bamba,F,6-5,215.0,Villanova,Sr,"Jan 6, 2001",Bronx (NY),Abraham Lincoln High School
121,Nnanna Njoku,C,6-9,260.0,Villanova,Jr,-,Newark (DE),Sanford School
134,Trey Patterson,F,6-9,225.0,Villanova,Jr,-,Somerset (NJ),Rutgers Preparatory School
72,Hakim Hart,SG,6-8,205.0,Villanova,Sr,"May 3, 2001",Philadelphia (PA),Roman Catholic High School for Boys
45,Eric Dixon,F,6-8,255.0,Villanova,Sr,"Jan 26, 2001",Abington (PA),Abington Senior High School
73,Brendan Hausen,G,6-4,205.0,Villanova,So,"Jul 6, 2004",Amarillo (TX),Amarillo High School
127,Collin O'Toole,G,6-1,180.0,Villanova,Jr,-,Rye (NY),St. Thomas More School
98,Jordan Longino,GF,6-5,215.0,Villanova,Jr,"Jul 2, 2002",Fort Washington (PA),Germantown Academy
167,Lance Ware,F,6-9,235.0,Villanova,Sr,-,Burlington (NJ),Camden High School
6,Chris Arcidiacono,PG,6-4,205.0,Villanova,Sr,"Jul 6, 2000",Langhorne (PA),Perkiomen School
50,Jordann Dumont,SF,6-8,200.0,Villanova,Fr,"Jul 12, 2004",Quebec City,Hamilton Heights Christian Academy
28,Sasa Ciani,C,6-9,240.0,Xavier,Fr,"Mar 25, 2003",Sempeter-Vrtojba,
46,Lazar Djokovic,C,6-10,220.0,Xavier,Fr,"Apr 15, 2004",Gornji Milanovac,
49,Reid Ducharme,F,6-7,195.0,Xavier,Fr,"Feb 14, 2004",Boston (MA),Brewster Academy
169,Mike Wolf,G,6-0,185.0,Xavier,So,"Sep 18, 2002",Greenwood Village (CO),Regis Jesuit High School
51,Logan Duncomb,F,6-10,250.0,Xavier,Jr,"Apr 17, 2003",Cincinnati (OH),Moeller High School
30,Desmond Claude,F,6-6,203.0,Xavier,So,"May 30, 2003",Syracuse (NY),Putnam Science Academy
36,Kam Craft,F,6-6,211.0,Xavier,So,"Apr 2, 2004",Buffalo Grove (IL),The Skill Factory
142,Ian Sabourin,GF,6-4,210.0,Xavier,So,"Jun 22, 2003",Hamilton (OH),Stephen T. Badin High School
62,Zach Freemantle,F,6-9,227.0,Xavier,Sr,"Oct 18, 2000",Oradell (NJ),Bergen Catholic High School
69,Trey Green,PG,6-0,160.0,Xavier,Fr,"Jan 28, 2004",Mooresville (NC),Prolific Prep
132,Abou Ousmane,C,6-10,240.0,Xavier,Sr,"Apr 7, 2001",Brooklyn (NY),Scotland Performance Institute
130,Quincy Olivari,G,6-3,200.0,Xavier,Sr,"May 27, 2001",Atlanta (GA),Westlake High School
32,Bradley Colbert,G,6-2,200.0,Xavier,Sr,"Aug 4, 2001",Loveland (OH),Moeller High School
77,Jerome Hunter,PF,6-8,216.0,Xavier,Sr,"Dec 22, 1999",Pickerington (OH),Pickerington High School North
124,Kachi Nzeh,C,6-8,230.0,Xavier,Fr,"Jan 15, 2004",Upper Darby (PA),George School
123,Bob Nunge,G,6-6,195.0,Xavier,Jr,"Jul 7, 2002",Newburgh (IN),Castle High School
118,Gytis Nemeiksa,G,6-7,203.0,Xavier,Sr,"Sep 17, 2001",Kaunas,
153,Dailyn Swain,SF,6-7,200.0,Xavier,Fr,"Jul 15, 2005",Columbus (OH),Columbus Africentric High School
104,Dayvion McKnight,PG,6-0,188.0,Xavier,Sr,"Jul 2, 2002",Shelbyville (KY),Martha Layne Collins High School
